query_id;subject_id;dN;dS;dNdS
Carubv10000083m;lcl|NW_010967396.1_cds_XP_010556079.1_29761;0.08731;0.7758;0.1125
Carubv10000084m;lcl|NW_010967707.1_cds_XP_010557978.1_31599;0.07888;0.9882;0.07983
Carubv10000085m;lcl|NW_010965304.1_cds_XP_010535932.1_11780;0.03823;0.7566;0.05053
Carubv10000086m;lcl|NW_010970490.1_cds_XP_010524870.1_38308;0.2337;0.8;0.2921
Carubv10000088m;lcl|NW_010966881.1_cds_XP_010552925.1_26903;0.1599;0.6148;0.26
Carubv10000090m;lcl|NW_010965304.1_cds_XP_010536113.1_11951;0.06344;0.6141;0.1033
Carubv10000091m;lcl|NW_010960187.1_cds_XP_010541467.1_1916;0.1877;0.6108;0.3072
Carubv10000092m;lcl|NW_010965541.1_cds_XP_010541262.1_16521;0.2624;0.6634;0.3956
Carubv10000093m;lcl|NW_010960187.1_cds_XP_010537808.1_1543;0.02801;0.7709;0.03634
Carubv10000095m;lcl|NW_010966372.1_cds_XP_010549821.1_24153;0.04157;0.6029;0.06895
Carubv10000096m;lcl|NW_010960187.1_cds_XP_010541923.1_1967;0.112;0.7668;0.146
Carubv10000098m;lcl|NW_010966372.1_cds_XP_010549890.1_24216;0.09953;0.6074;0.1639
Carubv10000101m;lcl|NW_010965775.1_cds_XP_010543784.1_18806;0.0509;0.5821;0.08745
Carubv10000102m;lcl|NW_010965775.1_cds_XP_010543785.1_18807;0.05096;0.5824;0.08749
Carubv10000106m;lcl|NW_010967707.1_cds_XP_010556614.1_30261;0.09235;1.084;0.08519
Carubv10000107m;lcl|NW_010966372.1_cds_XP_010549688.1_24024;0.1111;1.088;0.1021
Carubv10000109m;lcl|NW_010966372.1_cds_XP_010550091.1_24399;0.05306;0.5496;0.09655
Carubv10000110m;lcl|NW_010968505.1_cds_XP_010519980.1_33932;0.07167;0.9613;0.07456
Carubv10000111m;lcl|NW_010960188.1_cds_XP_010519912.1_3595;0.1173;0.7068;0.166
Carubv10000113m;lcl|NW_010966882.1_cds_XP_010555013.1_28799;0.08171;0.6754;0.121
Carubv10000114m;lcl|NW_010965775.1_cds_XP_010543914.1_18624;0.1203;0.7367;0.1633
Carubv10000116m;lcl|NW_010966542.1_cds_XP_010550960.1_25154;0.1481;0.7434;0.1992
Carubv10000117m;lcl|NW_010966372.1_cds_XP_010549895.1_24220;0.2135;0.5875;0.3634
Carubv10000118m;lcl|NW_010960630.1_cds_XP_010527671.1_4425;0.09104;0.6463;0.1409
Carubv10000119m;lcl|NW_010966021.1_cds_XP_010545450.1_20258;0.03677;0.8059;0.04563
Carubv10000121m;lcl|NW_010970490.1_cds_XP_010523667.1_37174;0.1172;0.64;0.1832
Carubv10000122m;lcl|NW_010965304.1_cds_XP_010535657.1_11528;0.1151;0.6626;0.1737
Carubv10000123m;lcl|NW_010968505.1_cds_XP_010519798.1_33756;0.1876;0.6393;0.2934
Carubv10000124m;lcl|NW_010960187.1_cds_XP_010544069.1_2187;0.184;1.085;0.1695
Carubv10000128m;lcl|NW_010962392.1_cds_XP_010529533.1_6102;0.08118;0.6828;0.1189
Carubv10000131m;lcl|NW_010965869.1_cds_XP_010544470.1_19322;0.1833;1.106;0.1658
Carubv10000132m;lcl|NW_010965304.1_cds_XP_010536218.1_12060;0.1834;0.9979;0.1838
Carubv10000133m;lcl|NW_010965541.1_cds_XP_010541636.1_16871;0.2598;0.9088;0.2859
Carubv10000135m;lcl|NW_010965304.1_cds_XP_010536181.1_12020;0.2725;0.7038;0.3872
Carubv10000136m;lcl|NW_010960187.1_cds_XP_010538950.1_1653;0.1369;0.7125;0.1921
Carubv10000137m;lcl|NW_010960188.1_cds_XP_010523372.1_3947;0.08986;0.6701;0.1341
Carubv10000138m;lcl|NW_010965625.1_cds_XP_010542028.1_17221;0.1771;0.873;0.2028
Carubv10000139m;lcl|NW_010970490.1_cds_XP_010524849.1_38283;0.1484;0.7729;0.192
Carubv10000140m;lcl|NW_010965372.1_cds_XP_010537167.1_12908;0.1187;0.7389;0.1606
Carubv10000142m;lcl|NW_010965625.1_cds_XP_010542074.1_17263;0.03999;0.7181;0.05569
Carubv10000143m;lcl|NW_010969548.1_cds_XP_010522954.1_36613;0.2309;0.6214;0.3716
Carubv10000145m;lcl|NW_010969548.1_cds_XP_010522955.1_36609;0.2306;0.6227;0.3704
Carubv10000146m;lcl|NW_010965541.1_cds_XP_010541259.1_16518;0.1065;0.689;0.1546
Carubv10000147m;lcl|NW_010963495.1_cds_XP_010530941.1_7364;0.1098;0.709;0.1549
Carubv10000148m;lcl|NW_010962392.1_cds_XP_010529456.1_6029;0.08944;0.6451;0.1387
Carubv10000149m;lcl|NW_010967707.1_cds_XP_010558607.1_32186;0.06499;0.5717;0.1137
Carubv10000151m;lcl|NW_010966372.1_cds_XP_010550024.1_24338;0.07004;0.983;0.07125
Carubv10000153m;lcl|NW_010965775.1_cds_XP_010543576.1_18610;0.1477;0.6854;0.2155
Carubv10000154m;lcl|NW_010960188.1_cds_XP_010521486.1_3763;0.1243;0.6492;0.1915
Carubv10000155m;lcl|NW_010968505.1_cds_XP_010519904.1_33856;0.2415;0.6679;0.3616
Carubv10000156m;lcl|NW_010965304.1_cds_XP_010535735.1_11598;0.1099;0.6759;0.1625
Carubv10000157m;lcl|NW_010966177.1_cds_XP_010547724.1_22352;0.1731;0.7315;0.2367
Carubv10000158m;lcl|NW_010970490.1_cds_XP_010524234.1_37702;0.232;0.6609;0.351
Carubv10000159m;lcl|NW_010966881.1_cds_XP_010552996.1_26972;0.1535;1.132;0.1356
Carubv10000160m;lcl|NW_010966372.1_cds_XP_010549991.1_24308;0.2076;0.8575;0.242
Carubv10000161m;lcl|NW_010966459.1_cds_XP_010550756.1_24997;0.1067;0.701;0.1523
Carubv10000162m;lcl|NW_010965373.1_cds_XP_010539952.1_15390;0.2609;1.091;0.2393
Carubv10000163m;lcl|NW_010967707.1_cds_XP_010556731.1_30379;0.05976;0.8254;0.0724
Carubv10000164m;lcl|NW_010966177.1_cds_XP_010546763.1_21440;0.1306;0.6181;0.2113
Carubv10000165m;lcl|NW_010969548.1_cds_XP_010522786.1_36456;0.1779;0.7142;0.2491
Carubv10000168m;lcl|NW_010965625.1_cds_XP_010541959.1_17154;0.08219;0.6692;0.1228
Carubv10000169m;lcl|NW_010965122.1_cds_XP_010534339.1_10366;0.1916;0.8378;0.2287
Carubv10000170m;lcl|NW_010967707.1_cds_XP_010558759.1_32328;0.1783;0.9218;0.1934
Carubv10000173m;lcl|NW_010967707.1_cds_XP_010558496.1_32079;0.3465;1.061;0.3266
Carubv10000175m;lcl|NW_010965775.1_cds_XP_010543811.1_18831;0.1506;0.6675;0.2257
Carubv10000176m;lcl|NW_010965775.1_cds_XP_010543483.1_18520;0.1842;0.7352;0.2506
Carubv10000177m;lcl|NW_010960188.1_cds_XP_010520221.1_3620;0.2887;0.848;0.3404
Carubv10000178m;lcl|NW_010969548.1_cds_XP_010522671.1_36353;0.2434;0.8433;0.2887
Carubv10000179m;lcl|NW_010967707.1_cds_XP_010558509.1_32093;0.1343;1.123;0.1196
Carubv10000180m;lcl|NW_010967884.1_cds_XP_010559219.1_32608;0.2471;1.855;0.1332
Carubv10000181m;lcl|NW_010967707.1_cds_XP_010558660.1_32236;0.1375;0.7076;0.1944
Carubv10000182m;lcl|NW_010969548.1_cds_XP_010522807.1_36473;0.08509;0.5605;0.1518
Carubv10000183m;lcl|NW_010967707.1_cds_XP_010556772.1_30421;0.111;1.061;0.1046
Carubv10000184m;lcl|NW_010965304.1_cds_XP_010535751.1_11612;0.1095;0.6524;0.1678
Carubv10000185m;lcl|NW_010968505.1_cds_XP_010519852.1_33807;0.1241;0.6487;0.1913
Carubv10000186m;lcl|NW_010960187.1_cds_XP_010539581.1_1713;0.2864;0.9205;0.3111
Carubv10000187m;lcl|NW_010965372.1_cds_XP_010539031.1_14662;0.22;0.9125;0.2411
Carubv10000188m;lcl|NW_010966372.1_cds_XP_010549912.1_24233;0.1087;0.7186;0.1513
Carubv10000189m;lcl|NW_010968505.1_cds_XP_010519463.1_33432;0.1339;0.9922;0.1349
Carubv10000190m;lcl|NW_010969548.1_cds_XP_010522856.1_36521;0.08538;0.6493;0.1315
Carubv10000191m;lcl|NW_010965122.1_cds_XP_010534385.1_10413;0.2257;0.759;0.2974
Carubv10000193m;lcl|NW_010967707.1_cds_XP_010558619.1_32197;0.09288;0.6895;0.1347
Carubv10000194m;lcl|NW_010968505.1_cds_XP_010519803.1_33762;0.1033;0.5366;0.1925
Carubv10000196m;lcl|NW_010965304.1_cds_XP_010535730.1_11593;0.1004;0.5165;0.1943
Carubv10000197m;lcl|NW_010960188.1_cds_XP_010521774.1_3792;0.1359;0.5635;0.2411
Carubv10000198m;lcl|NW_010968505.1_cds_XP_010519734.1_33698;0.1633;0.8952;0.1824
Carubv10000200m;lcl|NW_010967707.1_cds_XP_010558288.1_31889;0.1549;0.5639;0.2748
Carubv10000201m;lcl|NW_010966092.1_cds_XP_010546340.1_21067;0.05862;0.8544;0.06861
Carubv10000202m;lcl|NW_010966372.1_cds_XP_010549849.1_24178;0.1514;0.7653;0.1978
Carubv10000203m;lcl|NW_010960187.1_cds_XP_010538487.1_1606;0.2677;1.188;0.2253
Carubv10000205m;lcl|NW_010967707.1_cds_XP_010558600.1_32180;0.2044;0.8633;0.2367
Carubv10000206m;lcl|NW_010967707.1_cds_XP_010556616.1_30262;0.588;2.551;0.2305
Carubv10000209m;lcl|NW_010966372.1_cds_XP_010549832.1_24165;0.1747;0.7377;0.2368
Carubv10000211m;lcl|NW_010966177.1_cds_XP_010546761.1_21437;0.2668;0.9435;0.2827
Carubv10000212m;lcl|NW_010966372.1_cds_XP_010549612.1_23951;0.1373;0.6921;0.1984
Carubv10000213m;lcl|NW_010969548.1_cds_XP_010522795.1_36464;0.2068;0.9037;0.2289
Carubv10000214m;lcl|NW_010967707.1_cds_XP_010558921.1_31724;0.1103;0.7186;0.1535
Carubv10000215m;lcl|NW_010960187.1_cds_XP_010538848.1_1643;0.3266;0.7443;0.4388
Carubv10000216m;lcl|NW_010965775.1_cds_XP_010543307.1_18352;0.2457;0.9265;0.2652
Carubv10000217m;lcl|NW_010968505.1_cds_XP_010519911.1_33863;0.0532;0.6448;0.0825
Carubv10000219m;lcl|NW_010965372.1_cds_XP_010538929.1_14563;0.1959;0.7815;0.2507
Carubv10000220m;lcl|NW_010966665.1_cds_XP_010551784.1_25899;0.1331;0.9298;0.1431
Carubv10000222m;lcl|NW_010965304.1_cds_XP_010536015.1_11857;0.2423;1.24;0.1954
Carubv10000223m;lcl|NW_010968505.1_cds_XP_010519744.1_33705;0.1428;0.9225;0.1548
Carubv10000224m;lcl|NW_010965775.1_cds_XP_010543597.1_18630;0.1499;0.5421;0.2766
Carubv10000225m;lcl|NW_010967707.1_cds_XP_010556542.1_30183;0.2216;0.606;0.3657
Carubv10000227m;lcl|NW_010960188.1_cds_XP_010522036.1_3817;0.1387;0.5836;0.2377
Carubv10000228m;lcl|NW_010968505.1_cds_XP_010519801.1_33758;0.1128;0.5398;0.2089
Carubv10000229m;lcl|NW_010969548.1_cds_XP_010521527.1_35259;0.07958;0.8305;0.09582
Carubv10000230m;lcl|NW_010966881.1_cds_XP_010552978.1_26953;0.08123;1.087;0.0747
Carubv10000232m;lcl|NW_010966372.1_cds_XP_010549848.1_24176;0.1261;0.5955;0.2118
Carubv10000234m;lcl|NW_010960187.1_cds_XP_010530854.1_806;0.07433;0.7505;0.09904
Carubv10000235m;lcl|NW_010967707.1_cds_XP_010558205.1_31811;0.08625;0.6836;0.1262
Carubv10000237m;lcl|NW_010962392.1_cds_XP_010530187.1_6722;0.07681;0.889;0.08639
Carubv10000238m;lcl|NW_010965541.1_cds_XP_010541604.1_16837;0.1118;1.13;0.09897
Carubv10000239m;lcl|NW_010963495.1_cds_XP_010530718.1_7155;0.1119;0.8176;0.1368
Carubv10000240m;lcl|NW_010965775.1_cds_XP_010543468.1_18502;0.07234;0.6305;0.1147
Carubv10000242m;lcl|NW_010965304.1_cds_XP_010536170.1_12009;0.2352;0.8463;0.2779
Carubv10000245m;lcl|NW_010965541.1_cds_XP_010541663.1_16899;0.08508;0.5876;0.1448
Carubv10000247m;lcl|NW_010967707.1_cds_XP_010558169.1_31777;0.02415;0.7629;0.03165
Carubv10000248m;lcl|NW_010967707.1_cds_XP_010558078.1_31691;0.1645;0.6856;0.24
Carubv10000249m;lcl|NW_010967707.1_cds_XP_010556726.1_30373;0.06425;1.031;0.06233
Carubv10000250m;lcl|NW_010966177.1_cds_XP_010547203.1_21859;0.1251;0.9023;0.1386
Carubv10000251m;lcl|NW_010965122.1_cds_XP_010534240.1_10265;0.1528;0.7029;0.2174
Carubv10000252m;lcl|NW_010972090.1_cds_XP_010527498.1_40611;0.152;0.7934;0.1915
Carubv10000253m;lcl|NW_010965775.1_cds_XP_010543587.1_18620;0.1617;0.6798;0.2379
Carubv10000257m;lcl|NW_010969548.1_cds_XP_010523042.1_36698;0.09528;1.07;0.08901
Carubv10000258m;lcl|NW_010965122.1_cds_XP_010534658.1_10377;0.04566;1.476;0.03093
Carubv10000259m;lcl|NW_010966177.1_cds_XP_010546697.1_21373;0.1064;0.7539;0.1411
Carubv10000261m;lcl|NW_010968505.1_cds_XP_010519919.1_33870;0.1186;1.033;0.1148
Carubv10000263m;lcl|NW_010970490.1_cds_XP_010524992.1_38420;0.1943;0.7569;0.2568
Carubv10000264m;lcl|NW_010969548.1_cds_XP_010522827.1_36493;0.08782;0.6335;0.1386
Carubv10000266m;lcl|NW_010965304.1_cds_XP_010535853.1_11708;0.169;0.9415;0.1795
Carubv10000268m;lcl|NW_010965304.1_cds_XP_010535667.1_11537;0.1104;0.8247;0.1339
Carubv10000269m;lcl|NW_010960187.1_cds_XP_010542096.1_1984;0.1472;0.9509;0.1548
Carubv10000271m;lcl|NW_010968505.1_cds_XP_010519673.1_33639;0.05025;0.5555;0.09046
Carubv10000272m;lcl|NW_010967707.1_cds_XP_010558249.1_31851;0.2037;1.016;0.2004
Carubv10000273m;lcl|NW_010960187.1_cds_XP_010538814.1_1639;0.1129;0.7154;0.1578
Carubv10000274m;lcl|NW_010970490.1_cds_XP_010524264.1_37731;0.1508;0.6938;0.2173
Carubv10000275m;lcl|NW_010960630.1_cds_XP_010527659.1_4412;0.2084;0.9365;0.2225
Carubv10000276m;lcl|NW_010966372.1_cds_XP_010550023.1_24339;0.08305;0.9244;0.08984
Carubv10000279m;lcl|NW_010965775.1_cds_XP_010543883.1_18265;0.1196;0.7369;0.1623
Carubv10000280m;lcl|NW_010965775.1_cds_XP_010543606.1_18638;0.2299;0.7936;0.2897
Carubv10000281m;lcl|NW_010960188.1_cds_XP_010521425.1_3755;0.1555;0.6882;0.226
Carubv10000282m;lcl|NW_010966372.1_cds_XP_010549696.1_24031;0.03956;0.6764;0.05849
Carubv10000283m;lcl|NW_010960188.1_cds_XP_010521743.1_3789;0.09463;0.7245;0.1306
Carubv10000284m;lcl|NW_010965390.1_cds_XP_010540255.1_15637;0.165;1.08;0.1527
Carubv10000287m;lcl|NW_010965775.1_cds_XP_010543259.1_18307;0.3738;1.008;0.3707
Carubv10000292m;lcl|NW_010966372.1_cds_XP_010549951.1_24274;0.1454;1.104;0.1317
Carubv10000294m;lcl|NW_010970490.1_cds_XP_010524275.1_37740;0.1736;0.9791;0.1773
Carubv10000295m;lcl|NW_010967707.1_cds_XP_010557969.1_31589;0.07839;1.241;0.06316
Carubv10000297m;lcl|NW_010965541.1_cds_XP_010541476.1_16714;0.1286;0.9344;0.1376
Carubv10000299m;lcl|NW_010965304.1_cds_XP_010535857.1_11711;0.1084;1.156;0.0938
Carubv10000300m;lcl|NW_010960187.1_cds_XP_010538651.1_1623;0.04964;1.034;0.048
Carubv10000304m;lcl|NW_010970743.1_cds_XP_010525551.1_38865;0.1562;0.6137;0.2545
Carubv10000305m;lcl|NW_010965372.1_cds_XP_010538818.1_14456;0.1509;1.113;0.1356
Carubv10000306m;lcl|NW_010966459.1_cds_XP_010550557.1_24809;0.09083;0.6575;0.1381
Carubv10000307m;lcl|NW_010960187.1_cds_XP_010539922.1_1743;0.1178;1.107;0.1064
Carubv10000308m;lcl|NW_010968505.1_cds_XP_010520070.1_34014;0.2648;1.002;0.2644
Carubv10000309m;lcl|NW_010968505.1_cds_XP_010519730.1_33693;0.09455;0.6759;0.1399
Carubv10000310m;lcl|NW_010966372.1_cds_XP_010550262.1_24186;0.1992;0.8037;0.2478
Carubv10000311m;lcl|NW_010968505.1_cds_XP_010519829.1_33785;0.1501;1.014;0.1479
Carubv10000312m;lcl|NW_010965122.1_cds_XP_010534354.1_10379;0.1353;0.7123;0.1899
Carubv10000313m;lcl|NW_010969548.1_cds_XP_010522608.1_36295;0.07711;0.6367;0.1211
Carubv10000314m;lcl|NW_010965775.1_cds_XP_010543357.1_18399;0.1768;0.6771;0.2611
Carubv10000316m;lcl|NW_010966092.1_cds_XP_010546290.1_21023;0.1531;0.627;0.2441
Carubv10000318m;lcl|NW_010967707.1_cds_XP_010558352.1_31948;0.1838;0.7621;0.2412
Carubv10000319m;lcl|NW_010960188.1_cds_XP_010521800.1_3795;0.1002;0.7914;0.1266
Carubv10000320m;lcl|NW_010966092.1_cds_XP_010546268.1_21002;0.1855;0.6011;0.3086
Carubv10000321m;lcl|NW_010960187.1_cds_XP_010543732.1_2149;0.09419;0.5864;0.1606
Carubv10000322m;lcl|NW_010966372.1_cds_XP_010549910.1_24235;0.1657;0.801;0.2069
Carubv10000324m;lcl|NW_010969548.1_cds_XP_010522927.1_36586;0.2274;0.8194;0.2775
Carubv10000326m;lcl|NW_010965304.1_cds_XP_010535847.1_11701;0.257;0.8816;0.2916
Carubv10000328m;lcl|NW_010966177.1_cds_XP_010546788.1_21466;0.09292;1.013;0.09174
Carubv10000329m;lcl|NW_010966177.1_cds_XP_010547690.1_22320;0.1546;0.863;0.1791
Carubv10000330m;lcl|NW_010965541.1_cds_XP_010541487.1_16728;0.1656;0.8762;0.189
Carubv10000331m;lcl|NW_010969548.1_cds_XP_010522826.1_36492;0.054;0.7196;0.07504
Carubv10000332m;lcl|NW_010971389.1_cds_XP_010525888.1_39174;0.09306;0.715;0.1301
Carubv10000334m;lcl|NW_010962392.1_cds_XP_010529598.1_6166;0.2045;0.7694;0.2657
Carubv10000335m;lcl|NW_010966372.1_cds_XP_010550110.1_24419;0.07367;0.8947;0.08235
Carubv10000336m;lcl|NW_010962392.1_cds_XP_010529667.1_6235;0.1361;0.6968;0.1953
Carubv10000337m;lcl|NW_010967707.1_cds_XP_010556692.1_30338;0.1868;0.5114;0.3653
Carubv10000338m;lcl|NW_010966177.1_cds_XP_010546812.1_21489;0.05989;0.5841;0.1025
Carubv10000339m;lcl|NW_010969548.1_cds_XP_010522925.1_36584;0.1283;1.146;0.112
Carubv10000340m;lcl|NW_010961290.1_cds_XP_010528443.1_5142;0.2363;0.8267;0.2859
Carubv10000341m;lcl|NW_010970490.1_cds_XP_010525136.1_38568;0.07281;0.685;0.1063
Carubv10000342m;lcl|NW_010967707.1_cds_XP_010556689.1_30335;0.1034;0.6727;0.1538
Carubv10000343m;lcl|NW_010967707.1_cds_XP_010558603.1_32182;0.1982;0.7977;0.2484
Carubv10000346m;lcl|NW_010966882.1_cds_XP_010555059.1_28856;0.1219;0.7861;0.1551
Carubv10000348m;lcl|NW_010965541.1_cds_XP_010541621.1_16858;0.2451;0.725;0.3381
Carubv10000349m;lcl|NW_010965775.1_cds_XP_010543190.1_18237;0.1979;0.9985;0.1982
Carubv10000351m;lcl|NW_010965775.1_cds_XP_010543882.1_18260;0.1463;0.7072;0.2068
Carubv10000352m;lcl|NW_010966933.1_cds_XP_010555159.1_28930;0.1712;0.7717;0.2219
Carubv10000353m;lcl|NW_010966725.1_cds_XP_010552350.1_26409;0.0269;1.281;0.02101
Carubv10000355m;lcl|NW_010965541.1_cds_XP_010541484.1_16726;0.1439;0.8251;0.1744
Carubv10000356m;lcl|NW_010966092.1_cds_XP_010545921.1_20673;0.2373;0.8044;0.295
Carubv10000359m;lcl|NW_010962392.1_cds_XP_010529522.1_6093;0.1866;0.6368;0.293
Carubv10000362m;lcl|NW_010965775.1_cds_XP_010543173.1_18224;0.2396;0.768;0.312
Carubv10000363m;lcl|NW_010962392.1_cds_XP_010529665.1_6234;0.0833;1.019;0.08171
Carubv10000364m;lcl|NW_010962392.1_cds_XP_010530179.1_6713;0.2727;0.9746;0.2798
Carubv10000365m;lcl|NW_010966542.1_cds_XP_010550953.1_25149;0.1813;0.8456;0.2144
Carubv10000366m;lcl|NW_010960187.1_cds_XP_010544481.1_2233;0.1706;0.8224;0.2075
Carubv10000367m;lcl|NW_010967605.1_cds_XP_010556487.1_30146;0.06883;1.613;0.04267
Carubv10000368m;lcl|NW_010968505.1_cds_XP_010520497.1_34426;0.1237;0.6112;0.2024
Carubv10000370m;lcl|NW_010965775.1_cds_XP_010543309.1_18354;0.199;1.27;0.1567
Carubv10000371m;lcl|NW_010966881.1_cds_XP_010552855.1_26835;0.1225;0.7366;0.1663
Carubv10000372m;lcl|NW_010962392.1_cds_XP_010529414.1_5991;0.1624;1.143;0.142
Carubv10000374m;lcl|NW_010969548.1_cds_XP_010522696.1_36375;0.06157;0.7584;0.08119
Carubv10000375m;lcl|NW_010970490.1_cds_XP_010524338.1_37796;0.1182;0.9451;0.1251
Carubv10000376m;lcl|NW_010968505.1_cds_XP_010520491.1_34419;0.1216;0.5843;0.2081
Carubv10000377m;lcl|NW_010968505.1_cds_XP_010520164.1_34109;0.09123;0.7793;0.1171
Carubv10000379m;lcl|NW_010965775.1_cds_XP_010543764.1_18786;0.1061;0.5319;0.1994
Carubv10000380m;lcl|NW_010966092.1_cds_XP_010546295.1_21026;0.07634;0.5698;0.134
Carubv10000381m;lcl|NW_010970490.1_cds_XP_010524752.1_38197;0.1288;0.9686;0.133
Carubv10000384m;lcl|NW_010966177.1_cds_XP_010547619.1_22253;0.1234;1.016;0.1214
Carubv10000385m;lcl|NW_010962392.1_cds_XP_010529370.1_5950;0.1838;1.073;0.1712
Carubv10000386m;lcl|NW_010967707.1_cds_XP_010558254.1_31856;0.1639;1.278;0.1282
Carubv10000387m;lcl|NW_010966092.1_cds_XP_010546275.1_21009;0.08361;0.7674;0.1089
Carubv10000388m;lcl|NW_010965775.1_cds_XP_010543602.1_18635;0.07072;0.7682;0.09205
