query_id;subject_id;dN;dS;dNdS
Thhalv10000161m;Medtr4g097830.1;0.01214;1.339;0.009067
Thhalv10000162m;Medtr5g015260.1;0.2883;NA;NA
Thhalv10000163m;Medtr5g016080.1;0.3039;1.53;0.1986
Thhalv10000165m;Medtr4g130970.1;0.1439;NA;NA
Thhalv10000167m;Medtr4g095670.1;0.126;1.437;0.08771
Thhalv10000172m;Medtr3g094850.1;0.3302;1.78;0.1855
Thhalv10000177m;Medtr1g009710.1;0.3645;1.997;0.1826
Thhalv10000180m;Medtr4g095700.1;0.2231;2.162;0.1032
Thhalv10000189m;Medtr1g009770.1;0.1965;1.462;0.1344
Thhalv10000191m;Medtr4g071860.1;0.08956;1.599;0.05601
Thhalv10000193m;Medtr3g117880.1;0.3576;2.141;0.167
Thhalv10000194m;Medtr3g107880.1;0.2175;1.676;0.1298
Thhalv10000195m;Medtr8g079050.1;0.1686;1.448;0.1165
Thhalv10000200m;Medtr1g029470.1;0.2034;1.404;0.1448
Thhalv10000203m;Medtr8g080150.1;0.3619;1.943;0.1863
Thhalv10000204m;Medtr8g090190.1;0.06084;1.581;0.03848
Thhalv10000205m;Medtr3g108860.1;0.4267;1.587;0.269
Thhalv10000206m;Medtr7g058500.1;0.2721;1.288;0.2114
Thhalv10000209m;Medtr4g075710.1;0.2962;1.282;0.231
Thhalv10000218m;Medtr5g014710.1;0.1063;1.62;0.0656
Thhalv10000220m;Medtr4g131160.1;0.328;1.616;0.2029
Thhalv10000221m;Medtr4g072040.1;0.1705;1.347;0.1266
Thhalv10000224m;Medtr1g012800.1;0.1376;1.407;0.09783
Thhalv10000226m;Medtr8g078170.1;0.3704;1.523;0.2431
Thhalv10000232m;Medtr8g105120.1;0.08753;1.404;0.06233
Thhalv10000235m;Medtr4g074050.1;0.1574;1.679;0.09378
Thhalv10000236m;Medtr5g030710.2;0.237;2.013;0.1178
Thhalv10000239m;Medtr4g030890.1;0.1886;1.702;0.1108
Thhalv10000241m;Medtr4g071190.3;0.2676;1.709;0.1565
Thhalv10000245m;Medtr3g087050.1;0.3037;1.968;0.1543
Thhalv10000246m;Medtr8g105250.1;0.1261;1.55;0.08134
Thhalv10000247m;Medtr3g108090.1;0.194;2.379;0.08153
Thhalv10000249m;Medtr7g103020.1;0.09652;1.446;0.06676
Thhalv10000252m;Medtr3g087920.1;0.08531;1.725;0.04945
Thhalv10000253m;Medtr3g108290.1;0.4241;2.65;0.16
Thhalv10000256m;Medtr4g072060.1;0.06875;1.854;0.03707
Thhalv10000257m;Medtr8g069110.1;0.2321;1.571;0.1477
Thhalv10000258m;Medtr1g013450.1;0.2683;1.785;0.1503
Thhalv10000259m;Medtr8g089895.1;0.2423;3.988;0.06076
Thhalv10000260m;Medtr4g075730.1;0.3314;NA;NA
Thhalv10000265m;Medtr4g088800.1;0.196;1.559;0.1258
Thhalv10000269m;Medtr4g130530.1;0.2745;1.435;0.1913
Thhalv10000270m;Medtr4g094908.1;0.2455;4.005;0.06131
Thhalv10000271m;Medtr4g131180.1;0.04346;1.394;0.03117
Thhalv10000272m;Medtr1g012830.1;0.1061;1.618;0.06556
Thhalv10000275m;Medtr1g112860.1;0.2452;1.83;0.134
Thhalv10000282m;Medtr1g009890.1;0.3771;1.439;0.2621
Thhalv10000291m;Medtr4g129850.1;0.2265;1.098;0.2063
Thhalv10000292m;Medtr2g090135.1;0.2006;2.046;0.09806
Thhalv10000294m;Medtr3g117740.1;0.2646;1.788;0.148
Thhalv10000297m;Medtr3g094830.1;0.2608;2.383;0.1095
Thhalv10000301m;Medtr4g093600.1;0.2467;0.8565;0.288
Thhalv10000303m;Medtr8g069315.1;0.3356;1.949;0.1722
Thhalv10000307m;Medtr8g092040.1;0.2064;1.454;0.1419
Thhalv10000308m;Medtr5g032520.1;0.1839;2.012;0.0914
Thhalv10000311m;Medtr1g014210.1;0.2177;1.53;0.1422
Thhalv10000312m;Medtr4g071330.2;0.4882;2.419;0.2018
Thhalv10000313m;Medtr5g019300.1;0.2769;NA;NA
Thhalv10000316m;Medtr4g094265.1;0.1746;1.448;0.1206
Thhalv10000317m;Medtr3g106130.1;0.1007;1.174;0.08572
Thhalv10000318m;Medtr2g438770.1;0.1051;1.892;0.05557
Thhalv10000320m;Medtr3g479600.1;0.3531;3.292;0.1073
Thhalv10000330m;Medtr3g107860.1;0.1629;1.411;0.1155
Thhalv10000338m;Medtr3g116830.1;0.1375;2.264;0.06074
Thhalv10000339m;Medtr4g128910.1;0.03788;1.284;0.02952
Thhalv10000340m;Medtr3g117190.1;0.3892;3.181;0.1223
Thhalv10000341m;Medtr7g090330.1;0.04613;1.351;0.03415
Thhalv10000346m;Medtr3g105930.1;0.3241;NA;NA
Thhalv10000353m;Medtr5g018590.1;0.3799;1.633;0.2326
Thhalv10000362m;Medtr4g130300.1;0.3832;1.464;0.2617
Thhalv10000363m;Medtr1g013640.1;0.3313;NA;NA
Thhalv10000365m;Medtr4g013200.1;0.2668;1.398;0.1908
Thhalv10000366m;Medtr3g107890.1;0.615;NA;NA
Thhalv10000367m;Medtr3g105830.1;0.3019;2.035;0.1484
Thhalv10000371m;Medtr4g075500.1;0.4278;NA;NA
Thhalv10000372m;Medtr3g109170.1;0.4443;2.069;0.2147
Thhalv10000375m;Medtr3g109430.1;0.5352;NA;NA
Thhalv10000376m;Medtr7g081070.2;0.3231;1.259;0.2567
Thhalv10000382m;Medtr5g012860.1;0.6686;NA;NA
Thhalv10000385m;Medtr5g021820.1;0.1742;0.9612;0.1812
Thhalv10000386m;Medtr4g070190.1;0.109;1.461;0.07457
Thhalv10000388m;Medtr3g105860.1;0.1303;1.676;0.07774
Thhalv10000389m;Medtr3g013440.1;0.2115;1.1;0.1923
Thhalv10000391m;Medtr3g117570.1;0.3046;0.8165;0.373
Thhalv10000395m;Medtr7g057760.1;0.3626;3.016;0.1202
Thhalv10000402m;Medtr5g030935.1;0.05152;1.303;0.03954
Thhalv10000406m;Medtr7g104930.1;0.08855;1.397;0.06339
Thhalv10000409m;Medtr4g095390.1;0.09728;0.8654;0.1124
Thhalv10000418m;Medtr4g073930.1;0.3345;2.163;0.1546
Thhalv10000443m;Medtr3g087110.1;0.6873;NA;NA
Thhalv10000452m;Medtr4g095008.1;0.4255;2.75;0.1548
Thhalv10000457m;Medtr3g088650.1;0.1498;1.102;0.136
Thhalv10000469m;Medtr8g024620.4;0.2175;2.664;0.08165
Thhalv10000470m;Medtr1g009940.1;0.5583;1.641;0.3402
Thhalv10000478m;Medtr8g078730.1;0.6114;NA;NA
Thhalv10000520m;Medtr1g008740.2;0.3489;NA;NA
Thhalv10000531m;Medtr4g095002.1;0.3795;1.087;0.3492
Thhalv10000533m;Medtr8g079120.1;0.3329;2.002;0.1663
Thhalv10000536m;Medtr4g130690.1;0.5956;NA;NA
Thhalv10000538m;Medtr6g037050.1;0.9196;NA;NA
Thhalv10000545m;Medtr4g130390.1;0.2749;3.043;0.09032
Thhalv10000547m;Medtr1g009180.1;0.3069;NA;NA
Thhalv10000566m;Medtr5g018250.1;0.5529;NA;NA
Thhalv10000573m;Medtr7g034590.3;0.2762;1.732;0.1595
Thhalv10000574m;Medtr1g062850.1;0.5991;NA;NA
Thhalv10000575m;Medtr1g111980.1;0.1761;1.417;0.1242
Thhalv10000582m;Medtr5g015020.1;0.1768;2.493;0.07093
Thhalv10000591m;Medtr5g017710.1;0.5684;NA;NA
Thhalv10000626m;Medtr7g086350.1;0.3175;2.126;0.1493
Thhalv10000635m;Medtr7g014610.1;0.5467;NA;NA
Thhalv10000640m;Medtr4g093250.1;0.3867;1.221;0.3166
Thhalv10000648m;Medtr8g091290.1;0.273;NA;NA
Thhalv10000655m;Medtr4g014900.1;0.2361;2.845;0.08299
Thhalv10000676m;Medtr6g004120.1;0.5189;0.9785;0.5303
Thhalv10000677m;Medtr4g073950.1;0.2603;1.76;0.1479
Thhalv10000679m;Medtr7g033570.1;0.4337;NA;NA
Thhalv10000697m;Medtr8g068160.1;0.3198;1.817;0.176
Thhalv10000700m;Medtr5g013420.2;0.3358;NA;NA
Thhalv10000703m;Medtr4g046673.1;0.6012;NA;NA
Thhalv10000704m;Medtr4g007240.1;0.9038;NA;NA
Thhalv10000717m;Medtr5g015190.1;0.6068;NA;NA
Thhalv10000723m;Medtr1g046830.1;0.7497;NA;NA
Thhalv10000731m;Medtr3g087510.1;0.2722;NA;NA
Thhalv10000734m;Medtr4g100870.1;0.3361;1.512;0.2222
Thhalv10000738m;Medtr4g096930.1;0.3561;1.567;0.2272
Thhalv10000739m;Medtr4g134080.2;0.3375;1.511;0.2233
Thhalv10000740m;Medtr5g013800.1;0.204;1.279;0.1594
Thhalv10000743m;Medtr5g013820.1;0.08433;1.519;0.05551
Thhalv10000746m;Medtr4g094610.1;0.3702;3.088;0.1199
Thhalv10000748m;Medtr8g023445.1;0.1717;1.41;0.1218
Thhalv10000752m;Medtr1g109170.2;0.1754;1.351;0.1298
Thhalv10000754m;Medtr8g088050.3;0.4951;2.884;0.1717
Thhalv10000755m;Medtr4g088220.1;0.2495;1.752;0.1424
Thhalv10000756m;Medtr2g027360.1;0.2024;1.554;0.1303
Thhalv10000757m;Medtr5g026010.1;0.52;NA;NA
Thhalv10000758m;Medtr4g094695.1;0.1543;1.429;0.108
Thhalv10000760m;Medtr1g031140.1;0.2788;1.653;0.1687
Thhalv10000761m;Medtr4g084660.2;0.1046;1.299;0.08053
Thhalv10000766m;Medtr5g004960.2;0.3284;1.399;0.2347
Thhalv10000767m;Medtr4g099020.1;0.1152;1.329;0.08669
Thhalv10000768m;Medtr4g100750.1;0.316;1.973;0.1601
Thhalv10000776m;Medtr5g029320.1;0.2583;2.203;0.1172
Thhalv10000778m;Medtr2g029340.1;0.2066;1.602;0.1289
Thhalv10000779m;Medtr8g090000.1;0.1491;1.589;0.09386
Thhalv10000780m;Medtr1g090687.1;0.5463;NA;NA
Thhalv10000782m;Medtr2g019260.1;0.09867;1.156;0.08539
Thhalv10000783m;Medtr4g100700.1;0.3879;2.219;0.1748
Thhalv10000784m;Medtr2g018125.1;0.3306;2.231;0.1482
Thhalv10000785m;Medtr5g029370.2;0.2695;2.877;0.09369
Thhalv10000786m;Medtr4g096700.1;0.1321;1.264;0.1045
Thhalv10000790m;Medtr6g022310.1;0.6006;NA;NA
Thhalv10000792m;Medtr1g108340.1;0.1488;1.484;0.1003
Thhalv10000794m;Medtr5g027200.1;0.1184;1.527;0.07753
Thhalv10000795m;Medtr1g109470.1;0.2849;2.32;0.1228
Thhalv10000798m;Medtr2g019530.1;0.2607;1.844;0.1414
Thhalv10000800m;Medtr1g109580.1;0.2092;2.115;0.09892
Thhalv10000802m;Medtr2g016360.1;0.422;NA;NA
Thhalv10000803m;Medtr5g026640.1;0.1338;2.273;0.05889
Thhalv10000804m;Medtr0003s0540.1;0.1979;1.574;0.1257
Thhalv10000805m;Medtr8g088300.1;0.3375;2.051;0.1646
Thhalv10000807m;Medtr4g094755.1;0.2818;1.595;0.1767
Thhalv10000810m;Medtr8g086490.1;0.3512;1.995;0.176
Thhalv10000812m;Medtr8g088030.1;0.372;1.569;0.2371
Thhalv10000814m;Medtr2g019090.1;0.2736;1.643;0.1665
Thhalv10000815m;Medtr4g098660.1;0.2041;1.625;0.1256
Thhalv10000816m;Medtr5g027920.3;0.4873;2.707;0.18
Thhalv10000817m;Medtr2g016500.1;0.193;1.587;0.1217
Thhalv10000819m;Medtr2g027740.1;0.1957;1.742;0.1124
Thhalv10000820m;Medtr5g012790.1;0.3364;2.106;0.1597
Thhalv10000823m;Medtr4g084020.3;0.1827;1.385;0.132
Thhalv10000827m;Medtr2g027240.3;0.166;2.111;0.07863
Thhalv10000830m;Medtr1g075440.1;0.1942;2.934;0.0662
Thhalv10000833m;Medtr8g107230.1;0.3502;2.873;0.1219
Thhalv10000834m;Medtr2g068690.1;0.2924;2.755;0.1061
Thhalv10000835m;Medtr5g012660.1;0.3948;1.897;0.2081
Thhalv10000838m;Medtr4g084570.1;0.1171;1.955;0.05988
Thhalv10000839m;Medtr4g134210.3;0.2931;1.685;0.1739
Thhalv10000848m;Medtr4g133230.1;0.2491;1.576;0.1581
Thhalv10000854m;Medtr5g026260.1;0.3666;1.561;0.2348
Thhalv10000855m;Medtr2g437660.1;0.2723;2.139;0.1273
Thhalv10000857m;Medtr1g109380.1;0.1381;1.089;0.1268
Thhalv10000858m;Medtr5g029900.1;0.387;NA;NA
Thhalv10000859m;Medtr2g018270.1;0.5713;NA;NA
Thhalv10000865m;Medtr2g007740.1;0.2059;1.449;0.1421
Thhalv10000870m;Medtr4g021220.1;0.4486;2.133;0.2103
Thhalv10000873m;Medtr2g019450.1;0.2515;1.663;0.1512
Thhalv10000874m;Medtr1g103020.1;0.09046;1.257;0.07197
Thhalv10000876m;Medtr5g025610.1;0.1533;2.016;0.07603
Thhalv10000878m;Medtr2g015390.1;0.1284;1.537;0.08355
Thhalv10000879m;Medtr2g019620.1;0.3924;1.801;0.2179
Thhalv10000880m;Medtr8g006785.1;0.3469;1.808;0.1918
Thhalv10000883m;Medtr2g049420.1;0.3725;1.76;0.2116
Thhalv10000886m;Medtr4g134290.1;0.1475;2.247;0.06567
Thhalv10000887m;Medtr5g014330.1;0.03522;1.382;0.02548
Thhalv10000889m;Medtr6g092780.1;0.4605;2.55;0.1806
Thhalv10000890m;Medtr2g027780.1;0.3005;2.274;0.1321
Thhalv10000894m;Medtr1g109100.1;0.1937;1.54;0.1258
Thhalv10000895m;Medtr7g088530.1;0.2684;1.679;0.1599
Thhalv10000897m;Medtr4g134090.1;0.1238;1.316;0.09405
Thhalv10000898m;Medtr4g099130.1;0.2558;NA;NA
Thhalv10000901m;Medtr4g088350.1;0.1342;1.462;0.09183
Thhalv10000907m;Medtr2g026725.1;0.4781;1.706;0.2803
Thhalv10000908m;Medtr1g030750.1;0.197;1.542;0.1277
Thhalv10000909m;Medtr1g109590.3;0.1938;1.314;0.1475
Thhalv10000911m;Medtr2g026080.1;0.4128;2.93;0.1409
Thhalv10000912m;Medtr2g027300.1;0.1152;1.542;0.07472
Thhalv10000913m;Medtr4g098460.1;0.3754;1.403;0.2676
Thhalv10000915m;Medtr1g109200.1;0.08638;1.64;0.05266
Thhalv10000916m;Medtr4g084650.1;0.4006;1.411;0.2839
Thhalv10000921m;Medtr1g110070.1;0.3024;1.776;0.1702
Thhalv10000923m;Medtr8g086605.1;0.2667;1.959;0.1362
Thhalv10000925m;Medtr2g027390.1;0.2397;1.64;0.1462
Thhalv10000926m;Medtr2g015080.1;0.3139;2.45;0.1281
Thhalv10000927m;Medtr2g029350.2;0.3154;2.272;0.1388
Thhalv10000931m;Medtr4g100420.1;0.4551;2.8;0.1626
Thhalv10000932m;Medtr4g100630.1;0.2034;1.96;0.1038
Thhalv10000934m;Medtr4g100480.1;0.2284;1.325;0.1724
Thhalv10000935m;Medtr5g012600.1;0.1656;1.861;0.08898
Thhalv10000937m;Medtr3g024510.1;0.2139;2.103;0.1017
Thhalv10000942m;Medtr4g083570.1;0.2894;2.223;0.1302
Thhalv10000943m;Medtr2g027010.1;0.2251;1.461;0.1541
Thhalv10000944m;Medtr5g026910.2;0.3089;1.808;0.1709
Thhalv10000946m;Medtr1g109080.1;0.2583;1.92;0.1345
Thhalv10000948m;Medtr4g079770.1;0.3906;NA;NA
Thhalv10000949m;Medtr2g451450.1;0.2075;1.469;0.1413
Thhalv10000951m;Medtr4g100840.1;0.2917;2.14;0.1363
Thhalv10000952m;Medtr2g026050.1;0.1038;1.894;0.05482
Thhalv10000954m;Medtr2g062700.1;0.372;1.273;0.2923
Thhalv10000955m;Medtr2g014650.1;0.3377;NA;NA
Thhalv10000956m;Medtr4g094452.1;0.1923;1.476;0.1302
Thhalv10000957m;Medtr2g027140.1;0.1631;1.657;0.09847
Thhalv10000960m;Medtr7g016670.1;0.1648;2.108;0.07817
Thhalv10000961m;Medtr8g066770.1;0.322;1.316;0.2448
Thhalv10000964m;Medtr1g109430.1;0.2186;2.041;0.1071
Thhalv10000965m;Medtr5g014010.1;0.3916;2.063;0.1898
Thhalv10000966m;Medtr2g044440.1;0.4562;1.541;0.296
Thhalv10000968m;Medtr5g025560.1;0.2719;2.805;0.09693
Thhalv10000969m;Medtr4g099190.1;0.3209;1.511;0.2124
Thhalv10000972m;Medtr8g066975.1;0.104;1.927;0.05397
Thhalv10000974m;Medtr2g027270.1;0.1753;1.312;0.1336
Thhalv10000976m;Medtr8g066330.1;0.4502;2.68;0.168
Thhalv10000977m;Medtr8g101230.1;0.1734;1.428;0.1214
Thhalv10000978m;Medtr5g026840.1;0.2006;2.331;0.08604
Thhalv10000979m;Medtr2g032540.1;0.3252;1.572;0.2069
Thhalv10000982m;Medtr2g027860.2;0.1851;1.609;0.115
Thhalv10000983m;Medtr8g070680.1;0.2961;2.302;0.1286
Thhalv10000984m;Medtr2g017810.1;0.4244;2.623;0.1618
Thhalv10000985m;Medtr4g084560.1;0.1498;1.588;0.09435
Thhalv10000986m;Medtr4g100740.1;0.1372;1.305;0.1052
Thhalv10000989m;Medtr2g026715.1;0.2968;1.981;0.1498
Thhalv10000993m;Medtr8g066790.1;0.2242;NA;NA
Thhalv10000994m;Medtr4g072210.1;0.1901;1.297;0.1466
Thhalv10000996m;Medtr8g066340.1;0.107;1.408;0.07596
Thhalv10000997m;Medtr4g099340.1;0.2371;2.126;0.1115
Thhalv10000998m;Medtr1g108440.1;0.1559;1.69;0.09225
Thhalv10001001m;Medtr1g108490.1;0.3437;2.379;0.1444
Thhalv10001002m;Medtr2g035440.4;0.1289;1.843;0.06996
Thhalv10001004m;Medtr4g134130.1;0.525;1.982;0.2649
Thhalv10001006m;Medtr5g013040.1;0.2283;1.437;0.1589
Thhalv10001007m;Medtr5g012810.1;0.1356;1.339;0.1012
Thhalv10001009m;Medtr2g007830.1;0.1819;2.987;0.0609
Thhalv10001012m;Medtr2g018105.1;0.5619;NA;NA
Thhalv10001015m;Medtr2g047875.1;0.07476;1.913;0.03908
Thhalv10001016m;Medtr4g085100.1;0.278;3.233;0.08599
Thhalv10001017m;Medtr1g078200.1;0.07748;1.642;0.04719
Thhalv10001019m;Medtr5g013320.1;0.2419;1.249;0.1937
Thhalv10001022m;Medtr5g027160.1;0.03073;2.508;0.01225
Thhalv10001024m;Medtr1g108700.2;0.432;NA;NA
Thhalv10001026m;Medtr2g027530.1;0.3536;1.545;0.2289
Thhalv10001027m;Medtr4g094785.1;0.2625;1.734;0.1514
Thhalv10001028m;Medtr8g008870.1;0.1503;2.646;0.05679
Thhalv10001032m;Medtr8g072140.1;0.4425;NA;NA
Thhalv10001033m;Medtr0097s0070.1;0.3411;1.197;0.285
Thhalv10001034m;Medtr4g133928.2;0.2778;2.453;0.1133
Thhalv10001035m;Medtr7g086830.2;0.1933;2.559;0.07553
Thhalv10001036m;Medtr1g109510.1;0.4106;1.878;0.2186
Thhalv10001038m;Medtr5g030520.1;0.5257;1.945;0.2703
Thhalv10001040m;Medtr2g008070.1;0.3405;1.753;0.1942
Thhalv10001043m;Medtr5g013770.2;0.2822;1.06;0.2663
Thhalv10001045m;Medtr4g088115.1;0.09715;1.44;0.06747
Thhalv10001047m;Medtr8g089310.2;0.2191;1.313;0.1669
Thhalv10001050m;Medtr4g083990.2;0.2866;1.74;0.1647
Thhalv10001052m;Medtr5g027470.1;0.3914;1.333;0.2937
Thhalv10001053m;Medtr5g430420.1;0.4366;3.011;0.145
Thhalv10001056m;Medtr4g133932.1;0.4749;NA;NA
Thhalv10001057m;Medtr2g027100.2;0.2203;NA;NA
Thhalv10001058m;Medtr4g088110.1;0.1879;1.082;0.1737
Thhalv10001068m;Medtr1g102650.1;0.03941;1.224;0.0322
Thhalv10001069m;Medtr8g085740.1;0.1367;NA;NA
Thhalv10001071m;Medtr4g101260.1;0.2572;1.57;0.1638
Thhalv10001074m;Medtr4g101140.1;0.1188;1.156;0.1028
Thhalv10001076m;Medtr2g026040.1;0.3128;2.01;0.1556
Thhalv10001080m;Medtr8g031320.1;0.2043;1.976;0.1034
Thhalv10001082m;Medtr4g100820.9;0.2129;1.059;0.201
Thhalv10001084m;Medtr4g100820.5;0.2374;1.264;0.1878
Thhalv10001093m;Medtr4g094630.2;0.4926;1.718;0.2867
Thhalv10001098m;Medtr7g417770.1;0.3221;2.209;0.1458
Thhalv10001099m;Medtr2g015000.1;0.4333;2.07;0.2093
Thhalv10001100m;Medtr4g099010.1;0.5233;2.056;0.2545
Thhalv10001107m;Medtr8g074100.1;0.6825;NA;NA
Thhalv10001113m;Medtr4g084750.1;0.2117;1.455;0.1455
Thhalv10001128m;Medtr2g019480.1;0.3902;NA;NA
Thhalv10001130m;Medtr5g013340.1;0.1719;1.711;0.1005
Thhalv10001132m;Medtr5g025800.1;0.4613;2.524;0.1828
Thhalv10001155m;Medtr8g088150.1;0.2359;1.288;0.1832
Thhalv10001156m;Medtr5g096490.1;0.1814;NA;NA
Thhalv10001163m;Medtr4g102310.1;0.3491;NA;NA
Thhalv10001173m;Medtr1g108330.1;0.5796;NA;NA
Thhalv10001175m;Medtr5g027440.1;0.387;1.489;0.26
Thhalv10001176m;Medtr5g012460.1;0.3217;2.269;0.1418
Thhalv10001185m;Medtr4g133952.1;0.324;NA;NA
Thhalv10001190m;Medtr2g017440.1;0.3323;3.072;0.1082
Thhalv10001197m;Medtr2g101770.1;0.3281;2.634;0.1246
Thhalv10001208m;Medtr7g020840.1;0.3342;2.053;0.1628
Thhalv10001222m;Medtr5g026210.1;0.2116;1.63;0.1298
Thhalv10001227m;Medtr2g014820.1;0.3589;2.446;0.1467
Thhalv10001241m;Medtr2g028830.1;0.3422;1.716;0.1994
Thhalv10001243m;Medtr3g101660.4;0.3127;1.715;0.1823
Thhalv10001246m;Medtr2g044200.1;0.1791;1.513;0.1184
Thhalv10001247m;Medtr1g021120.1;0.2034;2.001;0.1017
Thhalv10001248m;Medtr8g095320.1;0.1448;1.401;0.1034
Thhalv10001249m;Medtr1g021590.1;0.2435;NA;NA
Thhalv10001252m;Medtr3g101350.1;0.2879;1.516;0.1899
Thhalv10001257m;Medtr1g034260.1;0.2511;1.168;0.215
Thhalv10001266m;Medtr3g436680.1;0.901;NA;NA
Thhalv10001270m;Medtr4g034790.1;0.5725;NA;NA
Thhalv10001273m;Medtr1g041535.1;0.544;NA;NA
Thhalv10001274m;Medtr2g096500.1;0.4426;1.927;0.2297
Thhalv10001277m;Medtr7g075660.1;0.1828;1.44;0.127
Thhalv10001278m;Medtr1g089760.1;0.1818;1.459;0.1246
Thhalv10001279m;Medtr8g027425.1;0.4091;1.692;0.2418
Thhalv10001280m;Medtr8g030550.1;0.2155;1.619;0.1331
Thhalv10001281m;Medtr1g087120.1;0.3293;1.91;0.1724
