query_id;subject_id;dN;dS;dNdS
Thhalv10000053m;Carubv10025197m;0.05733;0.3415;0.1679
Thhalv10000054m;Carubv10004198m;0.08656;0.3652;0.237
Thhalv10000055m;Carubv10022687m;0.06154;0.4265;0.1443
Thhalv10000056m;Carubv10025362m;0.04655;0.3344;0.1392
Thhalv10000057m;Carubv10022695m;0.05775;0.5076;0.1138
Thhalv10000058m;Carubv10022680m;0.09994;0.4202;0.2378
Thhalv10000059m;Carubv10022706m;0.0307;0.4013;0.07651
Thhalv10000060m;Carubv10022720m;0.04398;0.3526;0.1247
Thhalv10000061m;Carubv10000332m;0.03624;0.3402;0.1065
Thhalv10000062m;Carubv10027560m;0.09985;0.3403;0.2934
Thhalv10000066m;Carubv10022765m;0.1104;0.4352;0.2537
Thhalv10000068m;Carubv10022780m;0.06037;0.3127;0.1931
Thhalv10000069m;Carubv10004289m;0.1426;0.438;0.3255
Thhalv10000070m;Carubv10022700m;0.1453;0.2704;0.5375
Thhalv10000072m;Carubv10024517m;0.1339;0.5175;0.2587
Thhalv10000073m;Carubv10022768m;0.01892;0.2517;0.07517
Thhalv10000074m;Carubv10000411m;0.06595;0.4099;0.1609
Thhalv10000075m;Carubv10024499m;0.04395;0.3383;0.1299
Thhalv10000076m;Carubv10022787m;0.07508;0.4083;0.1839
Thhalv10000078m;Carubv10022748m;0.02584;0.5393;0.04792
Thhalv10000079m;Carubv10022803m;0.02927;0.5053;0.05793
Thhalv10000080m;Carubv10025237m;0.1825;0.4356;0.4191
Thhalv10000081m;Carubv10024669m;0.03301;0.2813;0.1174
Thhalv10000082m;Carubv10025610m;0.03449;0.3204;0.1076
Thhalv10000083m;Carubv10022805m;0.2151;0.5999;0.3586
Thhalv10000084m;Carubv10019928m;0.1237;0.6497;0.1903
Thhalv10000085m;Carubv10022802m;0.05209;0.3778;0.1379
Thhalv10000086m;Carubv10022724m;0.1422;0.3654;0.3892
Thhalv10000087m;Carubv10022822m;0.06531;0.4401;0.1484
Thhalv10000088m;Carubv10022714m;0.07787;0.3183;0.2446
Thhalv10000089m;Carubv10022825m;0.0439;0.2214;0.1983
Thhalv10000090m;Carubv10022813m;0.1264;0.4565;0.2769
Thhalv10000091m;Carubv10022835m;0.09798;0.487;0.2012
Thhalv10000093m;Carubv10023120m;0.03637;0.362;0.1005
Thhalv10000094m;Carubv10011274m;0.08117;0.3437;0.2361
Thhalv10000095m;Carubv10022843m;0.05511;0.331;0.1665
Thhalv10000098m;Carubv10022837m;0.06005;0.4176;0.1438
Thhalv10000099m;Carubv10022880m;0.09661;0.4098;0.2357
Thhalv10000101m;Carubv10022833m;0.03492;0.4611;0.07573
Thhalv10000102m;Carubv10025534m;0.05986;0.3638;0.1645
Thhalv10000103m;Carubv10022877m;0.0338;0.2851;0.1186
Thhalv10000104m;Carubv10025286m;0.08683;0.2873;0.3023
Thhalv10000107m;Carubv10022921m;0.04128;0.2553;0.1617
Thhalv10000109m;Carubv10022829m;0.03037;0.2855;0.1064
Thhalv10000110m;Carubv10022933m;0.05114;0.3868;0.1322
Thhalv10000111m;Carubv10022918m;0.2417;0.4504;0.5365
Thhalv10000113m;Carubv10022898m;0.03546;0.4658;0.07613
Thhalv10000114m;Carubv10025388m;0.04781;0.3316;0.1442
Thhalv10000116m;Carubv10024798m;0.01826;0.3087;0.05917
Thhalv10000117m;Carubv10022950m;0.0459;0.2992;0.1534
Thhalv10000118m;Carubv10023070m;0.0584;0.3154;0.1852
Thhalv10000119m;Carubv10025149m;0.04732;0.3835;0.1234
Thhalv10000120m;Carubv10022957m;0.0564;0.4516;0.1249
Thhalv10000121m;Carubv10013451m;0.3114;0.4148;0.7509
Thhalv10000124m;Carubv10022975m;0.06302;0.3448;0.1827
Thhalv10000126m;Carubv10023001m;0.06012;0.4129;0.1456
Thhalv10000127m;Carubv10024476m;0.0533;0.281;0.1897
Thhalv10000128m;Carubv10025591m;0.05625;0.3062;0.1837
Thhalv10000129m;Carubv10023064m;0.07955;0.531;0.1498
Thhalv10000130m;Carubv10022974m;0.1963;0.4542;0.4321
Thhalv10000131m;Carubv10023023m;0.05306;0.3546;0.1496
Thhalv10000132m;Carubv10022990m;0.03866;0.468;0.0826
Thhalv10000134m;Carubv10023027m;0.01161;0.3986;0.02912
Thhalv10000135m;Carubv10023048m;0.01964;0.4237;0.04637
Thhalv10000137m;Carubv10025612m;0.1098;0.3965;0.277
Thhalv10000138m;Carubv10024519m;0.04457;0.2376;0.1876
Thhalv10000139m;Carubv10025539m;0.1751;0.279;0.6274
Thhalv10000142m;Carubv10023004m;0.04085;0.2939;0.139
Thhalv10000143m;Carubv10023078m;0.05088;0.314;0.1621
Thhalv10000145m;Carubv10024654m;0.02569;0.5074;0.05063
Thhalv10000146m;Carubv10013352m;0.09071;0.3131;0.2897
Thhalv10000147m;Carubv10025008m;0.0672;0.4049;0.166
Thhalv10000149m;Carubv10023108m;0.014;0.5188;0.02698
Thhalv10000150m;Carubv10023301m;0.05981;0.5042;0.1186
Thhalv10000151m;Carubv10023132m;0.05628;0.5091;0.1105
Thhalv10000152m;Carubv10023130m;0.05665;0.2997;0.189
Thhalv10000153m;Carubv10023113m;0.1048;0.6014;0.1743
Thhalv10000154m;Carubv10023135m;0.06211;0.4554;0.1364
Thhalv10000155m;Carubv10023156m;0.05377;0.691;0.07782
Thhalv10000156m;Carubv10023109m;0.1003;0.3245;0.3091
Thhalv10000157m;Carubv10008849m;0.01189;0.3322;0.0358
Thhalv10000158m;Carubv10023197m;0.1116;0.4981;0.224
Thhalv10000159m;Carubv10025513m;0.05631;0.5012;0.1124
Thhalv10000162m;Carubv10023195m;0.04883;0.5484;0.08905
Thhalv10000163m;Carubv10023124m;0.04129;0.3182;0.1298
Thhalv10000164m;Carubv10023192m;0.02247;0.3127;0.07185
Thhalv10000165m;Carubv10024579m;0.02672;0.7957;0.03358
Thhalv10000166m;Carubv10023226m;0.2256;0.5428;0.4156
Thhalv10000167m;Carubv10023262m;0.0162;0.3436;0.04716
Thhalv10000172m;Carubv10024628m;0.05222;0.3646;0.1432
Thhalv10000173m;Carubv10023095m;0.09116;0.3233;0.282
Thhalv10000174m;Carubv10023294m;0.07149;0.3549;0.2014
Thhalv10000177m;Carubv10023300m;0.09364;0.2932;0.3194
Thhalv10000178m;Carubv10004978m;0.03672;0.2376;0.1545
Thhalv10000179m;Carubv10023309m;0.1124;0.3273;0.3435
Thhalv10000180m;Carubv10024591m;0.04732;0.5296;0.08936
Thhalv10000182m;Carubv10023317m;0.01341;0.4618;0.02903
Thhalv10000183m;Carubv10023306m;0.06656;0.5825;0.1143
Thhalv10000186m;Carubv10023352m;0.04465;0.4652;0.09598
Thhalv10000189m;Carubv10023355m;0.05;0.4547;0.11
Thhalv10000190m;Carubv10024583m;0.3121;0.5882;0.5307
Thhalv10000191m;Carubv10023257m;0.02999;0.3071;0.09764
Thhalv10000193m;Carubv10023368m;0.07495;0.3235;0.2317
Thhalv10000194m;Carubv10023391m;0.04503;0.323;0.1394
Thhalv10000195m;Carubv10023416m;0.05363;0.4016;0.1335
Thhalv10000196m;Carubv10023350m;0.2696;0.6642;0.4059
Thhalv10000197m;Carubv10024874m;0.09459;0.5596;0.169
Thhalv10000198m;Carubv10023388m;0.2667;0.5405;0.4934
Thhalv10000200m;Carubv10020466m;0.0281;0.2916;0.09638
Thhalv10000201m;Carubv10025339m;0.07356;0.4521;0.1627
Thhalv10000202m;Carubv10024873m;0.3322;0.5606;0.5926
Thhalv10000203m;Carubv10001219m;0.05999;0.3189;0.1881
Thhalv10000204m;Carubv10023485m;0.02734;0.2737;0.09986
Thhalv10000205m;Carubv10023460m;0.0882;0.5143;0.1715
Thhalv10000206m;Carubv10022890m;0.06016;0.3231;0.1862
Thhalv10000207m;Carubv10025628m;0.06863;0.4771;0.1438
Thhalv10000209m;Carubv10021283m;0.1006;0.5113;0.1968
Thhalv10000212m;Carubv10023508m;0.04251;0.331;0.1284
Thhalv10000214m;Carubv10023514m;0.04725;0.2814;0.168
Thhalv10000215m;Carubv10023525m;0.09149;0.1981;0.4619
Thhalv10000216m;Carubv10005135m;0.04836;0.2675;0.1808
Thhalv10000217m;Carubv10023582m;0.06986;0.3035;0.2302
Thhalv10000219m;Carubv10023564m;0.102;0.474;0.2152
Thhalv10000220m;Carubv10023532m;0.05833;0.4197;0.139
Thhalv10000221m;Carubv10023533m;0.04756;0.3025;0.1572
Thhalv10000222m;Carubv10025308m;0.03395;0.6451;0.05263
Thhalv10000223m;Carubv10023360m;0.02568;0.3122;0.08223
Thhalv10000224m;Carubv10023545m;0.06217;0.3031;0.2051
Thhalv10000225m;Carubv10023381m;0.06295;0.3562;0.1767
Thhalv10000226m;Carubv10023464m;0.06993;0.5169;0.1353
Thhalv10000227m;Carubv10023518m;0.101;0.4931;0.2048
Thhalv10000230m;Carubv10025652m;0.03899;0.3421;0.114
Thhalv10000232m;Carubv10025375m;0.01905;0.2828;0.06735
Thhalv10000235m;Carubv10023617m;0.01773;0.3319;0.05341
Thhalv10000236m;Carubv10023638m;0.05245;0.3836;0.1368
Thhalv10000237m;Carubv10023594m;0.01368;0.3729;0.03668
Thhalv10000239m;Carubv10005220m;0.04984;0.3827;0.1303
Thhalv10000240m;Carubv10025249m;0.1268;0.7226;0.1755
Thhalv10000241m;Carubv10023511m;0.07226;0.2508;0.2881
Thhalv10000242m;Carubv10023561m;0.06827;0.4899;0.1393
Thhalv10000243m;Carubv10025424m;0.08338;0.3163;0.2636
Thhalv10000244m;Carubv10023689m;0.1531;0.6178;0.2478
Thhalv10000245m;Carubv10005320m;0.03973;0.488;0.08142
Thhalv10000246m;Carubv10025318m;0.02336;0.2942;0.0794
Thhalv10000247m;Carubv10023670m;0.07705;0.3269;0.2357
Thhalv10000248m;Carubv10023660m;0.1509;0.4735;0.3188
Thhalv10000249m;Carubv10023671m;0.01711;0.2448;0.06991
Thhalv10000251m;Carubv10023610m;0.09192;0.4642;0.198
Thhalv10000252m;Carubv10023640m;0.02177;0.3061;0.07115
Thhalv10000253m;Carubv10023632m;0.1184;0.5674;0.2087
Thhalv10000254m;Carubv10021389m;0.109;0.3748;0.2907
Thhalv10000256m;Carubv10023686m;0.0154;0.293;0.05255
Thhalv10000257m;Carubv10005323m;0.09556;0.9062;0.1054
Thhalv10000258m;Carubv10023746m;0.1019;0.8004;0.1273
Thhalv10000259m;Carubv10023682m;0.05119;0.3674;0.1393
Thhalv10000260m;Carubv10024717m;0.07221;0.5032;0.1435
Thhalv10000262m;Carubv10005204m;0.1894;0.7239;0.2616
Thhalv10000263m;Carubv10023711m;0.04575;0.317;0.1443
Thhalv10000265m;Carubv10023722m;0.05521;0.5196;0.1062
Thhalv10000266m;Carubv10023329m;0.1775;0.4435;0.4003
Thhalv10000268m;Carubv10023742m;0.1043;0.3574;0.2917
Thhalv10000269m;Carubv10023712m;0.07832;0.3736;0.2097
Thhalv10000270m;Carubv10023662m;0.04546;0.4415;0.103
Thhalv10000271m;Carubv10024925m;0.008823;0.3687;0.02393
Thhalv10000272m;Carubv10023767m;0.02522;0.3546;0.07111
Thhalv10000273m;Carubv10023579m;0.05252;0.5066;0.1037
Thhalv10000275m;Carubv10023781m;0.05342;0.3852;0.1387
Thhalv10000276m;Carubv10025210m;0.08568;0.43;0.1992
Thhalv10000281m;Carubv10023690m;0.06773;0.2267;0.2988
Thhalv10000282m;Carubv10023731m;0.05888;0.4751;0.1239
Thhalv10000284m;Carubv10025416m;0.4314;0.8482;0.5086
Thhalv10000288m;Carubv10023876m;0.1346;0.4011;0.3355
Thhalv10000291m;Carubv10023915m;0.07146;0.346;0.2065
Thhalv10000294m;Carubv10023890m;0.03123;0.2621;0.1192
Thhalv10000297m;Carubv10025217m;0.03938;0.4547;0.08661
Thhalv10000299m;Carubv10006985m;0.05991;0.4257;0.1407
Thhalv10000300m;Carubv10023909m;0.1097;0.4834;0.2269
Thhalv10000301m;Carubv10023933m;0.07058;0.3489;0.2023
Thhalv10000302m;Carubv10025369m;0.1563;0.3739;0.418
Thhalv10000303m;Carubv10024297m;0.04901;0.3764;0.1302
Thhalv10000305m;Carubv10024840m;0.05556;0.4126;0.1347
Thhalv10000307m;Carubv10023818m;0.0336;0.2677;0.1255
Thhalv10000308m;Carubv10023953m;0.02909;0.2993;0.0972
Thhalv10000309m;Carubv10024747m;0.15;0.3237;0.4634
Thhalv10000310m;Carubv10023946m;0.0559;0.3944;0.1417
Thhalv10000311m;Carubv10023973m;0.05079;0.4494;0.113
Thhalv10000312m;Carubv10024880m;0.1545;0.4462;0.3462
Thhalv10000313m;Carubv10024012m;0.05745;0.5839;0.0984
Thhalv10000315m;Carubv10005586m;0.02696;0.4957;0.05438
Thhalv10000316m;Carubv10024020m;0.04438;0.2514;0.1765
Thhalv10000317m;Carubv10024034m;0.01442;0.434;0.03323
Thhalv10000318m;Carubv10024037m;0.01271;0.4016;0.03165
Thhalv10000319m;Carubv10024193m;0.0523;0.3566;0.1467
Thhalv10000321m;Carubv10024922m;0.2942;0.6503;0.4525
Thhalv10000322m;Carubv10024082m;0.07577;0.4376;0.1732
Thhalv10000323m;Carubv10023922m;0.05447;0.2343;0.2325
Thhalv10000325m;Carubv10024075m;0.04973;0.5622;0.08844
Thhalv10000328m;Carubv10024105m;0.01155;0.2779;0.04156
Thhalv10000330m;Carubv10024054m;0.102;0.4611;0.2213
Thhalv10000331m;Carubv10025063m;0.1228;0.4847;0.2534
Thhalv10000332m;Carubv10024140m;0.1703;0.4995;0.341
Thhalv10000333m;Carubv10010352m;0.03415;0.3356;0.1018
Thhalv10000336m;Carubv10023980m;0.2186;0.5266;0.4152
Thhalv10000338m;Carubv10025415m;0.05403;0.3389;0.1595
Thhalv10000339m;Carubv10024146m;0.002538;0.3596;0.007058
Thhalv10000340m;Carubv10025232m;0.1087;0.9013;0.1206
Thhalv10000341m;Carubv10005844m;0.01255;0.5628;0.02229
Thhalv10000343m;Carubv10024133m;0.0735;0.4269;0.1722
Thhalv10000345m;Carubv10024865m;0.04641;0.3251;0.1428
Thhalv10000346m;Carubv10024160m;0.1113;0.4109;0.2708
Thhalv10000353m;Carubv10024207m;0.06378;0.5231;0.1219
Thhalv10000354m;Carubv10024198m;0.09549;0.5896;0.162
Thhalv10000358m;Carubv10024204m;0.04385;0.4284;0.1023
Thhalv10000360m;Carubv10024232m;0.1452;0.6831;0.2125
Thhalv10000361m;Carubv10024168m;0.09812;0.5311;0.1847
Thhalv10000362m;Carubv10023983m;0.08661;0.4165;0.208
Thhalv10000363m;Carubv10024250m;0.04981;0.2941;0.1693
Thhalv10000365m;Carubv10011849m;0.08409;0.4505;0.1867
Thhalv10000366m;Carubv10024259m;0.1116;0.4626;0.2413
Thhalv10000367m;Carubv10024166m;0.1124;0.3616;0.3109
Thhalv10000370m;Carubv10027325m;0.1421;0.3898;0.3646
Thhalv10000372m;Carubv10024746m;0.07473;0.3306;0.226
Thhalv10000374m;Carubv10025065m;0.1059;0.4504;0.235
Thhalv10000375m;Carubv10024318m;0.07502;0.4869;0.1541
Thhalv10000376m;Carubv10024319m;0.09571;0.6461;0.1481
Thhalv10000378m;Carubv10024412m;0.02513;0.334;0.07524
Thhalv10000379m;Carubv10024404m;0.2796;0.639;0.4376
Thhalv10000380m;Carubv10024373m;0.1933;0.4435;0.4359
Thhalv10000381m;Carubv10024420m;0.1567;0.3747;0.4181
Thhalv10000385m;Carubv10024381m;0.05137;0.2467;0.2082
Thhalv10000388m;Carubv10024390m;0.04164;0.3993;0.1043
Thhalv10000389m;Carubv10024389m;0.05745;0.3513;0.1635
Thhalv10000391m;Carubv10024396m;0.03291;0.2636;0.1248
Thhalv10000392m;Carubv10024759m;0.1278;0.4323;0.2956
Thhalv10000394m;Carubv10024708m;0.071;0.6363;0.1116
Thhalv10000395m;Carubv10024844m;0.1405;0.4531;0.3101
Thhalv10000397m;Carubv10024316m;0.2092;0.5365;0.3899
Thhalv10000402m;Carubv10024428m;0.005895;0.3013;0.01957
Thhalv10000405m;Carubv10024413m;0.129;0.5534;0.2332
Thhalv10000406m;Carubv10024439m;0.01162;0.4495;0.02584
Thhalv10000409m;Carubv10024443m;0.03952;0.3837;0.103
Thhalv10000418m;Carubv10025289m;0.05026;0.3058;0.1644
Thhalv10000426m;Carubv10025041m;0.1292;0.3088;0.4184
Thhalv10000440m;Carubv10019450m;0.2812;0.728;0.3863
Thhalv10000443m;Carubv10024843m;0.163;0.521;0.3128
Thhalv10000449m;Carubv10024561m;0.1894;0.5811;0.3259
Thhalv10000452m;Carubv10025112m;0.1146;0.5882;0.1948
Thhalv10000456m;Carubv10025440m;0.3362;0.9648;0.3485
Thhalv10000457m;Carubv10026051m;0.04708;0.3374;0.1395
Thhalv10000462m;Carubv10006759m;0.1618;3.092;0.05233
Thhalv10000466m;Carubv10025023m;0.4206;2.344;0.1795
Thhalv10000469m;Carubv10023435m;0.05286;0.3903;0.1354
Thhalv10000470m;Carubv10025354m;0.04128;0.2604;0.1585
Thhalv10000478m;Carubv10024258m;0.167;0.4911;0.3401
Thhalv10000487m;Carubv10023863m;0.2063;0.5828;0.354
Thhalv10000494m;Carubv10024768m;0.1069;0.4837;0.221
Thhalv10000495m;Carubv10025481m;0.07155;0.4364;0.164
Thhalv10000497m;Carubv10023035m;0.2046;0.4465;0.4582
Thhalv10000498m;Carubv10003097m;0.1624;0.6904;0.2353
Thhalv10000507m;Carubv10024453m;0.01314;0.6807;0.0193
Thhalv10000511m;Carubv10024796m;0.1735;0.3147;0.5512
Thhalv10000515m;Carubv10023444m;0.2393;0.4514;0.5301
Thhalv10000516m;Carubv10024546m;0.3524;0.6801;0.5181
Thhalv10000520m;Carubv10025508m;0.0364;0.341;0.1068
Thhalv10000525m;Carubv10025704m;0.06619;0.388;0.1706
Thhalv10000530m;Carubv10016989m;0.4375;1.106;0.3955
Thhalv10000531m;Carubv10024419m;0.06644;0.3444;0.1929
Thhalv10000533m;Carubv10023861m;0.1366;0.5159;0.2648
Thhalv10000536m;Carubv10023094m;0.299;0.6937;0.4311
Thhalv10000539m;Carubv10011743m;0.351;0.706;0.4971
Thhalv10000540m;Carubv10025476m;0.1118;0.4816;0.2322
Thhalv10000545m;Carubv10025233m;0.08755;0.3827;0.2288
Thhalv10000547m;Carubv10016140m;0.08315;0.748;0.1112
Thhalv10000554m;Carubv10025263m;0.3266;0.4947;0.6602
Thhalv10000555m;Carubv10015389m;0.2885;0.5719;0.5045
Thhalv10000560m;Carubv10025355m;0.09928;0.402;0.247
Thhalv10000562m;Carubv10025035m;0.4924;1.333;0.3693
Thhalv10000563m;Carubv10004077m;0.1938;0.4595;0.4218
Thhalv10000566m;Carubv10024763m;0.0861;0.5228;0.1647
Thhalv10000573m;Carubv10016093m;0.1068;0.4852;0.22
Thhalv10000574m;Carubv10022053m;0.3234;0.423;0.7647
Thhalv10000575m;Carubv10023622m;0.03686;0.3611;0.1021
Thhalv10000578m;Carubv10024339m;0.1106;0.5728;0.193
Thhalv10000582m;Carubv10023122m;0.05204;0.3642;0.1429
Thhalv10000588m;Carubv10025170m;0.05947;0.4882;0.1218
Thhalv10000591m;Carubv10025016m;0.2076;0.3503;0.5927
Thhalv10000597m;Carubv10025069m;0.1612;0.5365;0.3004
Thhalv10000603m;Carubv10023529m;0.2629;0.8642;0.3042
Thhalv10000606m;Carubv10024504m;0.3087;1.001;0.3084
Thhalv10000608m;Carubv10024576m;0.3115;0.7505;0.415
Thhalv10000619m;Carubv10023900m;0.1545;0.4587;0.3368
Thhalv10000626m;Carubv10025528m;0.06932;0.2909;0.2383
Thhalv10000627m;Carubv10022942m;0.0931;0.5065;0.1838
Thhalv10000635m;Carubv10004762m;0.1358;0.5363;0.2532
Thhalv10000640m;Carubv10024906m;0.04606;0.6093;0.0756
Thhalv10000651m;Carubv10024896m;0.1466;0.3914;0.3745
Thhalv10000655m;Carubv10023249m;0.09132;0.3488;0.2618
Thhalv10000664m;Carubv10025632m;0.3006;0.5914;0.5082
Thhalv10000676m;Carubv10021689m;0.4127;0.7654;0.5392
Thhalv10000677m;Carubv10024124m;0.05654;0.4109;0.1376
Thhalv10000679m;Carubv10023041m;0.07631;0.3415;0.2235
Thhalv10000686m;Carubv10021860m;0.2708;0.8939;0.303
Thhalv10000689m;Carubv10027756m;0.3035;0.5953;0.5098
Thhalv10000692m;Carubv10025646m;0.1414;0.5879;0.2405
Thhalv10000697m;Carubv10022775m;0.04789;0.3712;0.129
Thhalv10000700m;Carubv10022678m;0.2645;0.6719;0.3937
Thhalv10000702m;Carubv10025126m;0.05933;0.2632;0.2254
Thhalv10000704m;Carubv10019097m;0.3648;1.125;0.3242
Thhalv10000712m;Carubv10023512m;0.07172;0.3807;0.1884
Thhalv10000714m;Carubv10003153m;0.2129;0.659;0.3231
Thhalv10000717m;Carubv10024877m;0.0919;0.392;0.2345
Thhalv10000722m;Carubv10022627m;0.122;0.3922;0.311
Thhalv10000723m;Carubv10010999m;0.5729;NA;NA
Thhalv10000731m;Carubv10024136m;0.04389;0.3554;0.1235
Thhalv10000734m;Carubv10027536m;0.1008;0.2777;0.3628
Thhalv10000738m;Carubv10025733m;0.06687;0.2617;0.2555
Thhalv10000739m;Carubv10027640m;0.07922;0.2846;0.2783
Thhalv10000740m;Carubv10025746m;0.0385;0.2635;0.1462
Thhalv10000741m;Carubv10027518m;0.08959;0.391;0.2291
Thhalv10000742m;Carubv10025748m;0.2575;0.5047;0.5102
Thhalv10000743m;Carubv10028351m;0.02405;0.2737;0.08786
Thhalv10000745m;Carubv10025750m;0.2575;0.5006;0.5145
Thhalv10000746m;Carubv10025764m;0.08593;0.3666;0.2344
Thhalv10000747m;Carubv10007461m;0.2018;0.4364;0.4624
Thhalv10000748m;Carubv10025768m;0.03732;0.2683;0.1391
Thhalv10000749m;Carubv10028636m;0.2145;0.4499;0.4768
Thhalv10000750m;Carubv10025757m;0.1501;0.3972;0.378
Thhalv10000752m;Carubv10016608m;0.04876;0.2675;0.1823
Thhalv10000753m;Carubv10028200m;0.2419;0.5369;0.4505
Thhalv10000754m;Carubv10025790m;0.1168;0.3135;0.3726
Thhalv10000755m;Carubv10025783m;0.06376;0.3693;0.1727
Thhalv10000756m;Carubv10008175m;0.03462;0.3236;0.107
Thhalv10000757m;Carubv10018543m;0.1763;0.5486;0.3213
Thhalv10000758m;Carubv10025986m;0.03974;0.2946;0.1349
Thhalv10000760m;Carubv10018625m;0.07908;0.3186;0.2482
Thhalv10000761m;Carubv10018910m;0.01855;0.2993;0.06198
Thhalv10000764m;Carubv10025861m;0.147;0.5148;0.2855
Thhalv10000765m;Carubv10025831m;0.1422;0.3154;0.4507
Thhalv10000766m;Carubv10028416m;0.05976;0.2502;0.2388
Thhalv10000767m;Carubv10025858m;0.008415;0.236;0.03565
Thhalv10000768m;Carubv10025857m;0.05277;0.3828;0.1379
Thhalv10000769m;Carubv10027797m;0.3557;0.8082;0.4402
Thhalv10000773m;Carubv10025875m;0.2808;0.4045;0.6942
Thhalv10000774m;Carubv10027793m;0.06552;0.3148;0.2081
Thhalv10000775m;Carubv10025879m;0.1314;0.3614;0.3636
Thhalv10000776m;Carubv10028088m;0.06218;0.327;0.1902
Thhalv10000778m;Carubv10027713m;0.05073;0.2622;0.1934
Thhalv10000779m;Carubv10025888m;0.01613;0.3343;0.04825
Thhalv10000780m;Carubv10025913m;0.1252;0.4977;0.2515
Thhalv10000781m;Carubv10027980m;0.14;0.4679;0.2991
Thhalv10000782m;Carubv10028121m;0.03803;0.286;0.133
Thhalv10000783m;Carubv10025911m;0.06095;0.3028;0.2013
Thhalv10000784m;Carubv10026090m;0.06006;0.4168;0.1441
Thhalv10000785m;Carubv10027583m;0.06351;0.3079;0.2063
Thhalv10000786m;Carubv10026011m;0.06082;0.3059;0.1988
Thhalv10000787m;Carubv10027712m;0.2147;0.555;0.3869
Thhalv10000789m;Carubv10025958m;0.233;0.7537;0.3091
Thhalv10000790m;Carubv10028485m;0.2176;0.5189;0.4193
Thhalv10000792m;Carubv10016744m;0.03947;0.2249;0.1755
Thhalv10000794m;Carubv10028530m;0.01872;0.2312;0.08099
Thhalv10000795m;Carubv10016750m;0.07123;0.4564;0.1561
Thhalv10000798m;Carubv10027805m;0.05718;0.4218;0.1356
Thhalv10000799m;Carubv10025967m;0.1481;0.4306;0.344
Thhalv10000800m;Carubv10016748m;0.04599;0.3522;0.1306
Thhalv10000802m;Carubv10025993m;0.06854;0.307;0.2232
Thhalv10000803m;Carubv10025985m;0.03439;0.346;0.0994
Thhalv10000804m;Carubv10025802m;0.06001;0.3345;0.1794
Thhalv10000805m;Carubv10028231m;0.07665;0.309;0.248
Thhalv10000807m;Carubv10025978m;0.06157;0.2308;0.2668
Thhalv10000808m;Carubv10028441m;0.0692;0.5463;0.1267
Thhalv10000809m;Carubv10022257m;0.1736;0.4756;0.365
Thhalv10000810m;Carubv10026038m;0.04998;0.4553;0.1098
Thhalv10000812m;Carubv10027818m;0.06871;0.3145;0.2185
Thhalv10000813m;Carubv10028212m;0.2175;0.5397;0.4031
Thhalv10000814m;Carubv10026340m;0.07682;0.4642;0.1655
Thhalv10000815m;Carubv10027819m;0.04039;0.2842;0.1421
