query_id;subject_id;dN;dS;dNdS
AT1G01453.1.1;Carubv10010006m;0.05919;0.2784;0.2126
AT1G01460.1.1;Carubv10009221m;0.03806;0.3262;0.1167
AT1G01470.1.1;Carubv10010557m;0.005759;0.3716;0.0155
AT1G01480.2.1;Carubv10009396m;0.05761;0.259;0.2224
AT1G01500.1.1;Carubv10009744m;0.03635;0.3449;0.1054
AT1G01510.1.1;Carubv10011468m;0.01162;0.1886;0.0616
AT1G01520.1.1;Carubv10011679m;0.08422;0.3241;0.2599
AT1G01530.1.1;Carubv10010156m;0.2829;0.4994;0.5665
AT1G01540.2.1;Carubv10011595m;0.01486;0.3121;0.04762
AT1G01550.2.1;Carubv10009625m;0.03108;0.2859;0.1087
AT1G01560.2.1;Carubv10009488m;0.03296;0.2058;0.1602
AT1G01570.2.1;Carubv10008901m;0.05339;0.2868;0.1861
AT1G01580.1.1;Carubv10008441m;0.04206;0.2341;0.1796
AT1G01610.1.1;Carubv10008926m;0.02293;0.2742;0.08363
AT1G01620.1.1;Carubv10009929m;0.005107;0.2971;0.01719
AT1G01630.1.1;Carubv10010070m;0.04584;0.2577;0.1779
AT1G01640.1.1;Carubv10012544m;0.06787;0.2445;0.2776
AT1G01650.1.1;Carubv10008675m;0.01869;0.1901;0.09835
AT1G01660.1.1;Carubv10008712m;0.03196;0.235;0.136
AT1G01670.2.1;Carubv10009194m;0.08632;0.2653;0.3253
AT1G01680.1.1;Carubv10009781m;0.1553;0.2957;0.5251
AT1G01690.3.1;Carubv10009137m;0.07212;0.2769;0.2605
AT1G01695.1.1;Carubv10009199m;0.1713;0.2445;0.7005
AT1G01700.1.1;Carubv10011721m;0.04881;0.2386;0.2046
AT1G01710.1.1;Carubv10009215m;0.03119;0.2169;0.1438
AT1G01720.1.1;Carubv10009926m;0.01746;0.3022;0.05776
AT1G01730.1.1;Carubv10010200m;0.1035;0.2958;0.3499
AT1G01740.2.1;Carubv10012619m;0.06606;0.1934;0.3415
AT1G01750.1.1;Carubv10011760m;0.005443;0.1981;0.02748
AT1G01760.3.1;Carubv10011834m;0.06461;0.1864;0.3465
AT1G01770.1.1;Carubv10012179m;0.06418;0.2062;0.3112
AT1G01780.1.1;Carubv10010886m;0.02634;0.2778;0.09481
AT1G01790.2.1;Carubv10011770m;0.05174;0.2274;0.2275
AT1G01810.1.1;Carubv10012511m;0.2406;0.6227;0.3864
AT1G01830.3.1;Carubv10008707m;0.04099;0.2526;0.1623
AT1G01840.1.1;Carubv10011703m;0.09756;0.3933;0.2481
AT1G01860.1.1;Carubv10009683m;0.04974;0.2421;0.2054
AT1G01880.3.1;Carubv10011785m;0.06898;0.228;0.3026
AT1G01900.1.1;Carubv10008379m;0.05577;0.3986;0.1399
AT1G01910.4.1;Carubv10009581m;0.01108;0.1756;0.06312
AT1G01920.2.1;Carubv10008771m;0.06064;0.2466;0.2459
AT1G01930.1.1;Carubv10008663m;0.05758;0.2722;0.2115
AT1G01940.1.1;Carubv10012351m;0.009358;0.3455;0.02709
AT1G01950.1.1;Carubv10008265m;0.01147;0.2007;0.05715
AT1G01960.1.1;Carubv10008079m;0.0136;0.1948;0.06983
AT1G01970.1.1;Carubv10009324m;0.06055;0.2912;0.2079
AT1G01980.1.1;Carubv10011221m;0.04893;0.3367;0.1453
AT1G01990.1.1;Carubv10011557m;0.08676;0.355;0.2444
AT1G02010.1.1;Carubv10008507m;0.01248;0.1643;0.07595
AT1G02020.1.1;Carubv10008571m;0.09674;0.3442;0.2811
AT1G02040.1.1;Carubv10011272m;0.06832;0.3394;0.2013
AT1G02060.1.1;Carubv10011958m;0.06261;0.3064;0.2043
AT1G02065.1.1;Carubv10009506m;0.1194;0.7074;0.1687
AT1G02070.1.1;Carubv10011621m;0.1104;0.3052;0.3618
AT1G02080.2.1;Carubv10012145m;0.04422;0.235;0.1882
AT1G02090.1.1;Carubv10009724m;0.03194;0.2809;0.1137
AT1G02090.2.1;Carubv10009898m;0.03704;0.2759;0.1343
AT1G02100.3.1;Carubv10009548m;0.0326;0.22;0.1482
AT1G02110.1.1;Carubv10008455m;0.04008;0.2383;0.1682
AT1G02120.1.1;Carubv10008556m;0.04694;0.2711;0.1731
AT1G02130.1.1;Carubv10010169m;0.01289;0.3469;0.03717
AT1G02140.1.1;Carubv10010485m;0.0372;0.2658;0.1399
AT1G02145.3.1;Carubv10011809m;0.03567;0.1985;0.1797
AT1G02150.1.1;Carubv10011354m;0.02683;0.2167;0.1238
AT1G02160.2.1;Carubv10011359m;0.09453;0.1689;0.5597
AT1G02170.1.1;Carubv10011418m;0.03087;0.2704;0.1142
AT1G02190.1.1;Carubv10008574m;0.04951;0.2002;0.2473
AT1G02205.2.1;Carubv10008547m;0.03248;0.2181;0.1489
AT1G02220.1.1;Carubv10009390m;0.1891;0.3433;0.5507
AT1G02260.2.1;Carubv10008913m;0.03024;0.2745;0.1102
AT1G02270.1.1;Carubv10008987m;0.05054;0.1743;0.2901
AT1G02280.2.1;Carubv10010930m;0.01173;0.1667;0.07039
AT1G02290.1.1;Carubv10012070m;0.1005;0.2443;0.4115
AT1G02305.1.1;Carubv10009537m;0.02744;0.2111;0.13
AT1G02310.2.1;Carubv10011405m;0.03283;0.2524;0.13
AT1G02330.1.1;Carubv10009977m;0.02484;0.2559;0.09704
AT1G02335.1.1;Carubv10010261m;0.02809;0.4137;0.06791
AT1G02340.1.1;Carubv10009652m;0.1419;0.2792;0.5083
AT1G02360.3.1;Carubv10010007m;0.0473;0.3259;0.1451
AT1G02370.1.1;Carubv10008848m;0.05477;0.1792;0.3056
AT1G02380.1.1;Carubv10010187m;0.1206;0.3369;0.358
AT1G02390.1.1;Carubv10008716m;0.05754;0.2722;0.2114
AT1G02400.1.1;Carubv10009706m;0.04308;0.3121;0.138
AT1G02410.3.1;Carubv10009922m;0.03648;0.1836;0.1987
AT1G02420.1.1;Carubv10012086m;0.03321;0.2322;0.143
AT1G02440.1.1;Carubv10011316m;0.1438;0.2094;0.6867
AT1G02450.1.1;Carubv10010607m;0.1153;0.2535;0.4548
AT1G02460.1.1;Carubv10008847m;0.03646;0.2974;0.1226
AT1G02470.1.1;Carubv10011810m;0.0814;0.235;0.3464
AT1G02475.1.1;Carubv10010960m;0.03549;0.3171;0.1119
AT1G02500.2.1;Carubv10009376m;0.006847;0.2292;0.02987
AT1G02510.1.1;Carubv10011333m;0.09872;0.3545;0.2784
AT1G02520.3.1;Carubv10008098m;0.02221;0.3322;0.06687
AT1G02540.1.1;Carubv10011825m;0.2981;0.5409;0.5511
AT1G02550.1.1;Carubv10011439m;0.06097;0.2476;0.2463
AT1G02560.1.1;Carubv10009892m;0.01009;0.1886;0.0535
AT1G02570.1.1;Carubv10009964m;0.0411;0.2428;0.1693
AT1G02580.1.1;Carubv10012183m;0.1908;0.2864;0.6661
AT1G02610.1.1;Carubv10010204m;0.09;0.2846;0.3162
AT1G02630.1.1;Carubv10009401m;0.04476;0.3276;0.1366
AT1G02640.1.1;Carubv10008371m;0.02369;0.3138;0.07552
AT1G02650.1.1;Carubv10008788m;0.1084;0.3108;0.3488
AT1G02660.1.1;Carubv10011093m;0.04734;0.3175;0.1491
AT1G02680.1.1;Carubv10010486m;0.01129;0.2552;0.04423
AT1G02690.1.1;Carubv10008795m;0.08268;0.2409;0.3433
AT1G02700.1.1;Carubv10010109m;0.02662;0.3396;0.07839
AT1G02720.2.1;Carubv10009529m;0.03557;0.3036;0.1171
AT1G02730.1.1;Carubv10008123m;0.01654;0.2418;0.06841
AT1G02740.1.1;Carubv10009972m;0.1371;0.3502;0.3916
AT1G02750.1.1;Carubv10010253m;0.09529;0.2958;0.3221
AT1G02780.1.1;Carubv10010281m;0.009267;0.2096;0.04421
AT1G02790.1.1;Carubv10012094m;0.04565;0.2778;0.1643
AT1G02800.1.1;Carubv10011914m;0.02841;0.1625;0.1749
AT1G02810.1.1;Carubv10011654m;0.02605;0.3443;0.07565
AT1G02813.1.1;Carubv10012198m;0.1318;0.2398;0.5497
AT1G02816.1.1;Carubv10010322m;0.05033;0.3588;0.1403
AT1G02820.1.1;Carubv10010737m;0.08533;0.1723;0.4954
AT1G02840.1.1;Carubv10011968m;0.01959;0.2653;0.07385
AT1G02850.2.1;Carubv10008974m;0.07082;0.2052;0.3451
AT1G02860.1.1;Carubv10009650m;0.05191;0.2506;0.2071
AT1G02870.1.1;Carubv10010371m;0.03123;0.2753;0.1134
AT1G02880.3.1;Carubv10007400m;0.06618;0.2796;0.2367
AT1G02880.6.1;Carubv10012506m;0.07841;0.3222;0.2434
AT1G02890.1.1;Carubv10008107m;0.06456;0.2388;0.2703
AT1G02900.1.1;Carubv10012118m;0.07822;0.3198;0.2446
AT1G02910.1.1;Carubv10009110m;0.02734;0.2564;0.1066
AT1G02930.2.1;Carubv10012455m;0.03247;0.2557;0.127
AT1G02950.5.1;Carubv10010097m;0.04977;0.2054;0.2422
AT1G02960.2.1;Carubv10012349m;0.09519;0.2108;0.4516
AT1G02970.1.1;Carubv10008963m;0.03742;0.2635;0.142
AT1G02980.2.1;Carubv10010979m;0.123;0.2755;0.4467
AT1G02990.6.1;Carubv10008104m;0.09313;0.1809;0.5149
AT1G03000.1.1;Carubv10011267m;0.04506;0.209;0.2156
AT1G03010.2.1;Carubv10008601m;0.02044;0.216;0.09466
AT1G03020.1.1;Carubv10010921m;0.02186;0.2528;0.08645
AT1G03030.1.1;Carubv10009873m;0.05485;0.2784;0.197
AT1G03040.1.1;Carubv10009831m;0.03367;0.2009;0.1676
AT1G03050.1.1;Carubv10008628m;0.02193;0.2318;0.09463
AT1G03055.1.1;Carubv10010025m;0.04804;0.2337;0.2055
AT1G03060.2.1;Carubv10008060m;0.01611;0.1541;0.1045
AT1G03070.3.1;Carubv10011301m;0.02147;0.3603;0.05959
AT1G03080.3.1;Carubv10008080m;0.06245;0.1917;0.3258
AT1G03090.2.1;Carubv10008397m;0.02516;0.1498;0.1679
AT1G03100.1.1;Carubv10011829m;0.0446;0.1889;0.2361
AT1G03110.1.1;Carubv10009228m;0.05281;0.2223;0.2375
AT1G03120.1.1;Carubv10010425m;0.07605;0.2707;0.2809
AT1G03130.1.1;Carubv10012376m;0.01254;0.2274;0.05517
AT1G03140.1.1;Carubv10011298m;0.01965;0.2241;0.08769
AT1G03150.1.1;Carubv10010452m;0.002774;0.1444;0.01921
AT1G03160.1.1;Carubv10008235m;0.02893;0.1905;0.1519
AT1G03170.1.1;Carubv10012407m;0.0891;0.3057;0.2915
AT1G03180.5.1;Carubv10009697m;0.04905;0.2247;0.2183
AT1G03190.2.1;Carubv10008351m;0.007768;0.191;0.04066
AT1G03210.1.1;Carubv10009900m;0.08085;0.233;0.347
AT1G03220.1.1;Carubv10011636m;0.05319;0.3577;0.1487
AT1G03250.1.1;Carubv10010119m;0.03423;0.276;0.124
AT1G03260.1.1;Carubv10009985m;0.02031;0.1843;0.1102
AT1G03270.1.1;Carubv10008943m;0.02243;0.2666;0.08411
AT1G03280.3.1;Carubv10009067m;0.03909;0.2023;0.1932
AT1G03290.4.1;Carubv10008752m;0.1262;0.2508;0.5034
AT1G03300.1.1;Carubv10012522m;0.1569;0.4429;0.3543
AT1G03310.2.1;Carubv10012076m;0.05275;0.2521;0.2092
AT1G03320.1.1;Carubv10012047m;0.1553;0.2933;0.5295
AT1G03330.1.1;Carubv10010754m;0.01579;0.1436;0.11
AT1G03340.1.1;Carubv10011433m;0.11;0.1793;0.6131
AT1G03350.1.1;Carubv10009113m;0.05307;0.1924;0.2759
AT1G03360.1.1;Carubv10009740m;0.015;0.2337;0.06419
AT1G03365.2.1;Carubv10008257m;0.06326;0.1954;0.3238
AT1G03370.1.1;Carubv10008175m;0.02846;0.2353;0.1209
AT1G03380.1.1;Carubv10008219m;0.05361;0.1861;0.2881
AT1G03390.1.1;Carubv10011653m;0.04165;0.2577;0.1616
AT1G03400.1.1;Carubv10009046m;0.08779;0.3285;0.2672
AT1G03430.1.1;Carubv10010558m;0.02432;0.3762;0.06465
AT1G03440.1.1;Carubv10009374m;0.03691;0.4108;0.08986
AT1G03445.1.1;Carubv10012319m;0.212;0.4327;0.4898
AT1G03457.1.1;Carubv10009093m;0.05;0.1857;0.2693
AT1G03470.4.1;Carubv10009847m;0.08138;0.2802;0.2904
AT1G03475.1.1;Carubv10009383m;0.01632;0.2293;0.07119
AT1G03490.1.1;Carubv10012206m;0.3162;0.6668;0.4742
AT1G03510.1.1;Carubv10011372m;0.03671;0.3122;0.1176
AT1G03520.1.1;Carubv10009126m;0.03306;0.2578;0.1282
AT1G03530.1.1;Carubv10008331m;0.07529;0.2499;0.3013
AT1G03540.1.1;Carubv10011274m;0.0665;0.2332;0.2851
AT1G03550.1.1;Carubv10012530m;0.01237;0.1739;0.07112
AT1G03560.1.1;Carubv10008524m;0.03921;0.2643;0.1483
AT1G03590.1.1;Carubv10009076m;0.03658;0.2336;0.1566
AT1G03600.1.1;Carubv10010463m;0.04742;0.309;0.1535
AT1G03610.1.1;Carubv10012401m;0.01502;0.233;0.06444
AT1G03620.9.1;Carubv10010027m;0.02706;0.1227;0.2206
AT1G03630.1.1;Carubv10009346m;0.0133;0.3274;0.04062
AT1G03650.1.1;Carubv10010366m;0.03585;0.1782;0.2011
AT1G03660.2.1;Carubv10010537m;0.1568;0.3082;0.5087
AT1G03670.1.1;Carubv10028393m;0.1313;0.3243;0.4048
AT1G03680.1.1;Carubv10010421m;0.05652;0.2447;0.231
AT1G03687.1.1;Carubv10009418m;0.047;0.1868;0.2516
AT1G03700.1.1;Carubv10012189m;0.01156;0.2287;0.05054
AT1G03710.2.1;Carubv10011650m;0.1851;0.4617;0.401
AT1G03730.1.1;Carubv10010476m;0.01083;0.2641;0.04103
AT1G03740.1.1;Carubv10008411m;0.06786;0.2435;0.2786
AT1G03750.1.1;Carubv10008286m;0.03501;0.2447;0.1431
AT1G03760.1.1;Carubv10011875m;0.1057;0.2349;0.4498
AT1G03770.3.1;Carubv10009016m;0.128;0.1922;0.6656
AT1G03780.2.1;Carubv10008388m;0.04448;0.2011;0.2212
AT1G03790.1.1;Carubv10011207m;0.02737;0.3496;0.07829
AT1G03800.1.1;Carubv10011371m;0.2633;0.883;0.2982
AT1G03810.1.1;Carubv10010570m;0.1228;0.4981;0.2465
AT1G03820.1.1;Carubv10011357m;0.06452;0.3507;0.184
AT1G03830.1.1;Carubv10008276m;0.09885;0.2761;0.358
AT1G03840.1.1;Carubv10008897m;0.04458;0.3237;0.1377
AT1G03850.2.1;Carubv10010567m;0.05507;0.2174;0.2533
AT1G03860.3.1;Carubv10009925m;0.004483;0.2067;0.02169
AT1G03870.1.1;Carubv10011002m;0.03925;0.2707;0.145
AT1G03880.1.1;Carubv10011751m;0.02936;0.2485;0.1181
AT1G03890.1.1;Carubv10012169m;0.05263;0.2678;0.1966
AT1G03900.1.1;Carubv10009732m;0.00956;0.2463;0.03882
AT1G03905.1.1;Carubv10009912m;0.01006;0.1831;0.05493
AT1G03910.1.1;Carubv10008511m;0.02495;0.1861;0.134
AT1G03920.3.1;Carubv10008713m;0.03664;0.1658;0.221
AT1G03940.1.1;Carubv10011644m;0.1013;0.3015;0.3359
AT1G03950.1.1;Carubv10010296m;0.01843;0.2516;0.07328
AT1G03970.1.1;Carubv10011573m;0.04751;0.3123;0.1521
AT1G03982.1.1;Carubv10010963m;0.2281;0.4558;0.5004
AT1G03990.1.1;Carubv10012453m;0.06155;0.2409;0.2555
AT1G04000.1.1;Carubv10011762m;0.1065;0.1728;0.6167
AT1G04010.1.1;Carubv10008666m;0.01387;0.2136;0.0649
AT1G04020.1.1;Carubv10008319m;0.07723;0.1985;0.3891
AT1G04030.2.1;Carubv10011017m;0.09109;0.2009;0.4535
AT1G04040.1.1;Carubv10010000m;0.04806;0.2266;0.2121
AT1G04050.2.1;Carubv10008476m;0.1344;0.3332;0.4035
AT1G04070.1.1;Carubv10012272m;0.1224;0.3042;0.4025
AT1G04080.3.1;Carubv10010956m;0.04655;0.247;0.1885
AT1G04090.1.1;Carubv10012003m;0.06937;0.2628;0.264
AT1G04100.1.1;Carubv10010166m;0.08504;0.3055;0.2783
AT1G04110.1.1;Carubv10012040m;0.02804;0.2828;0.09916
AT1G04120.1.1;Carubv10008087m;0.01569;0.2056;0.07635
AT1G04130.1.1;Carubv10011408m;0.05597;0.2172;0.2577
AT1G04140.1.1;Carubv10011722m;0.02919;0.194;0.1505
AT1G04150.1.1;Carubv10012494m;0.0425;0.3388;0.1255
AT1G04160.1.1;Carubv10008089m;0.01651;0.1454;0.1136
AT1G04170.2.1;Carubv10008849m;0.00654;0.2667;0.02452
AT1G04180.1.1;Carubv10009248m;0.01202;0.3238;0.03713
AT1G04190.1.1;Carubv10009715m;0.02502;0.183;0.1367
AT1G04200.1.1;Carubv10008423m;0.02845;0.2265;0.1256
AT1G04210.1.1;Carubv10008166m;0.05084;0.2433;0.2089
AT1G04220.1.1;Carubv10008867m;0.01602;0.3009;0.05325
AT1G04230.1.1;Carubv10010871m;0.06874;0.2395;0.2871
AT1G04240.2.1;Carubv10010367m;0.05181;0.2285;0.2267
AT1G04250.1.1;Carubv10010236m;0.02025;0.2331;0.08688
AT1G04260.1.1;Carubv10011583m;0.02746;0.3925;0.06994
AT1G04270.1.1;Carubv10010394m;0.009045;0.2088;0.04331
AT1G04280.1.1;Carubv10012550m;0.05952;0.3106;0.1916
AT1G04290.1.1;Carubv10010530m;0.04542;0.4712;0.09639
AT1G04300.1.1;Carubv10012200m;0.07248;0.2237;0.3241
AT1G04310.2.1;Carubv10008561m;0.0532;0.3493;0.1523
AT1G04330.1.1;Carubv10010725m;0.04391;0.3778;0.1162
AT1G04340.1.1;Carubv10010342m;0.0321;0.1817;0.1767
AT1G04360.1.1;Carubv10012007m;0.06683;0.4392;0.1522
AT1G04370.1.1;Carubv10011057m;0.03812;0.3016;0.1264
AT1G04380.1.1;Carubv10012463m;0.08217;0.2859;0.2874
AT1G04390.1.1;Carubv10012499m;0.06905;0.2244;0.3077
AT1G04400.2.1;Carubv10008610m;0.0212;0.1697;0.125
AT1G04420.1.1;Carubv10009108m;0.05763;0.2215;0.2602
AT1G04430.3.1;Carubv10011254m;0.02181;0.2662;0.08193
AT1G04440.1.1;Carubv10012017m;0.02876;0.2279;0.1262
AT1G04445.1.1;Carubv10011479m;0.2156;0.3493;0.6173
AT1G04450.1.1;Carubv10012323m;0.04693;0.1898;0.2473
AT1G04470.1.1;Carubv10012233m;0.03266;0.3309;0.09871
AT1G04490.9.1;Carubv10011182m;0.1703;0.4016;0.424
AT1G04500.4.1;Carubv10009410m;0.03089;0.2812;0.1099
AT1G04510.1.1;Carubv10008852m;0.02956;0.2147;0.1377
AT1G04520.1.1;Carubv10009823m;0.03176;0.3021;0.1051
AT1G04530.1.1;Carubv10009880m;0.09218;0.2263;0.4073
AT1G04540.1.1;Carubv10011922m;0.06497;0.5788;0.1122
AT1G04550.2.1;Carubv10009764m;0.07594;0.2359;0.3219
AT1G04555.1.1;Carubv10010566m;0.03235;0.2241;0.1444
AT1G04560.1.1;Carubv10012389m;0.02857;0.2823;0.1012
AT1G04570.1.1;Carubv10008801m;0.03851;0.2168;0.1777
AT1G04580.1.1;Carubv10011163m;0.03486;0.1637;0.213
AT1G04590.1.1;Carubv10009357m;0.08406;0.2527;0.3327
AT1G04600.1.1;Carubv10012168m;0.03711;0.1674;0.2216
AT1G04610.1.1;Carubv10011757m;0.01322;0.3349;0.03949
AT1G04620.1.1;Carubv10011940m;0.02212;0.1439;0.1537
AT1G04630.1.1;Carubv10010588m;0;0.2074;0
AT1G04635.1.1;Carubv10010559m;0.02015;0.3556;0.05667
AT1G04640.2.1;Carubv10010053m;0.03699;0.2783;0.1329
AT1G04645.1.1;Carubv10011016m;0.1763;0.2003;0.88
AT1G04650.1.1;Carubv10008197m;0.08234;0.2402;0.3428
AT1G04650.2.1;Carubv10008266m;0.0844;0.2335;0.3615
AT1G04670.1.1;Carubv10012332m;0.05583;0.2573;0.217
AT1G04680.1.1;Carubv10009197m;0.01131;0.3513;0.0322
AT1G04690.1.1;Carubv10009717m;0.006571;0.3648;0.01801
AT1G04700.2.1;Carubv10011648m;0.05654;0.2222;0.2544
AT1G04710.1.1;Carubv10009140m;0.04905;0.2119;0.2315
AT1G04730.1.1;Carubv10008280m;0.06729;0.2732;0.2463
AT1G04750.1.1;Carubv10010251m;0.003984;0.1879;0.02121
AT1G04760.2.1;Carubv10012187m;0.01257;0.2145;0.0586
AT1G04770.1.1;Carubv10009848m;0.03872;0.1956;0.1979
AT1G04780.1.1;Carubv10008526m;0.01574;0.2404;0.06545
AT1G04790.1.1;Carubv10008582m;0.1101;0.225;0.4893
AT1G04810.1.1;Carubv10008193m;0.01855;0.1983;0.09352
AT1G04830.1.1;Carubv10009123m;0.01227;0.171;0.07175
AT1G04840.1.1;Carubv10008505m;0.06195;0.2139;0.2896
AT1G04850.1.1;Carubv10011080m;0.02435;0.1857;0.1311
AT1G04860.1.1;Carubv10008214m;0.07924;0.2035;0.3893
AT1G04870.2.1;Carubv10009430m;0.01845;0.2872;0.06424
AT1G04880.1.1;Carubv10010835m;0.07934;0.1958;0.4052
AT1G04890.1.1;Carubv10011320m;0.07407;0.2598;0.2851
AT1G04900.1.1;Carubv10011212m;0.01836;0.1793;0.1024
AT1G04910.1.1;Carubv10008864m;0.01313;0.1768;0.07425
AT1G04920.1.1;Carubv10008160m;0.02057;0.2373;0.0867
AT1G04930.1.1;Carubv10009801m;0.1248;0.2132;0.5853
AT1G04945.3.1;Carubv10011153m;0.05521;0.2642;0.209
AT1G04950.3.1;Carubv10008770m;0.03618;0.1813;0.1995
AT1G04960.1.1;Carubv10012006m;0.04237;0.2631;0.1611
AT1G04970.1.1;Carubv10008924m;0.04626;0.2122;0.218
AT1G04980.1.1;Carubv10012209m;0.04376;0.185;0.2365
AT1G04985.1.1;Carubv10012011m;0.01923;0.248;0.07753
AT1G04990.6.1;Carubv10009335m;0.08406;0.2216;0.3793
AT1G05000.1.1;Carubv10010108m;0.05355;0.2817;0.1901
AT1G05000.2.1;Carubv10009961m;0.05666;0.2736;0.2071
AT1G05010.1.1;Carubv10009749m;0.02969;0.2292;0.1296
AT1G05020.1.1;Carubv10008537m;0.05112;0.2797;0.1827
AT1G05040.1.1;Carubv10011812m;0.2164;0.382;0.5665
AT1G05055.1.1;Carubv10009246m;0.02354;0.3029;0.0777
AT1G05060.1.1;Carubv10010084m;0.04142;0.2371;0.1747
AT1G05065.1.1;Carubv10010777m;0.1298;0.2925;0.4437
AT1G05070.1.1;Carubv10010412m;0.04391;0.1727;0.2543
AT1G05080.1.1;Carubv10011452m;0.14;0.2194;0.6382
AT1G05100.1.1;Carubv10009674m;0.07677;0.2501;0.3069
AT1G05120.1.1;Carubv10008314m;0.05075;0.2493;0.2036
AT1G05140.1.1;Carubv10011717m;0.04674;0.2579;0.1813
AT1G05150.1.1;Carubv10012243m;0.0092;0.2526;0.03642
AT1G05160.2.1;Carubv10008960m;0.03462;0.2025;0.171
AT1G05180.1.1;Carubv10008715m;0.04946;0.3014;0.1641
AT1G05190.1.1;Carubv10010237m;0.005469;0.3001;0.01822
AT1G05200.6.1;Carubv10008223m;0.04117;0.2385;0.1726
AT1G05205.1.1;Carubv10010747m;0.01823;0.3193;0.05709
AT1G05210.1.1;Carubv10010479m;0.03475;0.2146;0.162
AT1G05230.12.1;Carubv10008621m;0.01395;0.2339;0.05964
AT1G05250.1.1;Carubv10012652m;0.1604;0.5455;0.2941
AT1G05260.1.1;Carubv10009829m;0.01635;0.3011;0.0543
AT1G05270.1.1;Carubv10012564m;0.02893;0.2391;0.121
AT1G05280.1.1;Carubv10012119m;0.06481;0.2753;0.2354
AT1G05290.1.1;Carubv10011948m;0.1654;0.2881;0.5742
AT1G05291.1.1;Carubv10011853m;0.2398;0.2098;1.143
AT1G05300.1.1;Carubv10009542m;0.04837;0.319;0.1516
AT1G05310.1.1;Carubv10011085m;0.04141;0.3757;0.1102
AT1G05320.9.1;Carubv10011474m;0.07278;0.1943;0.3747
AT1G05330.1.1;Carubv10012259m;0.1789;0.2852;0.6272
AT1G05340.1.1;Carubv10010816m;0.08657;0.2925;0.2959
AT1G05350.1.1;Carubv10009195m;0.02266;0.1974;0.1148
AT1G05360.1.1;Carubv10009268m;0.03744;0.2375;0.1577
AT1G05370.1.1;Carubv10009204m;0.01503;0.319;0.04713
AT1G05380.3.1;Carubv10008137m;0.08027;0.1976;0.4062
AT1G05385.1.1;Carubv10011658m;0.07757;0.199;0.3899
AT1G05410.1.1;Carubv10009042m;0.07768;0.2313;0.3359
AT1G05420.2.1;Carubv10010861m;0.05133;0.256;0.2005
AT1G05430.1.1;Carubv10010009m;0.1152;0.2962;0.3889
AT1G05440.1.1;Carubv10012616m;0.1179;0.3318;0.3553
AT1G05450.2.1;Carubv10010889m;0.1584;0.2868;0.5521
AT1G05460.1.1;Carubv10008170m;0.04393;0.251;0.175
