query_id;subject_id;dN;dS;dNdS
AT1G02330.1.1;MA_18403g0010;0.3247;NA;NA
AT1G02410.3.1;MA_121485g0010;0.4397;NA;NA
AT1G02420.1.1;MA_10219080g0010;0.352;2.777;0.1268
AT1G02680.1.1;MA_97822g0010;0.1901;2.314;0.08214
AT1G02840.5.1;MA_141465g0010;0.2258;NA;NA
AT1G02850.2.1;MA_139193g0010;0.4146;NA;NA
AT1G02860.1.1;MA_174344g0010;0.32;NA;NA
AT1G02870.1.1;MA_86593g0010;0.427;NA;NA
AT1G02880.4.1;MA_41457g0010;0.3492;NA;NA
AT1G02910.2.1;MA_8804338g0010;0.1294;2.301;0.05624
AT1G02960.1.1;MA_10436749g0010;0.9279;NA;NA
AT1G02970.1.1;MA_53801g0010;0.544;2.919;0.1864
AT1G03000.1.1;MA_10430906g0010;0.3002;5.465;0.05494
AT1G03010.1.1;MA_16441g0010;0.3382;2.529;0.1337
AT1G03060.2.1;MA_12084g0010;0.2427;2.301;0.1055
AT1G03070.3.1;MA_43661g0010;0.2506;NA;NA
AT1G03080.3.1;MA_102054g0010;0.7034;NA;NA
AT1G03100.1.1;MA_118036g0010;0.5097;NA;NA
AT1G03130.1.1;MA_9169733g0010;0.1487;NA;NA
AT1G03140.1.1;MA_158706g0010;0.2844;2.467;0.1153
AT1G03150.1.1;MA_3551g0010;0.2097;NA;NA
AT1G03160.1.1;MA_10429346g0010;0.5435;NA;NA
AT1G03160.3.1;MA_10432432g0010;0.5269;NA;NA
AT1G03180.5.1;MA_135045g0010;0.5798;NA;NA
AT1G03190.2.1;MA_81831g0010;0.2506;1.879;0.1334
AT1G03220.1.1;MA_29396g0010;0.4918;NA;NA
AT1G03250.1.1;MA_108957g0010;0.4605;NA;NA
AT1G03280.3.1;MA_10431524g0010;0.4463;NA;NA
AT1G03290.5.1;MA_182125g0010;0.6046;NA;NA
AT1G03330.1.1;MA_790392g0010;0.2066;NA;NA
AT1G03350.1.1;MA_25230g0020;0.4416;3.076;0.1435
AT1G03360.1.1;MA_10425834g0010;0.3731;2.013;0.1854
AT1G03370.2.1;MA_99930g0010;0.3688;2.601;0.1418
AT1G03390.1.1;MA_314327g0010;0.4448;NA;NA
AT1G03440.1.1;MA_29255g0010;0.3797;NA;NA
AT1G03475.1.1;MA_73740g0010;0.3192;NA;NA
AT1G03530.1.1;MA_127987g0010;0.6304;NA;NA
AT1G03560.1.1;MA_42116g0010;0.4183;NA;NA
AT1G03600.1.1;MA_388691g0010;0.6514;NA;NA
AT1G03650.1.1;MA_20140g0010;0.3295;NA;NA
AT1G03687.1.1;MA_5363215g0010;0.2354;2.531;0.09299
AT1G03750.1.1;MA_10436603g0020;0.2407;2.489;0.09671
AT1G03760.1.1;MA_709205g0010;0.4176;NA;NA
AT1G03780.2.1;MA_55991g0010;0.4683;NA;NA
AT1G03840.1.1;MA_10430013g0020;0.4966;NA;NA
AT1G03900.1.1;MA_10426273g0010;0.2007;NA;NA
AT1G03905.4.1;MA_138770g0010;0.2261;NA;NA
AT1G03910.1.1;MA_10425940g0010;0.2062;NA;NA
AT1G04010.1.1;MA_10435645g0020;0.2442;NA;NA
AT1G04040.1.1;MA_948726g0010;0.4438;NA;NA
AT1G04080.4.1;MA_6626g0010;0.296;2.107;0.1405
AT1G04110.1.1;MA_494121g0010;0.4026;NA;NA
AT1G04130.1.1;MA_158965g0010;0.2817;NA;NA
AT1G04140.1.1;MA_10428045g0010;0.3753;2.456;0.1528
AT1G04170.2.1;MA_6993g0010;0.08973;NA;NA
AT1G04190.1.1;MA_9519739g0010;0.254;NA;NA
AT1G04200.3.1;MA_47390g0010;0.2163;NA;NA
AT1G04210.1.1;MA_10435548g0010;0.5395;NA;NA
AT1G04230.1.1;MA_185184g0010;0.367;NA;NA
AT1G04290.1.1;MA_764920g0010;0.2285;NA;NA
AT1G04300.1.1;MA_10434493g0010;0.2925;2.609;0.1121
AT1G04340.1.1;MA_132354g0010;0.3227;2.219;0.1454
AT1G04390.1.1;MA_19837g0020;0.5859;NA;NA
AT1G04410.1.1;MA_10436068g0010;0.08133;1.968;0.04132
AT1G04420.1.1;MA_10433813g0010;0.2148;3.036;0.07076
AT1G04510.1.1;MA_20260g0010;0.188;2.484;0.07567
AT1G04560.1.1;MA_8902028g0010;0.2779;NA;NA
AT1G04580.1.1;MA_10437199g0010;0.3584;NA;NA
AT1G04590.1.1;MA_10436935g0010;0.3471;1.574;0.2206
AT1G04620.1.1;MA_9928769g0020;0.1687;2.412;0.06995
AT1G04640.2.1;MA_10427857g0010;0.2554;1.895;0.1348
AT1G04650.2.1;MA_450197g0010;0.6223;NA;NA
AT1G04690.1.1;MA_10425964g0010;0.2508;NA;NA
AT1G04700.2.1;MA_7306066g0010;0.2445;NA;NA
AT1G04730.4.1;MA_10428330g0010;0.4932;NA;NA
AT1G04760.2.1;MA_94963g0010;0.1007;2.009;0.05013
AT1G04790.1.1;MA_12188g0010;0.3441;NA;NA
AT1G04830.3.1;MA_10434298g0010;0.2612;NA;NA
AT1G04850.2.1;MA_10428035g0020;0.2117;1.917;0.1105
AT1G04870.1.1;MA_10433692g0010;0.4408;NA;NA
AT1G04870.2.1;MA_165947g0010;0.2248;NA;NA
AT1G04880.1.1;MA_2809g0010;0.4537;2.598;0.1746
AT1G04900.1.1;MA_699180g0010;0.249;NA;NA
AT1G04920.1.1;MA_103595g0010;0.2954;NA;NA
AT1G04940.1.1;MA_20216g0010;0.4014;NA;NA
AT1G04950.3.1;MA_10433952g0010;0.4763;2.777;0.1715
AT1G04960.1.1;MA_335371g0010;0.3911;NA;NA
AT1G04970.1.1;MA_10437215g0010;0.4508;NA;NA
AT1G04985.1.1;MA_126558g0010;0.3967;NA;NA
AT1G05000.1.1;MA_10430435g0010;0.2837;NA;NA
AT1G05000.3.1;MA_10434045g0010;0.3877;1.829;0.212
AT1G05055.1.1;MA_957334g0010;0.3101;NA;NA
AT1G05060.1.1;MA_10435358g0010;0.3438;2.318;0.1483
AT1G05070.1.1;MA_881995g0010;0.2342;2.5;0.09367
AT1G05087.1.1;MA_10436635g0020;0.5923;2.167;0.2733
AT1G05120.1.1;MA_42020g0010;0.3071;2.832;0.1084
AT1G05150.1.1;MA_66164g0010;0.2279;3.142;0.07252
AT1G05170.2.1;MA_4402g0010;0.1978;2.385;0.08293
AT1G05180.1.1;MA_10312961g0010;0.2701;2.095;0.1289
AT1G05190.1.1;MA_65574g0010;0.5078;1.125;0.4513
AT1G05210.1.1;MA_107218g0010;0.4933;1.66;0.2972
AT1G05260.1.1;MA_41416g0010;0.3164;1.604;0.1972
AT1G05270.1.1;MA_9936318g0010;0.2776;2.535;0.1095
AT1G05300.1.1;MA_189319g0010;0.3961;3.359;0.1179
AT1G05310.1.1;MA_181657g0020;0.3725;NA;NA
AT1G05350.1.1;MA_10427922g0010;0.2956;NA;NA
AT1G05370.1.1;MA_10271g0010;0.4459;NA;NA
AT1G05380.3.1;MA_14500g0010;0.5811;NA;NA
AT1G05385.1.1;MA_8647620g0010;0.3346;NA;NA
AT1G05410.1.1;MA_10433214g0030;0.5286;NA;NA
AT1G05430.1.1;MA_441865g0010;0.836;NA;NA
AT1G05440.1.1;MA_561472g0010;0.5504;NA;NA
AT1G05460.2.1;MA_10434025g0010;0.8691;NA;NA
AT1G05470.2.1;MA_29682g0010;0.2757;NA;NA
AT1G05490.1.1;MA_15897g0010;0.5222;NA;NA
AT1G05500.2.1;MA_41664g0010;0.2914;NA;NA
AT1G05510.1.1;MA_424011g0020;0.4555;NA;NA
AT1G05577.1.1;MA_3651g0010;0.6357;NA;NA
AT1G05590.3.1;MA_92690g0010;0.3262;NA;NA
AT1G05600.3.1;MA_90107g0010;0.6028;NA;NA
AT1G05620.1.1;MA_26307g0010;0.3005;NA;NA
AT1G05630.3.1;MA_10431121g0010;0.4952;NA;NA
AT1G05670.3.1;MA_90177g0010;0.5163;NA;NA
AT1G05675.1.1;MA_10428368g0020;0.5407;NA;NA
AT1G05720.1.1;MA_58239g0010;0.2277;2.038;0.1117
AT1G05790.4.1;MA_10430637g0010;0.2851;1.803;0.1581
AT1G05835.1.1;MA_9694271g0010;0.5776;NA;NA
AT1G05850.2.1;MA_10435764g0010;0.2601;1.75;0.1486
AT1G05870.9.1;MA_10824g0010;0.3554;NA;NA
AT1G05910.1.1;MA_10432357g0010;0.2432;3.755;0.06478
AT1G05940.2.1;MA_10436702g0010;0.2583;2.112;0.1223
AT1G05970.2.1;MA_9884g0010;0.4655;2.107;0.221
AT1G06050.1.1;MA_9582908g0010;0.3035;NA;NA
AT1G06060.2.1;MA_10429051g0010;0.2786;2.38;0.1171
AT1G06070.1.1;MA_6407g0010;0.4076;NA;NA
AT1G06110.3.1;MA_127071g0010;0.2192;1.449;0.1513
AT1G06220.3.1;MA_931263g0010;0.1466;NA;NA
AT1G06230.4.1;MA_18020g0010;0.421;NA;NA
AT1G06240.1.1;MA_10432484g0010;0.23;1.496;0.1537
AT1G06270.1.1;MA_5699g0010;0.7408;NA;NA
AT1G06290.1.1;MA_4442g0010;0.2304;NA;NA
AT1G06440.1.1;MA_118270g0010;0.4028;NA;NA
AT1G06460.1.1;MA_10429055g0010;0.5741;NA;NA
AT1G06470.4.1;MA_10432840g0010;0.3556;NA;NA
AT1G06500.4.1;MA_175782g0020;0.5916;1.937;0.3054
AT1G06510.1.1;MA_10257361g0010;0.7642;NA;NA
AT1G06515.2.1;MA_41274g0010;0.26;NA;NA
AT1G06550.1.1;MA_105804g0010;0.3299;NA;NA
AT1G06560.1.1;MA_10437118g0010;0.3364;2.217;0.1517
AT1G06570.2.1;MA_77821g0010;0.6177;NA;NA
AT1G06590.1.1;MA_1729g0010;0.2703;1.643;0.1645
AT1G06680.1.1;MA_3005g0010;0.2869;2.188;0.1311
AT1G06690.1.1;MA_668159g0010;0.4461;NA;NA
AT1G06720.2.1;MA_1023g0010;0.2629;NA;NA
AT1G06730.1.1;MA_10426046g0010;0.4801;NA;NA
AT1G06790.2.1;MA_361074g0020;0.4535;NA;NA
AT1G06800.1.1;MA_10432434g0010;0.3734;NA;NA
AT1G06820.1.1;MA_10436461g0010;0.1403;1.521;0.09221
AT1G06890.3.1;MA_941767g0010;0.1355;1.864;0.07268
AT1G06900.1.1;MA_10436407g0010;0.3767;NA;NA
AT1G06920.1.1;MA_23257g0010;0.61;NA;NA
AT1G06950.1.1;MA_76221g0010;0.2575;NA;NA
AT1G07020.1.1;MA_17594g0010;0.6472;NA;NA
AT1G07030.1.1;MA_11258g0010;0.3191;NA;NA
AT1G07040.1.1;MA_10436799g0010;0.3055;1.754;0.1742
AT1G07080.1.1;MA_8708140g0010;0.3901;1.905;0.2048
AT1G07090.1.1;MA_12926g0010;0.3087;NA;NA
AT1G07110.1.1;MA_271856g0010;0.06543;2.436;0.02686
AT1G07130.1.1;MA_98424g0010;0.5321;NA;NA
AT1G07160.1.1;MA_10426697g0020;0.3766;NA;NA
AT1G07210.1.1;MA_35405g0010;0.4821;3.213;0.15
AT1G07220.1.1;MA_53054g0010;0.3298;NA;NA
AT1G07230.1.1;MA_10432139g0010;0.2451;NA;NA
AT1G07280.3.1;MA_112570g0010;0.4406;NA;NA
AT1G07290.1.1;MA_10426135g0010;0.1843;2.115;0.08714
AT1G07350.6.1;MA_89416g0010;0.3767;NA;NA
AT1G07360.1.1;MA_19607g0010;0.2129;2.777;0.07665
AT1G07370.1.1;MA_83835g0010;0.08601;NA;NA
AT1G07380.2.1;MA_135684g0020;0.2259;NA;NA
AT1G07420.2.1;MA_1617g0010;0.08897;1.626;0.0547
AT1G07480.2.1;MA_10427845g0010;0.5867;NA;NA
AT1G07510.1.1;MA_10433799g0010;0.2745;NA;NA
AT1G07590.1.1;MA_58210g0010;0.4078;3.003;0.1358
AT1G07615.1.1;MA_10437075g0040;0.4327;NA;NA
AT1G07645.1.1;MA_162307g0010;0.2651;1.994;0.1329
AT1G07700.4.1;MA_255552g0010;0.4573;NA;NA
AT1G07705.2.1;MA_102279g0010;0.3602;NA;NA
AT1G07740.1.1;MA_525159g0010;0.5499;NA;NA
AT1G07830.1.1;MA_10431503g0010;0.1962;2.245;0.08738
AT1G07840.3.1;MA_182869g0010;0.394;NA;NA
AT1G07900.1.1;MA_55357g0010;0.4051;NA;NA
AT1G07910.1.1;MA_10436133g0010;0.2221;2.081;0.1067
AT1G07960.4.1;MA_10434284g0010;0.2372;4.037;0.05875
AT1G07970.1.1;MA_25177g0010;0.3708;1.905;0.1947
AT1G07980.1.1;MA_112051g0010;0.4234;2.368;0.1788
AT1G07990.1.1;MA_10435320g0020;0.2984;2.616;0.1141
AT1G08030.2.1;MA_10431116g0010;0.4624;NA;NA
AT1G08080.1.1;MA_10432594g0010;0.4049;NA;NA
AT1G08110.4.1;MA_9390106g0010;0.3651;NA;NA
AT1G08190.1.1;MA_10428493g0020;0.2266;2.271;0.09978
AT1G08200.1.1;MA_183913g0010;0.08653;1.895;0.04567
AT1G08220.2.1;MA_701381g0010;0.2237;NA;NA
AT1G08230.2.1;MA_103912g0010;0.3057;2.674;0.1143
AT1G08250.1.1;MA_7947g0030;0.16;NA;NA
AT1G08260.1.1;MA_88369g0010;0.1457;3.206;0.04545
AT1G08280.1.1;MA_180941g0010;0.4571;NA;NA
AT1G08315.1.1;MA_196504g0010;0.5476;NA;NA
AT1G08320.4.1;MA_130907g0010;0.3848;NA;NA
AT1G08360.1.1;MA_71921g0010;0.08652;2.682;0.03225
AT1G08370.1.1;MA_10436574g0020;0.4056;3.001;0.1352
AT1G08380.1.1;MA_893g0010;0.4093;1.613;0.2538
AT1G08390.1.1;MA_10431315g0010;0.3092;NA;NA
AT1G08410.1.1;MA_9324236g0010;0.3092;NA;NA
AT1G08450.1.1;MA_139086g0010;0.23;NA;NA
AT1G08460.1.1;MA_121026g0010;0.2361;1.885;0.1253
AT1G08480.1.1;MA_449845g0010;0.3796;1.727;0.2199
AT1G08490.1.1;MA_5859g0010;0.3624;NA;NA
AT1G08500.1.1;MA_94496g0010;0.5493;2.213;0.2482
AT1G08510.1.1;MA_8456588g0010;0.4661;NA;NA
AT1G08520.1.1;MA_633813g0010;0.1559;NA;NA
AT1G08530.1.1;MA_69471g0010;0.3299;NA;NA
AT1G08540.1.1;MA_10429585g0010;0.5269;NA;NA
AT1G08550.3.1;MA_10426812g0010;0.184;2.522;0.07293
AT1G08570.2.1;MA_41196g0010;0.4257;1.277;0.3333
AT1G08580.1.1;MA_201307g0010;0.4544;NA;NA
AT1G08600.1.1;MA_40985g0010;0.3288;2.858;0.115
AT1G08620.3.1;MA_10434186g0010;0.5451;NA;NA
AT1G08640.1.1;MA_7903491g0010;0.429;2.977;0.1441
AT1G08700.1.1;MA_474310g0010;0.4385;NA;NA
AT1G08750.3.1;MA_166588g0010;0.03594;3.352;0.01072
AT1G08760.1.1;MA_39811g0010;0.4051;NA;NA
AT1G08780.1.1;MA_10433612g0010;0.2046;NA;NA
AT1G08830.2.1;MA_10431443g0010;0.3433;1.621;0.2117
AT1G08840.5.1;MA_35265g0010;0.2464;2.181;0.113
AT1G08845.3.1;MA_13210g0010;0.2175;2.171;0.1002
AT1G08980.1.1;MA_10431164g0010;0.216;NA;NA
AT1G09000.1.1;MA_10434470g0010;0.3662;3.019;0.1213
AT1G09010.1.1;MA_10427468g0010;0.2103;2.783;0.07557
AT1G09020.1.1;MA_11113g0010;0.2348;2.536;0.09259
AT1G09070.1.1;MA_10076142g0010;0.4921;NA;NA
AT1G09150.1.1;MA_8748023g0010;0.1475;NA;NA
AT1G09155.1.1;MA_10434357g0020;0.5068;1.678;0.3021
AT1G09195.6.1;MA_10431992g0010;0.5492;NA;NA
AT1G09210.1.1;MA_116011g0010;0.1567;1.074;0.1459
AT1G09230.2.1;MA_181629g0010;0.4526;NA;NA
AT1G09280.1.1;MA_2167g0010;0.4418;NA;NA
AT1G09290.1.1;MA_10436469g0010;0.6883;1.783;0.3861
AT1G09300.1.1;MA_8401646g0010;0.1416;NA;NA
AT1G09320.1.1;MA_10134770g0010;0.3455;NA;NA
AT1G09330.1.1;MA_10435880g0030;0.2019;1.14;0.1771
AT1G09340.1.1;MA_885264g0010;0.2514;NA;NA
AT1G09450.1.1;MA_20081g0010;0.3426;NA;NA
AT1G09520.1.1;MA_5185g0010;0.8057;1.161;0.6939
AT1G09530.6.1;MA_26114g0010;0.615;NA;NA
AT1G09560.1.1;MA_3366g0010;0.3328;NA;NA
AT1G09610.1.1;MA_10430239g0010;0.3991;NA;NA
AT1G09620.1.1;MA_66020g0010;0.2133;NA;NA
AT1G09630.1.1;MA_10430522g0010;0.1183;NA;NA
AT1G09640.1.1;MA_45916g0010;0.1572;1.533;0.1026
AT1G09680.1.1;MA_10426810g0010;0.4944;NA;NA
AT1G09700.2.1;MA_10435465g0010;0.4261;NA;NA
AT1G09710.4.1;MA_204061g0010;0.4242;NA;NA
AT1G09760.1.1;MA_764890g0010;0.1852;NA;NA
AT1G09770.1.1;MA_115846g0010;0.2072;NA;NA
AT1G09780.1.1;MA_10436480g0020;0.1258;2.158;0.0583
AT1G09795.1.1;MA_7970276g0010;0.2093;1.787;0.1171
AT1G09800.2.1;MA_516941g0010;0.2135;NA;NA
AT1G09815.1.1;MA_202491g0010;0.4787;1.062;0.4507
AT1G09820.1.1;MA_10483g0010;0.5233;NA;NA
AT1G09830.1.1;MA_10431187g0010;0.2057;NA;NA
AT1G09870.1.1;MA_9324983g0010;0.353;NA;NA
AT1G09880.1.1;MA_10434775g0010;0.3177;NA;NA
AT1G09900.1.1;MA_38735g0020;0.409;2.399;0.1705
AT1G09910.3.1;MA_10429122g0010;0.3527;NA;NA
AT1G09920.1.1;MA_10436883g0010;0.3049;5.238;0.05821
AT1G09970.1.1;MA_164615g0010;0.4637;NA;NA
AT1G10000.1.1;MA_114318g0010;0.6945;3.165;0.2194
AT1G10020.1.1;MA_25897g0010;0.3451;NA;NA
AT1G10030.1.1;MA_10435589g0010;0.1785;1.819;0.09815
AT1G10095.2.1;MA_466566g0010;0.6534;NA;NA
AT1G10150.1.1;MA_9350851g0010;0.471;NA;NA
AT1G10170.3.1;MA_43386g0010;0.48;NA;NA
AT1G10200.1.1;MA_20195g0010;0.2204;2.208;0.09984
AT1G10210.3.1;MA_10428223g0010;0.228;NA;NA
AT1G10220.1.1;MA_51764g0010;0.9407;NA;NA
AT1G10310.1.1;MA_90733g0020;0.2608;NA;NA
AT1G10320.2.1;MA_118860g0010;0.4751;NA;NA
AT1G10360.1.1;MA_90778g0010;0.4836;NA;NA
AT1G10380.1.1;MA_10436612g0010;0.5349;1.861;0.2875
AT1G10390.3.1;MA_62342g0010;0.3067;NA;NA
AT1G10410.1.1;MA_10427769g0010;0.1742;2.687;0.06483
AT1G10430.2.1;MA_40614g0010;0.06815;NA;NA
AT1G10460.1.1;MA_10429090g0010;0.4279;NA;NA
AT1G10490.2.1;MA_10435179g0010;0.1825;1.732;0.1054
AT1G10500.1.1;MA_10430174g0010;0.3327;NA;NA
AT1G10510.1.1;MA_82347g0010;0.1941;2.085;0.09309
AT1G10520.1.1;MA_9222071g0010;0.2084;2.262;0.09213
AT1G10550.1.1;MA_2873g0010;0.4497;NA;NA
AT1G10580.1.1;MA_10432915g0010;0.1352;NA;NA
AT1G10600.2.1;MA_12198g0010;0.4712;NA;NA
AT1G10650.1.1;MA_126765g0010;0.4029;NA;NA
AT1G10670.4.1;MA_48286g0010;0.1034;2.31;0.04476
AT1G10740.2.1;MA_10430253g0020;0.2794;NA;NA
AT1G10740.4.1;MA_135963g0010;0.4358;NA;NA
AT1G10750.1.1;MA_1134g0010;0.251;NA;NA
AT1G10760.3.1;MA_10437083g0020;0.3323;NA;NA
AT1G10800.2.1;MA_37355g0010;0.6314;NA;NA
AT1G10830.1.1;MA_10433842g0010;0.3578;NA;NA
AT1G10840.1.1;MA_32338g0010;0.1318;2.283;0.0577
AT1G10890.4.1;MA_120059g0010;0.2937;NA;NA
AT1G10910.1.1;MA_10436335g0010;0.3921;2.564;0.1529
AT1G10930.1.1;MA_10436537g0010;0.347;NA;NA
AT1G10940.1.1;MA_19316g0010;0.1597;NA;NA
AT1G10950.1.1;MA_18884g0010;0.04855;1.914;0.02537
AT1G10970.2.1;MA_140715g0010;0.2993;2.96;0.1011
AT1G11020.1.1;MA_10434270g0010;0.1499;NA;NA
AT1G11050.1.1;MA_94366g0010;0.4645;NA;NA
AT1G11060.1.1;MA_10428481g0010;0.6149;NA;NA
AT1G11080.2.1;MA_769g0010;0.3133;NA;NA
AT1G11120.2.1;MA_12408g0010;0.4525;NA;NA
AT1G11170.7.1;MA_10427786g0010;0.2845;NA;NA
AT1G11200.1.1;MA_104378g0010;0.2043;NA;NA
AT1G11240.1.1;MA_10427176g0010;0.5648;NA;NA
AT1G11290.1.1;MA_4438g0010;0.4879;NA;NA
AT1G11320.1.1;MA_10435921g0020;0.6104;2.363;0.2583
AT1G11360.4.1;MA_10429928g0010;0.2385;2.458;0.09704
AT1G11380.1.1;MA_19288g0010;0.3352;2.547;0.1316
AT1G11390.1.1;MA_10436088g0010;0.2861;1.525;0.1876
AT1G11400.6.1;MA_54542g0010;0.3163;NA;NA
AT1G11430.1.1;MA_123833g0010;0.3839;2.038;0.1884
AT1G11440.1.1;MA_10431462g0010;0.9011;NA;NA
AT1G11480.1.1;MA_10434038g0010;0.4866;NA;NA
AT1G11530.1.1;MA_164160g0010;0.3721;1.421;0.2618
AT1G11545.1.1;MA_81735g0010;0.3458;1.83;0.1889
AT1G11580.1.1;MA_9367g0020;0.4433;NA;NA
AT1G11680.1.1;MA_10432555g0010;0.1465;NA;NA
AT1G11720.2.1;MA_10437241g0010;0.3865;NA;NA
AT1G11750.1.1;MA_55906g0010;0.1705;2.943;0.05794
AT1G11755.1.1;MA_6782990g0010;0.7094;2.971;0.2388
AT1G11780.1.1;MA_10430117g0010;0.4052;NA;NA
AT1G11790.1.1;MA_339590g0010;0.2293;NA;NA
AT1G11800.1.1;MA_10429451g0010;0.4522;NA;NA
AT1G11840.4.1;MA_10436511g0010;0.1369;1.786;0.07666
AT1G11860.2.1;MA_10429284g0010;0.1399;2.414;0.05795
AT1G11870.3.1;MA_10434176g0010;0.1793;2.379;0.07537
AT1G11880.2.1;MA_93868g0010;0.3795;NA;NA
AT1G11880.3.1;MA_10427477g0010;0.4279;2.408;0.1777
AT1G11890.1.1;MA_10434866g0010;0.1062;1.951;0.05441
AT1G11910.2.1;MA_9930g0010;0.2548;1.726;0.1476
AT1G11915.1.1;MA_104588g0010;0.4377;NA;NA
AT1G11950.3.1;MA_491986g0010;0.4253;NA;NA
AT1G12050.1.1;MA_500971g0010;0.3292;1.057;0.3115
AT1G12060.1.1;MA_10430846g0020;0.6953;NA;NA
AT1G12140.2.1;MA_9213257g0010;0.4411;NA;NA
AT1G12230.1.1;MA_10261101g0010;0.301;NA;NA
AT1G12244.1.1;MA_8469392g0010;0.5311;NA;NA
AT1G12260.1.1;MA_6777g0010;0.3245;NA;NA
AT1G12310.1.1;MA_335961g0010;0.2673;NA;NA
AT1G12360.1.1;MA_10427904g0020;0.2129;2.729;0.07803
AT1G12370.1.1;MA_10437143g0010;0.349;NA;NA
AT1G12410.1.1;MA_1048g0020;0.2773;2.273;0.122
AT1G12460.1.1;MA_130244g0010;0.3877;2.805;0.1382
AT1G12470.1.1;MA_10431730g0010;0.1238;NA;NA
AT1G12480.1.1;MA_10428033g0010;0.3721;NA;NA
AT1G12520.1.1;MA_10437032g0010;0.209;1.605;0.1303
AT1G12560.1.1;MA_45587g0020;0.2532;2.555;0.09908
AT1G12570.1.1;MA_10432967g0010;0.2665;NA;NA
AT1G12600.1.1;MA_76229g0010;0.1531;1.559;0.09815
AT1G12640.1.1;MA_10433897g0010;0.2314;NA;NA
AT1G12650.4.1;MA_397909g0010;0.2556;NA;NA
AT1G12680.1.1;MA_8587931g0010;0.3869;NA;NA
AT1G12740.2.1;MA_67380g0010;0.3325;NA;NA
AT1G12770.2.1;MA_495935g0010;0.347;NA;NA
AT1G12780.1.1;MA_10428611g0010;0.1464;2.009;0.07286
AT1G12790.1.1;MA_1731g0010;0.3857;1.964;0.1964
