query_id;subject_id;dN;dS;dNdS
Carubv10000119m;Bradi4g30540.1;0.1185;NA;NA
Carubv10000122m;Bradi3g44690.3;0.2694;NA;NA
Carubv10000123m;Bradi3g20200.3;0.4863;2.629;0.185
Carubv10000124m;Bradi4g44901.1;0.5429;NA;NA
Carubv10000128m;Bradi4g38140.4;0.1924;1.887;0.102
Carubv10000132m;Bradi1g37960.1;0.4967;NA;NA
Carubv10000136m;Bradi1g26317.2;0.3592;2.828;0.127
Carubv10000137m;Bradi3g28930.3;0.2242;1.901;0.1179
Carubv10000138m;Bradi2g42310.2;0.3926;NA;NA
Carubv10000140m;Bradi3g27790.2;0.4133;2.093;0.1975
Carubv10000142m;Bradi1g36340.1;0.1626;NA;NA
Carubv10000145m;Bradi1g52110.1;0.5981;NA;NA
Carubv10000146m;Bradi2g31830.4;0.2819;2.03;0.1388
Carubv10000147m;Bradi1g44530.1;0.2162;3.024;0.0715
Carubv10000148m;Bradi2g01504.1;0.1821;1.724;0.1056
Carubv10000149m;Bradi1g56890.1;0.1599;NA;NA
Carubv10000151m;Bradi1g16190.1;0.1108;2.88;0.03849
Carubv10000153m;Bradi5g00540.1;0.331;2.164;0.1529
Carubv10000154m;Bradi2g26910.9;0.4914;NA;NA
Carubv10000155m;Bradi2g07677.1;0.5989;NA;NA
Carubv10000156m;Bradi4g16040.1;0.2522;2.291;0.1101
Carubv10000157m;Bradi1g42320.3;0.3835;1.885;0.2035
Carubv10000158m;Bradi1g28507.1;0.7179;NA;NA
Carubv10000161m;Bradi2g11830.1;0.3726;3.061;0.1217
Carubv10000163m;Bradi2g12680.3;0.3275;NA;NA
Carubv10000164m;Bradi1g64420.1;0.4611;NA;NA
Carubv10000165m;Bradi3g47472.2;0.4004;2.453;0.1632
Carubv10000168m;Bradi1g30580.1;0.1999;2.256;0.08861
Carubv10000169m;Bradi5g13170.4;0.465;NA;NA
Carubv10000170m;Bradi5g15930.4;0.3485;1.835;0.1899
Carubv10000175m;Bradi3g38560.3;0.3745;NA;NA
Carubv10000176m;Bradi1g56040.2;0.5004;NA;NA
Carubv10000177m;Bradi4g41810.4;0.5295;NA;NA
Carubv10000178m;Bradi4g36300.1;0.5129;2.369;0.2165
Carubv10000179m;Bradi2g25527.2;0.2789;NA;NA
Carubv10000180m;Bradi1g44930.1;0.418;NA;NA
Carubv10000181m;Bradi1g28660.1;0.3901;2.421;0.1611
Carubv10000182m;Bradi1g62940.1;0.2487;2.132;0.1166
Carubv10000183m;Bradi1g55640.1;0.2447;NA;NA
Carubv10000184m;Bradi1g72790.1;0.2897;NA;NA
Carubv10000185m;Bradi3g08260.1;0.4094;NA;NA
Carubv10000186m;Bradi4g33520.1;0.5347;NA;NA
Carubv10000187m;Bradi1g28280.1;0.4918;NA;NA
Carubv10000188m;Bradi2g13730.2;0.3008;2.9;0.1037
Carubv10000190m;Bradi2g12090.1;0.2025;2.022;0.1002
Carubv10000191m;Bradi5g12820.2;0.5673;NA;NA
Carubv10000192m;Bradi4g27417.4;0.4949;NA;NA
Carubv10000193m;Bradi5g20040.1;0.2826;1.787;0.1581
Carubv10000194m;Bradi1g62030.3;0.2503;1.979;0.1265
Carubv10000195m;Bradi3g07877.4;0.5168;NA;NA
Carubv10000196m;Bradi4g01310.2;0.3951;2.745;0.1439
Carubv10000197m;Bradi5g26190.5;0.3983;2.142;0.1859
Carubv10000198m;Bradi3g07047.1;0.36;NA;NA
Carubv10000200m;Bradi1g65860.1;0.4812;2.815;0.171
Carubv10000201m;Bradi1g26560.1;0.2067;NA;NA
Carubv10000205m;Bradi3g36277.1;0.4287;NA;NA
Carubv10000207m;Bradi2g35707.5;0.4153;3.732;0.1113
Carubv10000209m;Bradi4g40340.1;0.3402;2.348;0.1449
Carubv10000211m;Bradi5g12976.2;0.719;NA;NA
Carubv10000212m;Bradi1g13450.1;0.2524;2.285;0.1105
Carubv10000213m;Bradi1g62850.3;0.4128;NA;NA
Carubv10000214m;Bradi1g19820.1;0.3525;NA;NA
Carubv10000215m;Bradi3g02997.1;0.6502;NA;NA
Carubv10000216m;Bradi4g04280.1;0.6963;NA;NA
Carubv10000217m;Bradi2g44070.2;0.161;2.429;0.0663
Carubv10000220m;Bradi1g61790.1;0.4754;NA;NA
Carubv10000223m;Bradi1g47050.1;0.3146;NA;NA
Carubv10000224m;Bradi3g42680.1;0.3315;2.256;0.1469
Carubv10000227m;Bradi2g31210.3;0.5853;NA;NA
Carubv10000229m;Bradi2g33682.2;0.1614;2.364;0.06827
Carubv10000230m;Bradi2g50610.1;0.2135;3.4;0.06278
Carubv10000232m;Bradi3g60140.3;0.3167;NA;NA
Carubv10000234m;Bradi4g34880.1;0.1863;3.057;0.06096
Carubv10000235m;Bradi5g09170.2;0.1486;2.272;0.06542
Carubv10000237m;Bradi1g11027.1;0.235;NA;NA
Carubv10000239m;Bradi1g22890.2;0.3428;NA;NA
Carubv10000240m;Bradi4g38400.1;0.2873;2.8;0.1026
Carubv10000242m;Bradi3g35257.1;0.6399;NA;NA
Carubv10000246m;Bradi4g03230.1;0.4711;NA;NA
Carubv10000247m;Bradi1g74916.1;0.04437;2.221;0.01998
Carubv10000248m;Bradi5g21070.2;0.432;2.594;0.1665
Carubv10000249m;Bradi1g62957.1;0.1589;NA;NA
Carubv10000251m;Bradi1g62007.1;0.2436;2.935;0.083
Carubv10000252m;Bradi5g16557.1;0.3218;2.619;0.1229
Carubv10000254m;Bradi5g22780.1;0.3738;NA;NA
Carubv10000258m;Bradi1g35970.1;0.2106;NA;NA
Carubv10000259m;Bradi2g26100.1;0.3943;3.493;0.1129
Carubv10000261m;Bradi2g26200.3;0.4472;NA;NA
Carubv10000263m;Bradi3g49040.9;0.3588;NA;NA
Carubv10000264m;Bradi1g09340.1;0.295;NA;NA
Carubv10000266m;Bradi4g40530.2;0.4727;NA;NA
Carubv10000271m;Bradi2g49640.1;0.127;1.813;0.07007
Carubv10000273m;Bradi4g01430.1;0.2433;2.653;0.09169
Carubv10000274m;Bradi4g20000.3;0.4122;NA;NA
Carubv10000276m;Bradi1g08060.2;0.2597;NA;NA
Carubv10000277m;Bradi4g23160.2;0.3983;NA;NA
Carubv10000279m;Bradi2g55390.1;0.3145;NA;NA
Carubv10000280m;Bradi4g15730.1;0.7041;NA;NA
Carubv10000282m;Bradi1g13290.7;0.08336;1.224;0.06811
Carubv10000283m;Bradi5g17160.4;0.2948;2.862;0.103
Carubv10000292m;Bradi4g29390.5;0.2902;3.204;0.09056
Carubv10000294m;Bradi5g14137.1;0.3902;NA;NA
Carubv10000295m;Bradi1g74640.1;0.187;2.978;0.06281
Carubv10000297m;Bradi3g10630.3;0.3044;NA;NA
Carubv10000299m;Bradi1g48050.1;0.2585;2.369;0.1091
Carubv10000300m;Bradi3g15327.3;0.1884;1.695;0.1111
Carubv10000304m;Bradi5g26197.1;0.3737;2.935;0.1273
Carubv10000305m;Bradi2g38310.1;0.2859;NA;NA
Carubv10000306m;Bradi2g00840.1;0.1902;1.951;0.09751
Carubv10000307m;Bradi5g04070.1;0.2818;1.962;0.1437
Carubv10000309m;Bradi3g07090.2;0.2338;NA;NA
Carubv10000310m;Bradi4g23097.1;0.4566;1.336;0.3418
Carubv10000311m;Bradi1g46387.1;0.4188;NA;NA
Carubv10000313m;Bradi2g46510.3;0.2834;2.114;0.134
Carubv10000314m;Bradi1g65910.5;0.4573;NA;NA
Carubv10000316m;Bradi5g10777.1;0.3509;3.766;0.09316
Carubv10000318m;Bradi1g74087.2;0.4273;NA;NA
Carubv10000319m;Bradi3g49747.1;0.4566;NA;NA
Carubv10000320m;Bradi2g40100.1;0.3956;2.247;0.176
Carubv10000321m;Bradi2g61370.1;0.2304;1.901;0.1212
Carubv10000322m;Bradi3g21852.1;0.5462;NA;NA
Carubv10000325m;Bradi5g19150.1;0.4516;1.559;0.2897
Carubv10000328m;Bradi2g10180.1;0.2469;NA;NA
Carubv10000329m;Bradi1g02450.5;0.3099;NA;NA
Carubv10000331m;Bradi4g04730.1;0.1175;2.836;0.04143
Carubv10000332m;Bradi1g13850.1;0.201;NA;NA
Carubv10000334m;Bradi3g32870.1;0.5738;NA;NA
Carubv10000336m;Bradi3g31110.1;0.2993;NA;NA
Carubv10000338m;Bradi2g26076.1;0.1545;2.292;0.0674
Carubv10000340m;Bradi2g08060.1;0.6092;NA;NA
Carubv10000341m;Bradi1g66740.1;0.2124;1.932;0.1099
Carubv10000342m;Bradi2g08937.1;0.3014;3.218;0.09367
Carubv10000348m;Bradi2g43210.3;0.5103;2.648;0.1927
Carubv10000350m;Bradi3g60550.1;0.1453;2.536;0.05731
Carubv10000351m;Bradi1g65450.1;0.32;3.051;0.1049
Carubv10000352m;Bradi2g46680.1;0.3995;2.051;0.1948
Carubv10000353m;Bradi3g39620.3;0.04603;1.078;0.04272
Carubv10000355m;Bradi1g48610.1;0.3053;1.373;0.2224
Carubv10000359m;Bradi1g34980.1;0.4354;2.281;0.1909
Carubv10000362m;Bradi2g04040.1;0.5516;3.393;0.1626
Carubv10000363m;Bradi3g51437.3;0.3121;NA;NA
Carubv10000364m;Bradi1g67360.1;0.3544;NA;NA
Carubv10000367m;Bradi1g07277.1;0.202;NA;NA
Carubv10000368m;Bradi1g08540.1;0.2164;2.072;0.1045
Carubv10000373m;Bradi2g13310.1;0.4666;3.746;0.1246
Carubv10000375m;Bradi1g45160.1;0.2314;NA;NA
Carubv10000376m;Bradi5g24930.1;0.2351;2.631;0.08934
Carubv10000377m;Bradi4g08520.1;0.1777;2.638;0.06735
Carubv10000379m;Bradi4g26970.1;0.355;2.194;0.1618
Carubv10000380m;Bradi3g04387.1;0.1144;2.847;0.04016
Carubv10000381m;Bradi1g18570.1;0.3243;NA;NA
Carubv10000382m;Bradi5g10930.1;0.1604;NA;NA
Carubv10000388m;Bradi2g20550.2;0.2075;2.109;0.09839
Carubv10000389m;Bradi2g60817.1;0.2332;3.005;0.07759
Carubv10000392m;Bradi1g45370.1;0.3626;2.989;0.1213
Carubv10000394m;Bradi3g07350.1;0.6131;1.807;0.3392
Carubv10000399m;Bradi5g07300.1;0.2775;3.6;0.07707
Carubv10000400m;Bradi4g44760.1;0.4212;2.288;0.1841
Carubv10000404m;Bradi1g04330.1;0.2364;2.387;0.09903
Carubv10000406m;Bradi1g31060.1;0.3528;2.637;0.1338
Carubv10000408m;Bradi2g48350.1;0.3122;3.549;0.08798
Carubv10000415m;Bradi4g24680.3;0.5354;NA;NA
Carubv10000420m;Bradi4g04220.1;0.04968;1.22;0.04073
Carubv10000433m;Bradi2g10980.5;0.3695;2.765;0.1336
Carubv10000434m;Bradi3g52367.2;0.2236;2.926;0.0764
Carubv10000435m;Bradi1g26360.1;0.3438;NA;NA
Carubv10000438m;Bradi3g51060.1;0.5557;3.012;0.1845
Carubv10000442m;Bradi3g56250.1;0.1921;3.392;0.05662
Carubv10000447m;Bradi2g31957.6;0.3576;NA;NA
Carubv10000448m;Bradi2g23530.1;0.527;NA;NA
Carubv10000450m;Bradi2g04460.3;0.2375;2.702;0.08788
Carubv10000452m;Bradi2g12700.1;0.2784;2.402;0.1159
Carubv10000453m;Bradi5g18800.1;0.3084;NA;NA
Carubv10000455m;Bradi1g42660.1;0.2187;2.329;0.0939
Carubv10000456m;Bradi1g06650.3;0.5547;1.575;0.3522
Carubv10000457m;Bradi5g18230.2;0.11;2.103;0.0523
Carubv10000464m;Bradi2g05390.2;0.2518;3.394;0.07418
Carubv10000466m;Bradi1g08570.2;0.1886;2.214;0.08516
Carubv10000467m;Bradi2g26800.1;0.3649;NA;NA
Carubv10000468m;Bradi4g05680.2;0.4052;NA;NA
Carubv10000471m;Bradi2g12037.1;0.2897;NA;NA
Carubv10000472m;Bradi3g44770.2;0.2198;NA;NA
Carubv10000475m;Bradi1g11730.1;0.2872;NA;NA
Carubv10000476m;Bradi1g30560.1;0.2288;1.906;0.12
Carubv10000481m;Bradi1g06300.3;0.1857;NA;NA
Carubv10000482m;Bradi4g17046.3;0.2707;NA;NA
Carubv10000483m;Bradi2g42960.2;0.4795;3.849;0.1246
Carubv10000484m;Bradi3g42080.1;0.4122;2.09;0.1972
Carubv10000485m;Bradi1g03860.1;0.242;1.851;0.1308
Carubv10000486m;Bradi4g40517.1;0.4028;NA;NA
Carubv10000488m;Bradi3g14800.1;0.215;1.836;0.1171
Carubv10000490m;Bradi3g57480.1;0.4289;NA;NA
Carubv10000493m;Bradi3g45530.1;0.1588;NA;NA
Carubv10000495m;Bradi1g67397.1;0.4498;1.367;0.3292
Carubv10000496m;Bradi1g28790.1;0.2314;2.524;0.09169
Carubv10000497m;Bradi1g64927.2;0.4355;NA;NA
Carubv10000499m;Bradi2g52830.1;0.6;2.006;0.2991
Carubv10000501m;Bradi1g10950.5;0.2028;2.954;0.06865
Carubv10000506m;Bradi3g30230.1;0.1521;2.419;0.06288
Carubv10000508m;Bradi3g33450.5;0.6006;NA;NA
Carubv10000509m;Bradi3g58760.1;0.3466;2.095;0.1654
Carubv10000512m;Bradi1g62140.1;0.4174;2.229;0.1872
Carubv10000515m;Bradi4g04670.2;0.374;2.096;0.1784
Carubv10000518m;Bradi5g18760.2;0.2388;2.272;0.1051
Carubv10000519m;Bradi1g77887.1;0.1911;2.375;0.08043
Carubv10000524m;Bradi1g56880.1;0.1942;2.595;0.07482
Carubv10000526m;Bradi4g28910.1;0.4371;NA;NA
Carubv10000533m;Bradi2g16900.1;0.509;NA;NA
Carubv10000535m;Bradi4g42910.3;0.3734;NA;NA
Carubv10000538m;Bradi1g03260.1;0.2273;1.894;0.12
Carubv10000540m;Bradi2g25190.1;0.2433;1.871;0.13
Carubv10000541m;Bradi4g03750.4;0.3019;2.406;0.1255
Carubv10000542m;Bradi2g48570.3;0.1347;1.65;0.08162
Carubv10000543m;Bradi4g03690.7;0.2846;2.5;0.1138
Carubv10000544m;Bradi1g77850.1;0.3548;NA;NA
Carubv10000546m;Bradi1g52200.1;0.2538;NA;NA
Carubv10000549m;Bradi2g53960.1;0.2458;NA;NA
Carubv10000551m;Bradi2g40147.1;0.3544;2.959;0.1198
Carubv10000553m;Bradi5g00630.4;0.5926;NA;NA
Carubv10000558m;Bradi2g11850.1;0.3669;2.765;0.1327
Carubv10000563m;Bradi4g30897.1;0.392;3.257;0.1204
Carubv10000564m;Bradi2g56820.1;0.4067;2.235;0.1819
Carubv10000565m;Bradi3g41320.1;0.1784;2.628;0.06787
Carubv10000567m;Bradi2g02822.4;0.2334;1.974;0.1182
Carubv10000569m;Bradi1g37620.1;0.3242;2.363;0.1372
Carubv10000570m;Bradi1g19300.1;0.3774;NA;NA
Carubv10000579m;Bradi1g56980.3;0.3197;2.36;0.1355
Carubv10000580m;Bradi4g40790.2;0.3264;2.349;0.139
Carubv10000581m;Bradi2g07630.1;0.4855;NA;NA
Carubv10000583m;Bradi1g64660.1;0.4167;NA;NA
Carubv10000584m;Bradi2g06680.1;0.1893;2.014;0.09398
Carubv10000585m;Bradi5g11670.1;0.6226;2.547;0.2445
Carubv10000586m;Bradi5g14120.1;0.3567;NA;NA
Carubv10000588m;Bradi4g05710.1;0.2362;2.205;0.1072
Carubv10000589m;Bradi3g59187.1;0.4021;NA;NA
Carubv10000591m;Bradi1g31670.1;0.277;2.608;0.1062
Carubv10000592m;Bradi2g53210.1;0.3683;NA;NA
Carubv10000595m;Bradi2g25887.1;0.379;NA;NA
Carubv10000598m;Bradi1g54950.1;0.4244;NA;NA
Carubv10000599m;Bradi1g27730.1;0.5033;3.123;0.1612
Carubv10000600m;Bradi4g36077.2;0.546;2.295;0.2379
Carubv10000602m;Bradi1g20330.1;0.3294;NA;NA
Carubv10000603m;Bradi2g17290.1;0.09433;1.459;0.06464
Carubv10000604m;Bradi1g54610.1;0.3253;2.315;0.1406
Carubv10000606m;Bradi2g05500.1;0.5348;NA;NA
Carubv10000607m;Bradi2g03487.2;0.5517;NA;NA
Carubv10000608m;Bradi2g14790.4;0.5132;NA;NA
Carubv10000609m;Bradi4g06300.2;0.1637;2.948;0.05554
Carubv10000611m;Bradi5g23920.1;0.4221;NA;NA
Carubv10000612m;Bradi4g04870.1;0.1706;1.811;0.09417
Carubv10000614m;Bradi1g39090.1;0.07219;1.763;0.04095
Carubv10000618m;Bradi3g44250.1;0.2371;NA;NA
Carubv10000619m;Bradi3g37610.1;0.3159;3.963;0.07972
Carubv10000620m;Bradi1g44670.4;0.363;1.974;0.1839
Carubv10000622m;Bradi2g54980.1;0.3124;NA;NA
Carubv10000624m;Bradi5g26000.1;0.2811;NA;NA
Carubv10000626m;Bradi3g50930.3;0.4874;2.596;0.1877
Carubv10000627m;Bradi1g62430.1;0.1598;1.713;0.0933
Carubv10000628m;Bradi2g18710.1;0.3184;2.065;0.1542
Carubv10000629m;Bradi4g33710.1;0.3489;1.315;0.2652
Carubv10000633m;Bradi1g45097.1;0.4714;NA;NA
Carubv10000635m;Bradi1g01800.1;0.2161;NA;NA
Carubv10000637m;Bradi1g53800.1;0.0982;1.702;0.05769
Carubv10000643m;Bradi2g54640.1;0.4594;2.773;0.1657
Carubv10000645m;Bradi1g61230.2;0.3455;NA;NA
Carubv10000646m;Bradi1g74870.1;0.3256;1.348;0.2416
Carubv10000648m;Bradi3g50030.4;0.378;NA;NA
Carubv10000649m;Bradi3g01150.1;0.3168;NA;NA
Carubv10000653m;Bradi3g56040.1;0.4106;2.571;0.1597
Carubv10000655m;Bradi3g38970.4;0.5059;1.659;0.305
Carubv10000657m;Bradi2g41702.1;0.4428;NA;NA
Carubv10000658m;Bradi2g36950.1;0.1851;2.963;0.06245
Carubv10000661m;Bradi3g02960.1;0.6602;NA;NA
Carubv10000662m;Bradi4g06087.3;0.2359;NA;NA
Carubv10000663m;Bradi2g11107.1;0.1718;2.367;0.07258
Carubv10000664m;Bradi3g20000.1;0.4006;NA;NA
Carubv10000669m;Bradi5g07730.2;0.283;NA;NA
Carubv10000670m;Bradi2g51450.1;0.4114;2.122;0.1938
Carubv10000672m;Bradi3g13710.1;0.3526;NA;NA
Carubv10000680m;Bradi1g49460.2;0.5431;NA;NA
Carubv10000681m;Bradi1g35647.1;0.188;NA;NA
Carubv10000683m;Bradi3g06740.1;0.1585;3.383;0.04683
Carubv10000684m;Bradi1g12320.1;0.6018;NA;NA
Carubv10000685m;Bradi1g18390.1;0.5452;NA;NA
Carubv10000687m;Bradi4g06130.1;0.3933;2.345;0.1677
Carubv10000688m;Bradi4g05830.1;0.1636;1.64;0.09971
Carubv10000695m;Bradi1g63460.4;0.4672;NA;NA
Carubv10000697m;Bradi2g61860.1;0.1854;2.236;0.08291
Carubv10000699m;Bradi2g16500.1;0.06647;1.738;0.03825
Carubv10000700m;Bradi2g52850.4;0.1564;1.902;0.08223
Carubv10000701m;Bradi5g08637.1;0.3759;2.836;0.1325
Carubv10000702m;Bradi3g37690.1;0.3876;NA;NA
Carubv10000704m;Bradi3g37840.1;0.24;2.383;0.1007
Carubv10000705m;Bradi5g11990.2;0.1977;NA;NA
Carubv10000707m;Bradi1g69710.1;0.1307;NA;NA
Carubv10000711m;Bradi4g29630.3;0.3147;NA;NA
Carubv10000713m;Bradi2g02770.1;0.3157;NA;NA
Carubv10000715m;Bradi2g53010.1;0.5747;NA;NA
Carubv10000716m;Bradi1g33750.3;0.6498;NA;NA
Carubv10000717m;Bradi2g53940.2;0.3307;NA;NA
Carubv10000720m;Bradi5g14550.1;0.2876;2.735;0.1051
Carubv10000722m;Bradi1g13510.2;0.6154;NA;NA
Carubv10000724m;Bradi1g64597.1;0.2127;2.348;0.09057
Carubv10000727m;Bradi2g48650.2;0.3983;NA;NA
Carubv10000728m;Bradi1g65700.1;0.3582;NA;NA
Carubv10000732m;Bradi4g30290.1;0.1755;NA;NA
Carubv10000735m;Bradi3g31460.1;0.2869;NA;NA
Carubv10000737m;Bradi3g33716.1;0.2888;2.156;0.134
Carubv10000739m;Bradi3g08100.2;0.3436;1.975;0.174
Carubv10000741m;Bradi2g11870.1;0.1973;1.501;0.1314
Carubv10000742m;Bradi1g59860.1;0.1799;3.332;0.05399
Carubv10000743m;Bradi2g27350.1;0.1761;NA;NA
Carubv10000748m;Bradi2g02740.4;0.307;1.896;0.1619
Carubv10000751m;Bradi5g26140.1;0.1023;2.386;0.0429
Carubv10000753m;Bradi4g40870.2;0.2597;NA;NA
Carubv10000754m;Bradi3g04750.1;0.3644;NA;NA
Carubv10000755m;Bradi3g58172.1;0.2587;NA;NA
Carubv10000756m;Bradi1g49650.1;0.1285;1.973;0.06515
Carubv10000757m;Bradi5g17330.1;0.09719;1.806;0.0538
Carubv10000758m;Bradi1g37547.3;0.3557;NA;NA
Carubv10000759m;Bradi1g37907.1;0.3292;1.282;0.2567
Carubv10000760m;Bradi1g43560.1;0.2185;NA;NA
Carubv10000761m;Bradi5g14887.2;0.397;2.416;0.1643
Carubv10000763m;Bradi1g28710.1;0.327;2.535;0.129
Carubv10000764m;Bradi4g39300.1;0.3382;NA;NA
Carubv10000765m;Bradi2g42147.1;0.2088;2.007;0.104
Carubv10000767m;Bradi1g60410.1;0.33;NA;NA
Carubv10000769m;Bradi3g17130.2;0.6322;NA;NA
Carubv10000771m;Bradi1g45780.4;0.5135;NA;NA
Carubv10000772m;Bradi4g25590.2;0.2381;1.729;0.1377
Carubv10000775m;Bradi4g01810.1;0.4052;NA;NA
Carubv10000776m;Bradi1g55140.2;0.7487;NA;NA
Carubv10000778m;Bradi2g42700.1;0.6817;1.659;0.4108
Carubv10000779m;Bradi5g16700.3;0.1054;3.111;0.03389
Carubv10000781m;Bradi1g10480.1;0.09403;1.799;0.05227
Carubv10000784m;Bradi3g34550.1;0.2165;2.205;0.09818
Carubv10000786m;Bradi2g17210.1;0.2234;NA;NA
Carubv10000790m;Bradi3g49590.1;0.2625;0.9052;0.29
Carubv10000791m;Bradi5g09380.4;0.4528;1.923;0.2355
Carubv10000793m;Bradi4g11310.2;0.3357;1.863;0.1803
Carubv10000795m;Bradi2g09380.1;0.2715;1.658;0.1638
Carubv10000796m;Bradi1g23970.1;0.2681;NA;NA
Carubv10000798m;Bradi1g46850.8;0.5308;NA;NA
Carubv10000799m;Bradi2g56460.1;0.1907;1.977;0.09649
Carubv10000800m;Bradi5g19100.1;0.3113;NA;NA
Carubv10000802m;Bradi1g70210.1;0.4987;NA;NA
Carubv10000803m;Bradi1g31440.1;0.3961;NA;NA
Carubv10000805m;Bradi2g24910.2;0.2114;2.304;0.09176
Carubv10000806m;Bradi3g13690.3;0.2865;2.823;0.1015
Carubv10000807m;Bradi2g25610.3;0.3184;NA;NA
Carubv10000809m;Bradi2g11170.2;0.5318;NA;NA
Carubv10000811m;Bradi1g59190.2;0.553;NA;NA
Carubv10000812m;Bradi5g15210.1;0.1267;1.967;0.06442
Carubv10000813m;Bradi2g51630.1;0.351;1.537;0.2283
Carubv10000815m;Bradi4g16140.1;0.4838;NA;NA
Carubv10000817m;Bradi4g29140.1;0.2817;NA;NA
Carubv10000819m;Bradi4g38740.1;0.1275;2.217;0.05751
Carubv10000820m;Bradi3g11130.1;0.2245;NA;NA
Carubv10000825m;Bradi4g18210.1;0.09871;2.89;0.03415
Carubv10000826m;Bradi3g47417.1;0.4563;2.811;0.1623
Carubv10000827m;Bradi4g39570.4;0.332;NA;NA
Carubv10000829m;Bradi3g31370.1;0.2738;2.799;0.0978
Carubv10000831m;Bradi2g59430.1;0.3135;NA;NA
