query_id;subject_id;dN;dS;dNdS
Bradi1g01770.1;lcl|NW_010971389.1_cds_XP_010526620.1_39868;0.132;2.176;0.06068
Bradi1g01780.1;lcl|NW_010966372.1_cds_XP_010550219.1_24517;0.3343;2.275;0.147
Bradi1g01790.2;lcl|NW_010960187.1_cds_XP_010555006.1_810;0.4393;NA;NA
Bradi1g01800.1;lcl|NW_010960187.1_cds_XP_010530884.1_807;0.1707;2.264;0.07537
Bradi1g01830.5;lcl|NW_010966665.1_cds_XP_010552030.1_26128;0.5325;NA;NA
Bradi1g01840.1;lcl|NW_010971390.1_cds_XP_010527274.1_40413;0.3444;2.329;0.1479
Bradi1g01847.3;lcl|NW_010964923.1_cds_XP_010532731.1_8949;0.2552;2.447;0.1043
Bradi1g01847.4;lcl|NW_010964923.1_cds_XP_010532735.1_8953;0.2275;2.256;0.1009
Bradi1g01870.3;lcl|NW_010960188.1_cds_XP_010525731.1_4202;0.2694;NA;NA
Bradi1g01880.1;lcl|NW_010964923.1_cds_XP_010532722.1_8940;0.4198;2.394;0.1754
Bradi1g01900.1;lcl|NW_010960187.1_cds_XP_010531472.1_864;0.366;NA;NA
Bradi1g01920.1;lcl|NW_010966459.1_cds_XP_010550714.1_24957;0.3437;1.837;0.1871
Bradi1g01980.1;lcl|NW_010969548.1_cds_XP_010522259.1_35961;0.3568;2.163;0.1649
Bradi1g02010.1;lcl|NW_010965946.1_cds_XP_010544546.1_19449;0.3287;4.122;0.07973
Bradi1g02020.1;lcl|NW_010970490.1_cds_XP_010525032.1_38459;0.1471;2.896;0.05081
Bradi1g02030.1;lcl|NW_010965019.1_cds_XP_010533568.1_9682;0.4487;NA;NA
Bradi1g02080.1;lcl|NW_010966881.1_cds_XP_010554341.1_28241;0.2872;1.798;0.1598
Bradi1g02107.3;lcl|NW_010962392.1_cds_XP_010530110.1_6649;0.3294;2.424;0.1359
Bradi1g02130.3;lcl|NW_010966177.1_cds_XP_010547582.1_22217;0.5085;NA;NA
Bradi1g02150.1;lcl|NW_010966881.1_cds_XP_010553689.1_27635;0.2009;2.561;0.07844
Bradi1g02160.1;lcl|NW_010965869.1_cds_XP_010544098.1_19052;0.1357;1.553;0.08736
Bradi1g02220.2;lcl|NW_010965051.1_cds_XP_010534092.1_10136;0.3019;1.634;0.1848
Bradi1g02260.1;lcl|NW_010963495.1_cds_XP_010530603.1_7039;0.4181;2.618;0.1597
Bradi1g02270.1;lcl|NW_010969032.1_cds_XP_010521281.1_35058;0.3611;NA;NA
Bradi1g02310.7;lcl|NW_010965122.1_cds_XP_010534665.1_10461;0.2249;2.502;0.08989
Bradi1g02370.1;lcl|NW_010969032.1_cds_XP_010521129.1_34913;0.3304;2.159;0.153
Bradi1g02380.1;lcl|NW_010966542.1_cds_XP_010550835.1_25041;0.2992;2.363;0.1267
Bradi1g02390.1;lcl|NW_010965051.1_cds_XP_010534097.1_10135;0.2963;2.117;0.1399
Bradi1g02400.3;lcl|NW_010960187.1_cds_XP_010543347.1_2110;0.3554;1.615;0.2201
Bradi1g02440.1;lcl|NW_010960187.1_cds_XP_010543239.1_2103;0.3381;NA;NA
Bradi1g02450.5;lcl|NW_010966177.1_cds_XP_010547690.1_22320;0.2414;2.984;0.08089
Bradi1g02460.1;lcl|NW_010965451.1_cds_XP_010540451.1_15815;0.4036;NA;NA
Bradi1g02490.1;lcl|NW_010966177.1_cds_XP_010548416.1_22999;0.1156;2.62;0.04412
Bradi1g02550.1;lcl|NW_010965451.1_cds_XP_010540917.1_16250;0.3173;1.947;0.163
Bradi1g02570.3;lcl|NW_010966177.1_cds_XP_010547818.1_22443;0.2064;1.719;0.1201
Bradi1g02580.1;lcl|NW_010960188.1_cds_XP_010520298.1_3627;0.01168;2.2;0.005311
Bradi1g02590.2;lcl|NW_010965696.1_cds_XP_010542561.1_17689;0.3744;NA;NA
Bradi1g02597.1;lcl|NW_010966542.1_cds_XP_010550980.1_25178;0.2337;1.503;0.1556
Bradi1g02610.1;lcl|NW_010960187.1_cds_XP_010527732.1_501;0.2168;2.5;0.08672
Bradi1g02621.1;lcl|NW_010960187.1_cds_XP_010546965.1_251;0.4269;NA;NA
Bradi1g02630.1;lcl|NW_010966021.1_cds_XP_010545544.1_20350;0.2422;1.935;0.1252
Bradi1g02720.4;lcl|NW_010965946.1_cds_XP_010544928.1_19810;0.2549;3.064;0.08322
Bradi1g02740.1;lcl|NW_010965019.1_cds_XP_010533931.1_10032;0.2475;2.481;0.09975
Bradi1g02760.1;lcl|NW_010967884.1_cds_XP_010559169.1_32594;0.4454;2.252;0.1978
Bradi1g02770.1;lcl|NW_010966665.1_cds_XP_010551963.1_26061;0.1588;3.246;0.04894
Bradi1g02780.1;lcl|NW_010969548.1_cds_XP_010522849.1_36515;0.409;2.909;0.1406
Bradi1g02790.1;lcl|NW_010970490.1_cds_XP_010523898.1_37394;0.3383;NA;NA
Bradi1g02800.1;lcl|NW_010970490.1_cds_XP_010524741.1_38187;0.3815;2.121;0.1799
Bradi1g02810.1;lcl|NW_010966177.1_cds_XP_010546963.1_21634;0.1993;2.204;0.09044
Bradi1g02910.1;lcl|NW_010966178.1_cds_XP_010549184.1_23423;0.385;1.693;0.2274
Bradi1g02930.1;lcl|NW_010960895.1_cds_XP_010527714.1_4457;0.1267;0.9649;0.1313
Bradi1g02940.3;lcl|NW_010965869.1_cds_XP_010544199.1_19145;0.1507;1.756;0.08578
Bradi1g02950.1;lcl|NW_010970490.1_cds_XP_010524834.1_38273;0.1155;NA;NA
Bradi1g02980.3;lcl|NW_010966542.1_cds_XP_010551009.1_25204;0.6872;NA;NA
Bradi1g02990.1;lcl|NW_010965946.1_cds_XP_010544984.1_19859;0.1799;2.663;0.06755
Bradi1g03000.1;lcl|NW_010966177.1_cds_XP_010546758.1_21434;0.6035;NA;NA
Bradi1g03020.1;lcl|NW_010970490.1_cds_XP_010524724.1_38169;0.4241;1.658;0.2558
Bradi1g03030.1;lcl|NW_010970490.1_cds_XP_010524563.1_38013;0.3709;4.071;0.09111
Bradi1g03040.1;lcl|NW_010967707.1_cds_XP_010558425.1_32015;0.527;NA;NA
Bradi1g03070.1;lcl|NW_010969548.1_cds_XP_010522808.1_36475;0.8026;NA;NA
Bradi1g03130.1;lcl|NW_010970490.1_cds_XP_010524545.1_37996;0.174;2.708;0.06424
Bradi1g03150.3;lcl|NW_010965775.1_cds_XP_010543202.1_18247;0.3265;NA;NA
Bradi1g03160.1;lcl|NW_010966372.1_cds_XP_010550031.1_24346;0.2953;3.539;0.08345
Bradi1g03170.1;lcl|NW_010966177.1_cds_XP_010546797.1_21473;0.2633;3.176;0.08293
Bradi1g03180.1;lcl|NW_010966177.1_cds_XP_010546798.1_21474;0.1878;1.714;0.1096
Bradi1g03220.1;lcl|NW_010966542.1_cds_XP_010551121.1_25308;0.3145;1.892;0.1663
Bradi1g03250.2;lcl|NW_010969548.1_cds_XP_010521945.1_35665;0.1954;2.962;0.06597
Bradi1g03260.1;lcl|NW_010965775.1_cds_XP_010543741.1_18764;0.2137;1.857;0.1151
Bradi1g03270.1;lcl|NW_010965304.1_cds_XP_010535403.1_11273;0.5078;NA;NA
Bradi1g03350.1;lcl|NW_010967707.1_cds_XP_010557215.1_30876;0.3002;NA;NA
Bradi1g03380.1;lcl|NW_010965775.1_cds_XP_010543233.1_18279;0.2231;2.049;0.1089
Bradi1g03400.1;lcl|NW_010966881.1_cds_XP_010553067.1_27041;0.5151;NA;NA
Bradi1g03410.1;lcl|NW_010969548.1_cds_XP_010521907.1_35630;0.2225;1.849;0.1204
Bradi1g03440.3;lcl|NW_010966725.1_cds_XP_010552301.1_26366;0.3579;NA;NA
Bradi1g03450.1;lcl|NW_010965019.1_cds_XP_010533434.1_9557;0.4092;NA;NA
Bradi1g03470.1;lcl|NW_010966459.1_cds_XP_010550632.1_24882;0.5068;NA;NA
Bradi1g03490.3;lcl|NW_010969548.1_cds_XP_010521896.1_35621;0.1124;NA;NA
Bradi1g03500.1;lcl|NW_010966881.1_cds_XP_010553271.1_27228;0.317;2.223;0.1426
Bradi1g03530.7;lcl|NW_010965304.1_cds_XP_010535452.1_11335;0.2239;1.794;0.1248
Bradi1g03550.1;lcl|NW_010963496.1_cds_XP_010531622.1_7954;0.1631;1.707;0.09554
Bradi1g03560.1;lcl|NW_010966881.1_cds_XP_010554291.1_28195;0.1792;3.272;0.05475
Bradi1g03580.2;lcl|NW_010965304.1_cds_XP_010535456.1_11338;0.4414;NA;NA
Bradi1g03590.1;lcl|NW_010965775.1_cds_XP_010543280.1_18327;0.204;2.174;0.09386
Bradi1g03600.1;lcl|NW_010967707.1_cds_XP_010557892.1_31519;0.2711;2.919;0.09288
Bradi1g03610.1;lcl|NW_010966881.1_cds_XP_010553281.1_27241;0.08867;2.171;0.04085
Bradi1g03640.1;lcl|NW_010969548.1_cds_XP_010521846.1_35572;0.1542;1.34;0.1151
Bradi1g03660.1;lcl|NW_010966881.1_cds_XP_010554606.1_28498;0.2524;1.52;0.166
Bradi1g03690.1;lcl|NW_010969548.1_cds_XP_010521834.1_35557;0.3307;NA;NA
Bradi1g03710.3;lcl|NW_010966881.1_cds_XP_010554600.1_28495;0.6182;NA;NA
Bradi1g03710.4;lcl|NW_010967707.1_cds_XP_010558319.1_31917;0.5444;NA;NA
Bradi1g03730.1;lcl|NW_010968505.1_cds_XP_010520283.1_34224;0.4017;3.587;0.112
Bradi1g03800.1;lcl|NW_010965696.1_cds_XP_010543011.1_18124;0.1849;2.259;0.08183
Bradi1g03810.1;lcl|NW_010969548.1_cds_XP_010521816.1_35539;0.6451;NA;NA
Bradi1g03840.1;lcl|NW_010960187.1_cds_XP_010555785.1_345;0.2976;1.011;0.2942
Bradi1g03850.1;lcl|NW_010966881.1_cds_XP_010554914.1_27001;0.6067;2.271;0.2672
Bradi1g03860.1;lcl|NW_010967707.1_cds_XP_010558779.1_32345;0.2332;1.784;0.1308
Bradi1g03890.4;lcl|NW_010963495.1_cds_XP_010531342.1_7739;0.1418;1.611;0.08804
Bradi1g03910.1;lcl|NW_010960187.1_cds_XP_010551176.1_2924;0.2522;1.3;0.194
Bradi1g03920.1;lcl|NW_010966881.1_cds_XP_010554687.1_28578;0.2689;2.15;0.1251
Bradi1g03940.3;lcl|NW_010966881.1_cds_XP_010554690.1_28582;0.2995;NA;NA
Bradi1g04000.5;lcl|NW_010962392.1_cds_XP_010529920.1_6474;0.5562;NA;NA
Bradi1g04030.2;lcl|NW_010965696.1_cds_XP_010542383.1_17518;0.4737;NA;NA
Bradi1g04060.4;lcl|NW_010965304.1_cds_XP_010535345.1_11235;0.3313;1.718;0.1929
Bradi1g04080.1;lcl|NW_010967707.1_cds_XP_010558404.1_31996;0.1867;1.885;0.09901
Bradi1g04090.1;lcl|NW_010965775.1_cds_XP_010543676.1_18703;0.4473;NA;NA
Bradi1g04097.2;lcl|NW_010960187.1_cds_XP_010529269.1_649;0.2519;NA;NA
Bradi1g04130.1;lcl|NW_010966881.1_cds_XP_010554508.1_28407;0.3111;NA;NA
Bradi1g04140.1;lcl|NW_010970490.1_cds_XP_010524471.1_37931;0.1248;1.701;0.07334
Bradi1g04160.1;lcl|NW_010967708.1_cds_XP_010558971.1_32410;0.09397;1.439;0.06531
Bradi1g04210.4;lcl|NW_010967707.1_cds_XP_010558248.1_31843;0.1783;2.026;0.08798
Bradi1g04232.1;lcl|NW_010968505.1_cds_XP_010520577.1_34497;0.5289;NA;NA
Bradi1g04240.2;lcl|NW_010965304.1_cds_XP_010536138.1_11977;0.1123;1.284;0.08741
Bradi1g04250.1;lcl|NW_010966881.1_cds_XP_010554489.1_28386;0.1162;1.797;0.06467
Bradi1g04270.2;lcl|NW_010960187.1_cds_XP_010549424.1_2734;0.5534;NA;NA
Bradi1g04280.3;lcl|NW_010960187.1_cds_XP_010542484.1_211;0.4612;NA;NA
Bradi1g04292.1;lcl|NW_010967707.1_cds_XP_010557903.1_31529;0.7086;NA;NA
Bradi1g04300.1;lcl|NW_010967707.1_cds_XP_010557507.1_31151;0.1038;1.527;0.06797
Bradi1g04320.1;lcl|NW_010960187.1_cds_XP_010551306.1_2941;0.311;NA;NA
Bradi1g04330.1;lcl|NW_010966542.1_cds_XP_010550974.1_25172;0.2389;1.655;0.1444
Bradi1g04470.1;lcl|NW_010963495.1_cds_XP_010531506.1_7898;0.4436;NA;NA
Bradi1g04477.2;lcl|NW_010964598.1_cds_XP_010532261.1_8552;0.2956;NA;NA
Bradi1g04520.1;lcl|NW_010967498.1_cds_XP_010556299.1_29964;0.3721;2.238;0.1662
Bradi1g04527.1;lcl|NW_010965373.1_cds_XP_010539919.1_15360;0.637;NA;NA
Bradi1g04540.1;lcl|NW_010966665.1_cds_XP_010551760.1_25876;0.4199;3.002;0.1399
Bradi1g04550.6;lcl|NW_010966542.1_cds_XP_010551195.1_25166;0.4031;3.145;0.1281
Bradi1g04570.1;lcl|NW_010965696.1_cds_XP_010542878.1_17997;0.181;4.038;0.04483
Bradi1g04597.2;lcl|NW_010965122.1_cds_XP_010534646.1_10272;0.04963;2.639;0.0188
Bradi1g04597.6;lcl|NW_010966177.1_cds_XP_010547260.1_21914;0.1024;2.058;0.04975
Bradi1g04620.1;lcl|NW_010965304.1_cds_XP_010535922.1_11770;0.3164;NA;NA
Bradi1g04630.1;lcl|NW_010960188.1_cds_XP_010523935.1_4019;0.3926;NA;NA
Bradi1g04670.1;lcl|NW_010965122.1_cds_XP_010534242.1_10268;0.3103;NA;NA
Bradi1g04690.2;lcl|NW_010965946.1_cds_XP_010545090.1_19959;0.4387;1.586;0.2766
Bradi1g04700.1;lcl|NW_010965696.1_cds_XP_010542866.1_17989;0.1819;NA;NA
Bradi1g04710.3;lcl|NW_010965216.1_cds_XP_010534868.1_10828;0.4616;NA;NA
Bradi1g04720.1;lcl|NW_010965216.1_cds_XP_010534865.1_10825;0.169;NA;NA
Bradi1g04740.1;lcl|NW_010971389.1_cds_XP_010526201.1_39474;0.181;1.977;0.09156
Bradi1g04760.1;lcl|NW_010966177.1_cds_XP_010546610.1_21290;0.2661;NA;NA
Bradi1g04780.1;lcl|NW_010966372.1_cds_XP_010549676.1_24012;0.6638;NA;NA
Bradi1g04790.1;lcl|NW_010970490.1_cds_XP_010524982.1_38411;0.5127;2.222;0.2307
Bradi1g04800.1;lcl|NW_010966021.1_cds_XP_010545315.1_20132;0.4265;NA;NA
Bradi1g04810.1;lcl|NW_010965304.1_cds_XP_010535929.1_11776;0.3732;NA;NA
Bradi1g04820.5;lcl|NW_010965696.1_cds_XP_010542254.1_17399;0.1121;NA;NA
Bradi1g04830.1;lcl|NW_010966725.1_cds_XP_010552272.1_26344;0.2541;2.992;0.08493
Bradi1g04840.1;lcl|NW_010960188.1_cds_XP_010524833.1_4106;0.3106;NA;NA
Bradi1g04850.1;lcl|NW_010960187.1_cds_XP_010550105.1_281;0.03679;1.585;0.02321
Bradi1g04860.3;lcl|NW_010960187.1_cds_XP_010549983.1_280;0.155;2.001;0.07744
Bradi1g04870.1;lcl|NW_010971389.1_cds_XP_010526915.1_40143;0.2377;NA;NA
Bradi1g04890.1;lcl|NW_010966177.1_cds_XP_010547586.1_22222;0.5315;1.823;0.2916
Bradi1g04940.3;lcl|NW_010965372.1_cds_XP_010537239.1_12977;0.4564;NA;NA
Bradi1g04950.2;lcl|NW_010965216.1_cds_XP_010534880.1_10839;0.1544;NA;NA
Bradi1g04957.1;lcl|NW_010966617.1_cds_XP_010551484.1_25626;0.2857;NA;NA
Bradi1g04980.1;lcl|NW_010972002.1_cds_XP_010527471.1_40588;0.5096;NA;NA
Bradi1g05037.1;lcl|NW_010966881.1_cds_XP_010553649.1_27596;0.3501;2.4;0.1459
Bradi1g05050.1;lcl|NW_010962392.1_cds_XP_010529473.1_6044;0.1579;1.829;0.08631
Bradi1g05070.1;lcl|NW_010960188.1_cds_XP_010519094.1_3507;0.4525;2.944;0.1537
Bradi1g05090.1;lcl|NW_010966617.1_cds_XP_010551637.1_25637;0.3895;NA;NA
Bradi1g05110.4;lcl|NW_010961302.1_cds_XP_010529046.1_5649;0.3308;2.144;0.1542
Bradi1g05116.3;lcl|NW_010960188.1_cds_XP_010521952.1_3809;0.5353;1.253;0.4273
Bradi1g05122.1;lcl|NW_010965373.1_cds_XP_010539843.1_15284;0.09266;3.814;0.02429
Bradi1g05150.2;lcl|NW_010964598.1_cds_XP_010531799.1_8102;0.3966;NA;NA
Bradi1g05162.3;lcl|NW_010969548.1_cds_XP_010521702.1_35430;0.2827;NA;NA
Bradi1g05170.1;lcl|NW_010965775.1_cds_XP_010543455.1_18491;0.2272;NA;NA
Bradi1g05240.1;lcl|NW_010966274.1_cds_XP_010549270.1_23654;0.3238;NA;NA
Bradi1g05260.1;lcl|NW_010966459.1_cds_XP_010550436.1_24697;0.3081;2.249;0.137
Bradi1g05330.1;lcl|NW_010969548.1_cds_XP_010522032.1_35746;0.3512;NA;NA
Bradi1g05420.2;lcl|NW_010965696.1_cds_XP_010542913.1_18031;0.2532;1.551;0.1633
Bradi1g05430.3;lcl|NW_010960187.1_cds_XP_010553329.1_3161;0.3179;NA;NA
Bradi1g05480.1;lcl|NW_010970490.1_cds_XP_010524914.1_38347;0.4303;NA;NA
Bradi1g05490.1;lcl|NW_010966881.1_cds_XP_010554458.1_28356;0.2107;NA;NA
Bradi1g05500.1;lcl|NW_010964923.1_cds_XP_010532593.1_8812;0.4512;NA;NA
Bradi1g05580.1;lcl|NW_010966177.1_cds_XP_010546599.1_21282;0.1763;2.268;0.07774
Bradi1g05610.1;lcl|NW_010970030.1_cds_XP_010523462.1_36994;0.3419;NA;NA
Bradi1g05620.1;lcl|NW_010965696.1_cds_XP_010542468.1_17597;0.6098;1.25;0.4878
Bradi1g05660.1;lcl|NW_010961290.1_cds_XP_010528793.1_5482;0.2748;NA;NA
Bradi1g05670.1;lcl|NW_010960187.1_cds_XP_010535069.1_1266;0.07401;1.692;0.04373
Bradi1g05680.9;lcl|NW_010970490.1_cds_XP_010524979.1_38408;0.08527;2.523;0.0338
Bradi1g05813.2;lcl|NW_010965696.1_cds_XP_010542784.1_17909;0.3589;NA;NA
Bradi1g05837.1;lcl|NW_010965946.1_cds_XP_010545094.1_19963;0.4579;1.791;0.2556
Bradi1g05950.3;lcl|NW_010967707.1_cds_XP_010558719.1_32288;0.1498;2.152;0.06961
Bradi1g06036.1;lcl|NW_010966933.1_cds_XP_010555327.1_29086;0.3794;NA;NA
Bradi1g06050.1;lcl|NW_010966881.1_cds_XP_010553811.1_27749;0.2871;NA;NA
Bradi1g06060.1;lcl|NW_010966881.1_cds_XP_010554961.1_27732;0.1268;3.124;0.04059
Bradi1g06070.1;lcl|NW_010970490.1_cds_XP_010524999.1_38427;0.1734;2.352;0.07375
Bradi1g06080.1;lcl|NW_010966881.1_cds_XP_010553794.1_27733;0.2483;2.22;0.1118
Bradi1g06230.1;lcl|NW_010967059.1_cds_XP_010555869.1_29581;0.3746;1.954;0.1917
Bradi1g06290.1;lcl|NW_010966881.1_cds_XP_010553413.1_27372;0.2162;NA;NA
Bradi1g06300.3;lcl|NW_010965775.1_cds_XP_010543629.1_18659;0.2122;NA;NA
Bradi1g06320.1;lcl|NW_010965775.1_cds_XP_010543858.1_18876;0.4225;2.244;0.1883
Bradi1g06330.1;lcl|NW_010966881.1_cds_XP_010553415.1_27374;0.316;1.077;0.2936
Bradi1g06350.2;lcl|NW_010965869.1_cds_XP_010544323.1_19266;0.4408;2.252;0.1957
Bradi1g06360.1;lcl|NW_010965304.1_cds_XP_010535718.1_11583;0.2834;1.323;0.2143
Bradi1g06380.3;lcl|NW_010966372.1_cds_XP_010549893.1_24218;0.3483;1.852;0.188
Bradi1g06387.1;lcl|NW_010967966.1_cds_XP_010518764.1_32817;0.1462;1.82;0.08031
Bradi1g06400.1;lcl|NW_010967059.1_cds_XP_010555814.1_29526;0.4848;NA;NA
Bradi1g06430.1;lcl|NW_010965696.1_cds_XP_010542340.1_17479;0.09092;0.9906;0.09178
Bradi1g06470.3;lcl|NW_010965372.1_cds_XP_010538553.1_14204;0.2991;2.616;0.1143
Bradi1g06480.1;lcl|NW_010965373.1_cds_XP_010540118.1_15545;0.3899;1.898;0.2055
Bradi1g06490.1;lcl|NW_010965372.1_cds_XP_010538260.1_13928;0.403;NA;NA
Bradi1g06511.1;lcl|NW_010965372.1_cds_XP_010538264.1_13933;0.1895;1.384;0.137
Bradi1g06520.4;lcl|NW_010965372.1_cds_XP_010537878.1_13575;0.2079;2.351;0.08844
Bradi1g06540.1;lcl|NW_010962392.1_cds_XP_010529363.1_5942;0.1437;1.484;0.09686
Bradi1g06580.1;lcl|NW_010970490.1_cds_XP_010525179.1_38609;0.1535;2.558;0.06
Bradi1g06590.1;lcl|NW_010965696.1_cds_XP_010542814.1_17939;0.4584;NA;NA
Bradi1g06620.4;lcl|NW_010965696.1_cds_XP_010542543.1_17670;0.318;2.137;0.1488
Bradi1g06630.2;lcl|NW_010971389.1_cds_XP_010526863.1_40096;0.06038;1.781;0.0339
Bradi1g06640.1;lcl|NW_010970490.1_cds_XP_010523673.1_37180;0.1581;1.734;0.09116
