query_id;subject_id;dN;dS;dNdS
Carubv10000095m;AT5G17020.1.1;0.01311;0.1587;0.08261
Carubv10000096m;AT4G10710.2.1;0.02519;0.1922;0.1311
Carubv10000097m;AT5G18620.2.1;0.00951;0.2192;0.04338
Carubv10000098m;AT5G16300.1.1;0.02621;0.1556;0.1684
Carubv10000099m;AT5G09870.1.1;0.01338;0.2691;0.04973
Carubv10000100m;AT4G11170.1.1;0.1008;0.2724;0.3699
Carubv10000101m;AT5G06120.5.1;0.01293;0.1771;0.07301
Carubv10000102m;AT5G06120.4.1;0.01294;0.1772;0.07304
Carubv10000106m;AT4G00900.2.1;0.01752;0.2791;0.06275
Carubv10000107m;AT5G17980.1.1;0.03375;0.3222;0.1048
Carubv10000108m;AT5G07660.1.1;0.07069;0.1728;0.409
Carubv10000109m;AT5G15070.4.1;0.01657;0.175;0.0947
Carubv10000110m;AT5G28740.1.1;0.02205;0.3253;0.06778
Carubv10000111m;AT5G10020.1.1;0.03228;0.2308;0.1399
Carubv10000112m;AT4G10120.3.1;0.02076;0.1737;0.1195
Carubv10000113m;AT5G11110.1.1;0.02828;0.259;0.1092
Carubv10000114m;AT5G04480.1.1;0.0304;0.1964;0.1548
Carubv10000115m;AT5G19310.1.1;0.04037;0.1834;0.2202
Carubv10000116m;AT5G27270.1.1;0.0506;0.2691;0.188
Carubv10000117m;AT5G16270.1.1;0.05843;0.1584;0.3688
Carubv10000118m;AT5G19660.1.1;0.03806;0.2044;0.1862
Carubv10000119m;AT5G17420.1.1;0.005991;0.1919;0.03122
Carubv10000120m;AT5G09410.2.1;0.05022;0.1798;0.2793
Carubv10000121m;AT5G21080.1.1;0.03351;0.2465;0.1359
Carubv10000122m;AT5G22750.1.1;0.03344;0.2214;0.151
Carubv10000123m;AT5G19400.5.1;0.09931;0.2179;0.4557
Carubv10000124m;AT4G08850.1.1;0.06197;0.2857;0.2169
Carubv10000128m;AT4G11800.1.1;0.0177;0.1607;0.1101
Carubv10000131m;AT4G00700.2.1;0.06421;0.2534;0.2534
Carubv10000132m;AT5G25930.1.1;0.06754;0.3228;0.2092
Carubv10000133m;AT5G25520.2.1;0.08662;0.2332;0.3715
Carubv10000134m;AT5G27230.1.1;0.1121;0.2471;0.4534
Carubv10000135m;AT5G26160.2.1;0.1093;0.2364;0.4622
Carubv10000136m;AT4G04670.1.1;0.03354;0.19;0.1766
Carubv10000137m;AT5G07350.1.1;0.029;0.1922;0.1509
Carubv10000138m;AT5G09950.2.1;0.0465;0.2141;0.2172
Carubv10000139m;AT5G27000.1.1;0.04174;0.2139;0.1952
Carubv10000140m;AT4G09980.1.1;0.03376;0.2356;0.1433
Carubv10000142m;AT1G06220.3.1;0.01381;0.2839;0.04865
Carubv10000143m;AT4G01290.1.1;0.0562;0.158;0.3557
Carubv10000145m;AT4G01290.2.1;0.05625;0.1583;0.3555
Carubv10000146m;AT5G11560.1.1;0.02109;0.161;0.131
Carubv10000147m;AT5G22800.1.1;0.02473;0.1871;0.1322
Carubv10000148m;AT4G04350.1.1;0.02056;0.2212;0.09294
Carubv10000149m;AT5G16715.1.1;0.01278;0.1606;0.07953
Carubv10000150m;AT5G27610.1.1;0.1139;0.1986;0.5736
Carubv10000151m;AT5G15450.1.1;0.01442;0.2516;0.05733
Carubv10000153m;AT5G04360.2.1;0.03721;0.1639;0.227
Carubv10000154m;AT5G08550.1.1;0.04328;0.1915;0.226
Carubv10000155m;AT5G11510.4.1;0.06538;0.2141;0.3053
Carubv10000156m;AT5G22010.1.1;0.02972;0.1798;0.1653
Carubv10000157m;AT5G23080.1.1;0.03695;0.2024;0.1826
Carubv10000158m;AT5G13950.4.1;0.08635;0.2106;0.41
Carubv10000159m;AT5G03640.2.1;0.03423;0.3194;0.1072
Carubv10000160m;AT5G15580.1.1;0.0443;0.1931;0.2295
Carubv10000161m;AT5G23720.1.1;0.02686;0.2223;0.1209
Carubv10000163m;AT4G02350.2.1;0.01899;0.2197;0.08643
Carubv10000164m;AT5G26850.4.1;0.02127;0.2025;0.105
Carubv10000165m;AT4G02460.1.1;0.05124;0.3044;0.1683
Carubv10000166m;AT5G21150.1.1;0.04323;0.3274;0.132
Carubv10000168m;AT4G04940.1.1;0.01742;0.2234;0.07797
Carubv10000169m;AT5G06940.1.1;0.04071;0.1921;0.2119
Carubv10000170m;AT5G20660.1.1;0.04439;0.2196;0.2021
Carubv10000171m;AT4G12020.8.1;0.1941;0.5716;0.3395
Carubv10000172m;AT5G07290.1.1;0.0528;0.2201;0.2399
Carubv10000173m;AT5G18750.1.1;0.09529;0.2552;0.3734
Carubv10000174m;AT4G11380.1.1;0.01106;0.2392;0.04625
Carubv10000175m;AT5G06220.3.1;0.04901;0.1984;0.247
Carubv10000176m;AT5G03800.1.1;0.05093;0.196;0.2599
Carubv10000177m;AT5G09840.1.1;0.09863;0.2756;0.3579
Carubv10000178m;AT4G03090.3.1;0.0732;0.2062;0.355
Carubv10000179m;AT5G18860.2.1;0.03662;0.2478;0.1478
Carubv10000180m;AT4G01970.2.1;0.05557;0.2097;0.265
Carubv10000181m;AT5G17270.1.1;0.04393;0.1829;0.2401
Carubv10000182m;AT4G02260.2.1;0.02047;0.1649;0.1241
Carubv10000183m;AT4G02680.1.1;0.01413;0.2743;0.05152
Carubv10000184m;AT5G21930.2.1;0.02763;0.1894;0.1459
Carubv10000185m;AT5G11850.1.1;0.03006;0.2003;0.1501
Carubv10000186m;AT4G12570.1.1;0.07851;0.2883;0.2723
Carubv10000187m;AT5G24360.1.1;0.05282;0.2313;0.2284
Carubv10000188m;AT5G16210.1.1;0.03174;0.2;0.1587
Carubv10000189m;AT5G24080.2.1;0.02839;0.2406;0.118
Carubv10000190m;AT4G01810.3.1;0.0162;0.223;0.07263
Carubv10000191m;AT5G06350.2.1;0.08691;0.2091;0.4157
Carubv10000192m;AT4G00990.1.1;0.131;0.2793;0.4688
Carubv10000193m;AT5G16750.1.1;0.02354;0.2301;0.1023
Carubv10000194m;AT5G19390.2.1;0.02287;0.1767;0.1294
Carubv10000195m;AT5G11430.3.1;0.07048;0.1998;0.3528
Carubv10000196m;AT5G22030.1.1;0.02302;0.1714;0.1343
Carubv10000197m;AT5G23430.3.1;0.02228;0.1815;0.1228
Carubv10000198m;AT5G12950.1.1;0.04968;0.2138;0.2324
Carubv10000200m;AT5G02830.1.1;0.02924;0.1608;0.1818
Carubv10000201m;AT5G09400.1.1;0.01036;0.219;0.0473
Carubv10000202m;AT5G16730.1.1;0.04615;0.2777;0.1662
Carubv10000203m;AT4G04980.1.1;0.05906;0.2145;0.2754
Carubv10000204m;AT5G27680.4.1;0.07041;0.1864;0.3778
Carubv10000205m;AT5G16630.2.1;0.08219;0.1928;0.4264
Carubv10000206m;AT4G00890.1.1;0.1669;0.5814;0.287
Carubv10000208m;AT5G20830.3.1;0.01569;0.2694;0.05823
Carubv10000209m;AT5G16860.1.1;0.04742;0.2695;0.176
Carubv10000210m;AT5G18230.2.1;0.03074;0.1908;0.1611
Carubv10000211m;AT5G26910.4.1;0.05202;0.1898;0.2741
Carubv10000212m;AT5G18230.1.1;0.03083;0.191;0.1615
Carubv10000213m;AT4G02400.1.1;0.05201;0.191;0.2723
Carubv10000214m;AT5G05130.1.1;0.04132;0.2621;0.1576
Carubv10000215m;AT4G04790.1.1;0.05908;0.2583;0.2287
Carubv10000216m;AT5G02390.3.1;0.06221;0.2813;0.2211
Carubv10000217m;AT5G11490.1.1;0.01308;0.1867;0.07006
Carubv10000219m;AT4G09150.2.1;0.04741;0.233;0.2034
Carubv10000220m;AT5G18980.1.1;0.03183;0.2415;0.1318
Carubv10000221m;AT5G25910.1.1;0.102;0.2675;0.3813
Carubv10000222m;AT5G21222.4.1;0.04328;0.2165;0.1999
Carubv10000223m;AT4G12620.1.1;0.04959;0.3804;0.1304
Carubv10000224m;AT5G04540.1.1;0.04646;0.1629;0.2853
Carubv10000225m;AT4G00440.4.1;0.05153;0.1943;0.2653
Carubv10000227m;AT5G08310.2.1;0.05822;0.2394;0.2432
Carubv10000228m;AT5G12150.1.1;0.03173;0.2001;0.1585
Carubv10000229m;AT1G79930.1.1;0.03144;0.2847;0.1104
Carubv10000230m;AT5G04040.2.1;0.01732;0.2945;0.05879
Carubv10000231m;AT5G08600.1.1;0.1291;0.2253;0.573
Carubv10000232m;AT5G16780.3.1;0.0405;0.1822;0.2223
Carubv10000234m;AT5G13300.1.1;0.02123;0.211;0.1006
Carubv10000235m;AT5G03650.1.1;0.02601;0.2072;0.1255
Carubv10000237m;AT4G08180.4.1;0.02308;0.2536;0.09103
Carubv10000238m;AT5G25370.3.1;0.03576;0.313;0.1143
Carubv10000239m;AT5G02860.5.1;0.01817;0.1813;0.1002
Carubv10000240m;AT5G03730.2.1;0.01453;0.2243;0.06477
Carubv10000241m;AT5G02940.1.1;0.04333;0.1492;0.2905
Carubv10000242m;AT5G12100.1.1;0.05629;0.2286;0.2463
Carubv10000243m;AT5G08390.1.1;0.02534;0.1498;0.1692
Carubv10000245m;AT5G20980.2.1;0.02517;0.2202;0.1143
Carubv10000246m;AT5G04720.1.1;0.09549;0.3199;0.2985
Carubv10000247m;AT5G03340.1.1;0.009678;0.1855;0.05218
Carubv10000248m;AT5G05680.1.1;0.03336;0.1459;0.2287
Carubv10000249m;AT4G02280.1.1;0.0192;0.2657;0.07227
Carubv10000250m;AT5G28530.3.1;0.0434;0.281;0.1545
Carubv10000251m;AT5G13690.1.1;0.04997;0.1948;0.2565
Carubv10000252m;AT5G10560.1.1;0.04659;0.2447;0.1904
Carubv10000253m;AT5G04460.6.1;0.05821;0.2358;0.2469
Carubv10000254m;AT4G05190.1.1;0.0483;0.326;0.1482
Carubv10000257m;AT4G00730.1.1;0.02095;0.3301;0.06346
Carubv10000258m;AT5G06850.1.1;0.01006;0.2437;0.04127
Carubv10000259m;AT5G27550.2.1;0.03379;0.1737;0.1945
Carubv10000261m;AT5G25590.1.1;0.02992;0.2832;0.1057
Carubv10000262m;AT5G18960.2.1;0.01352;0.3118;0.04335
Carubv10000263m;AT5G17930.1.1;0.05204;0.244;0.2132
Carubv10000264m;AT4G02030.1.1;0.02512;0.1853;0.1355
Carubv10000266m;AT5G20300.5.1;0.04679;0.2013;0.2325
Carubv10000267m;AT5G02950.2.1;0.1104;0.2854;0.3867
Carubv10000268m;AT5G22640.1.1;0.02834;0.2266;0.1251
Carubv10000269m;AT4G10550.1.1;0.06734;0.2846;0.2366
Carubv10000270m;AT1G49920.2.1;0.141;0.2641;0.5338
Carubv10000271m;AT5G19690.1.1;0.01423;0.1679;0.08473
Carubv10000272m;AT5G04860.1.1;0.03856;0.2351;0.164
Carubv10000273m;AT4G04850.2.1;0.0305;0.1779;0.1714
Carubv10000274m;AT5G14210.1.1;0.02231;0.1864;0.1197
Carubv10000275m;AT5G13060.1.1;0.1008;0.3138;0.3211
Carubv10000276m;AT5G15410.1.1;0.01878;0.2876;0.0653
Carubv10000277m;AT4G09630.2.1;0.03904;0.1729;0.2258
Carubv10000278m;AT4G04340.3.1;0.03879;0.2263;0.1714
Carubv10000279m;AT5G01270.2.1;0.03619;0.2124;0.1704
Carubv10000280m;AT5G04670.2.1;0.0685;0.2103;0.3257
Carubv10000281m;AT5G08610.1.1;0.02884;0.1899;0.1519
Carubv10000282m;AT5G17920.2.1;0.006405;0.2317;0.02765
Carubv10000283m;AT5G23450.5.1;0.01874;0.2258;0.08296
Carubv10000284m;AT4G00230.1.1;0.03453;0.3384;0.102
Carubv10000287m;AT5G01030.3.1;0.1055;0.3339;0.3159
Carubv10000292m;AT5G15870.1.1;0.04696;0.3203;0.1466
Carubv10000293m;AT4G08160.1.1;0.04846;0.3907;0.124
Carubv10000294m;AT5G14230.1.1;0.03885;0.2795;0.139
Carubv10000295m;AT5G06530.2.1;0.02292;0.2144;0.1069
Carubv10000296m;AT5G13580.1.1;0.01484;0.3447;0.04306
Carubv10000297m;AT5G24260.4.1;0.03073;0.2136;0.1438
Carubv10000298m;AT5G19520.2.1;0.0715;0.2686;0.2662
Carubv10000299m;AT5G20250.4.1;0.03991;0.3333;0.1197
Carubv10000300m;AT4G04890.2.1;0.01133;0.2093;0.05413
Carubv10000301m;AT5G04130.1.1;0.02552;0.2302;0.1109
Carubv10000304m;AT5G10630.3.1;0.03433;0.1835;0.187
Carubv10000305m;AT4G11160.1.1;0.02532;0.1827;0.1386
Carubv10000306m;AT5G23880.1.1;0.01161;0.1392;0.08342
Carubv10000307m;AT4G12290.1.1;0.02808;0.3821;0.07349
Carubv10000308m;AT5G06930.3.1;0.09996;0.2517;0.3971
Carubv10000309m;AT5G19620.1.1;0.03067;0.195;0.1572
Carubv10000310m;AT5G16690.1.1;0.04951;0.2369;0.209
Carubv10000311m;AT5G12080.3.1;0.03997;0.2579;0.155
Carubv10000312m;AT5G06820.1.1;0.02841;0.1858;0.153
Carubv10000313m;AT4G03560.1.1;0.01585;0.1473;0.1076
Carubv10000314m;AT5G02810.1.1;0.03544;0.1818;0.1949
Carubv10000316m;AT5G08630.3.1;0.05445;0.1977;0.2754
Carubv10000317m;AT5G08440.1.1;0.06206;0.217;0.2859
Carubv10000318m;AT5G01110.2.1;0.03959;0.2717;0.1457
Carubv10000319m;AT5G23390.1.1;0.03111;0.2017;0.1542
Carubv10000320m;AT5G23490.1.1;0.05973;0.2245;0.266
Carubv10000321m;AT4G09140.1.1;0.03156;0.2179;0.1449
Carubv10000322m;AT5G16180.1.1;0.0727;0.2694;0.2698
Carubv10000323m;AT5G25520.3.1;0.08672;0.2019;0.4296
Carubv10000324m;AT4G01090.1.1;0.06729;0.2441;0.2757
Carubv10000326m;AT5G20360.6.1;0.08132;0.2722;0.2988
Carubv10000329m;AT5G08720.1.1;0.03295;0.2341;0.1408
Carubv10000330m;AT5G24320.1.1;0.06042;0.3506;0.1723
Carubv10000331m;AT4G02060.2.1;0.02097;0.2215;0.09464
Carubv10000332m;AT5G27640.3.1;0.01447;0.1648;0.08784
Carubv10000334m;AT4G11450.1.1;0.03544;0.22;0.1611
Carubv10000335m;AT5G14870.1.1;0.008024;0.3007;0.02668
Carubv10000336m;AT4G10730.1.1;0.03994;0.1318;0.3029
Carubv10000337m;AT4G02020.1.1;0.06822;0.1583;0.4309
Carubv10000338m;AT5G19330.1.1;0.009848;0.1718;0.05733
Carubv10000339m;AT4G01010.2.1;0.02393;0.2811;0.08514
Carubv10000340m;AT5G11390.1.1;0.04614;0.2186;0.2111
Carubv10000341m;AT5G15810.1.1;0.01746;0.246;0.07096
Carubv10000342m;AT4G02010.1.1;0.01922;0.154;0.1248
Carubv10000344m;AT5G16720.1.1;0.05827;0.2256;0.2582
Carubv10000346m;AT5G12850.1.1;0.0218;0.2481;0.08786
Carubv10000348m;AT5G11350.1.1;0.04566;0.179;0.2551
Carubv10000349m;AT5G01550.1.1;0.09362;0.4192;0.2234
Carubv10000350m;AT5G10540.1.1;0.009149;0.1981;0.04618
Carubv10000351m;AT5G01310.1.1;0.05446;0.2298;0.237
Carubv10000352m;AT5G19130.1.1;0.02941;0.2143;0.1373
Carubv10000353m;AT5G56030.1.1;0.008501;0.3768;0.02256
Carubv10000354m;AT4G11810.1.1;0.01764;0.2836;0.06221
Carubv10000355m;AT5G24300.2.1;0.03292;0.3204;0.1028
Carubv10000356m;AT5G23910.2.1;0.08874;0.2735;0.3244
Carubv10000358m;AT4G12460.8.1;0.0397;0.2428;0.1635
Carubv10000359m;AT4G11860.1.1;0.04219;0.2357;0.179
Carubv10000360m;AT5G01560.1.1;0.05135;0.3428;0.1498
Carubv10000361m;AT5G18190.2.1;0.01682;0.2327;0.07231
Carubv10000362m;AT5G01660.2.1;0.0696;0.211;0.3298
Carubv10000363m;AT4G10760.1.1;0.01567;0.2379;0.06586
Carubv10000364m;AT5G09320.1.1;0.08249;0.2163;0.3813
Carubv10000365m;AT5G27110.1.1;0.07257;0.2727;0.2661
Carubv10000366m;AT4G08210.1.1;0.07925;0.2941;0.2695
Carubv10000367m;AT4G07960.2.1;0.02135;0.3792;0.05631
Carubv10000368m;AT5G20930.1.1;0.03253;0.1874;0.1736
Carubv10000369m;AT5G05460.1.1;0.04641;0.2558;0.1815
Carubv10000370m;AT5G02400.1.1;0.03503;0.2618;0.1338
Carubv10000371m;AT5G06050.1.1;0.03517;0.2581;0.1363
Carubv10000372m;AT4G04960.1.1;0.04986;0.2734;0.1824
Carubv10000373m;AT5G19020.1.1;0.05255;0.3514;0.1495
Carubv10000374m;AT4G02900.4.1;0.01366;0.2141;0.06378
Carubv10000375m;AT5G15250.1.1;0.04964;0.3024;0.1642
Carubv10000376m;AT5G20990.1.1;0.03519;0.2215;0.1589
Carubv10000377m;AT5G13550.1.1;0.01984;0.2241;0.08855
Carubv10000379m;AT5G05970.2.1;0.03283;0.1872;0.1754
Carubv10000380m;AT5G08650.1.1;0.009343;0.1527;0.06119
Carubv10000381m;AT5G18570.1.1;0.02137;0.2164;0.09878
Carubv10000384m;AT5G10180.1.1;0.03681;0.2362;0.1558
Carubv10000385m;AT4G05200.2.1;0.0758;0.2727;0.278
Carubv10000386m;AT5G04700.1.1;0.0383;0.2114;0.1811
Carubv10000387m;AT5G08500.1.1;0.02302;0.259;0.08886
Carubv10000388m;AT5G04590.1.1;0.01135;0.2561;0.04431
Carubv10000389m;AT5G13480.1.1;0.02117;0.1439;0.1471
Carubv10000390m;AT4G02420.1.1;0.06572;0.3013;0.2181
Carubv10000392m;AT4G08550.1.1;0.07031;0.3912;0.1797
Carubv10000393m;AT5G10900.2.1;0.0344;0.2236;0.1539
Carubv10000394m;AT5G15980.1.1;0.05238;0.1925;0.2721
Carubv10000396m;AT5G04885.2.1;0.02437;0.2262;0.1077
Carubv10000397m;AT5G19920.1.1;0.05936;0.2267;0.2619
Carubv10000398m;AT5G22355.1.1;0.07957;0.2272;0.3502
Carubv10000399m;AT5G06110.2.1;0.06389;0.2165;0.2951
Carubv10000400m;AT5G01720.1.1;0.04411;0.3356;0.1315
Carubv10000401m;AT5G18730.1.1;0.1343;0.24;0.5596
Carubv10000402m;AT4G04500.1.1;0.1131;0.2857;0.3959
Carubv10000403m;AT5G24380.1.1;0.03584;0.3138;0.1142
Carubv10000404m;AT5G27540.2.1;0.01914;0.2248;0.08512
Carubv10000405m;AT4G12120.1.1;0.02571;0.25;0.1029
Carubv10000406m;AT5G13210.1.1;0.1174;0.5054;0.2323
Carubv10000407m;AT4G11470.2.1;0.09056;0.3438;0.2634
Carubv10000408m;AT5G19600.1.1;0.03736;0.3474;0.1075
Carubv10000409m;AT4G04510.1.1;0.1009;0.2595;0.3887
Carubv10000411m;AT5G01290.1.1;0.02423;0.24;0.101
Carubv10000412m;AT4G04540.1.1;0.05416;0.271;0.1999
Carubv10000415m;AT5G13150.1.1;0.04988;0.3652;0.1366
Carubv10000418m;AT5G16500.1.1;0.08146;0.3096;0.2631
Carubv10000419m;AT4G04570.1.1;0.1006;0.2939;0.3424
Carubv10000420m;AT5G02500.1.1;0.00712;0.2708;0.02629
Carubv10000422m;AT5G08660.4.1;0.02147;0.2408;0.08916
Carubv10000423m;AT5G25820.1.1;0.05319;0.3521;0.1511
Carubv10000426m;AT5G13820.2.1;0.09205;0.2508;0.3671
Carubv10000428m;AT4G02700.1.1;0.03047;0.1923;0.1584
Carubv10000429m;AT5G25100.1.1;0.00818;0.2312;0.03539
Carubv10000430m;AT5G12440.8.1;0.06704;0.2826;0.2372
Carubv10000433m;AT5G12260.1.1;0.05499;0.2145;0.2564
Carubv10000434m;AT5G16930.1.1;0.02763;0.206;0.1341
Carubv10000435m;AT5G11540.1.1;0.06997;0.3296;0.2123
Carubv10000436m;AT5G23480.1.1;0.1445;0.3353;0.431
Carubv10000438m;AT4G11440.2.1;0.1177;0.2878;0.4088
Carubv10000439m;AT4G11490.1.1;0.149;0.3798;0.3922
Carubv10000441m;AT4G10840.1.1;0.01163;0.2713;0.04287
Carubv10000442m;AT5G16000.1.1;0.0173;0.2629;0.06581
Carubv10000445m;AT5G03540.1.1;0.01138;0.1957;0.05813
Carubv10000446m;AT5G01100.1.1;0.04335;0.2333;0.1858
Carubv10000447m;AT5G24030.1.1;0.04274;0.2561;0.1669
Carubv10000448m;AT5G02030.1.1;0.01717;0.1992;0.08617
Carubv10000449m;AT5G11470.2.1;0.0954;0.2373;0.402
Carubv10000450m;AT5G14610.6.1;0.0329;0.2389;0.1377
Carubv10000452m;AT4G02390.1.1;0.03287;0.2033;0.1617
Carubv10000453m;AT4G00750.1.1;0.05008;0.2082;0.2406
Carubv10000455m;AT5G13030.1.1;0.01859;0.1854;0.1003
Carubv10000456m;AT5G14080.1.1;0.05895;0.2881;0.2046
Carubv10000457m;AT5G10200.3.1;0.004878;0.3152;0.01547
Carubv10000458m;AT4G09160.1.1;0.1161;0.371;0.3131
Carubv10000460m;AT5G07790.3.1;0.1243;0.2624;0.4737
Carubv10000461m;AT5G16590.1.1;0.03964;0.3086;0.1285
Carubv10000464m;AT4G09730.1.1;0.02238;0.2578;0.0868
Carubv10000466m;AT5G20950.3.1;0.01977;0.338;0.0585
Carubv10000467m;AT5G19410.2.1;0.02582;0.3526;0.07321
Carubv10000468m;AT5G14620.1.1;0.08023;0.4131;0.1942
Carubv10000469m;AT5G05700.1.1;0.08447;0.208;0.406
Carubv10000470m;AT5G15380.1.1;0.1313;0.539;0.2436
Carubv10000471m;AT4G01660.1.1;0.03697;0.2584;0.1431
Carubv10000472m;AT5G22510.2.1;0.02648;0.2533;0.1046
Carubv10000473m;AT5G25350.1.1;0.03762;0.2886;0.1303
Carubv10000474m;AT5G08690.1.1;0.003851;0.23;0.01674
Carubv10000475m;AT5G14520.1.1;0.02655;0.2473;0.1074
Carubv10000476m;AT5G20350.1.1;0.01692;0.194;0.0872
Carubv10000478m;AT5G23770.2.1;0.1662;0.288;0.5771
Carubv10000479m;AT5G27330.1.1;0.1322;0.3039;0.435
Carubv10000480m;AT4G11900.5.1;0.1716;0.3106;0.5524
Carubv10000481m;AT5G04870.1.1;0.01725;0.1767;0.09762
Carubv10000482m;AT5G07360.3.1;0.04247;0.329;0.1291
Carubv10000483m;AT5G16020.1.1;0.06669;0.3387;0.1969
Carubv10000484m;AT4G11740.1.1;0.02436;0.2204;0.1106
Carubv10000485m;AT5G13520.1.1;0.01894;0.2533;0.07478
Carubv10000486m;AT5G23570.3.1;0.07443;0.2244;0.3317
Carubv10000487m;AT5G10240.1.1;0.02781;0.2117;0.1313
Carubv10000488m;AT4G05020.1.1;0.0137;0.2051;0.06678
Carubv10000490m;AT5G06700.1.1;0.04268;0.3033;0.1407
Carubv10000491m;AT5G24100.1.1;0.06741;0.3113;0.2166
Carubv10000492m;AT4G03440.3.1;0.2637;0.655;0.4025
Carubv10000493m;AT4G09510.1.1;0.01723;0.3148;0.05474
Carubv10000494m;AT5G19670.2.1;0.0571;0.3043;0.1876
Carubv10000495m;AT4G08500.1.1;0.1075;0.3539;0.3037
Carubv10000496m;AT5G17530.3.1;0.04036;0.1735;0.2327
Carubv10000497m;AT5G11240.1.1;0.03665;0.1855;0.1975
