query_id;subject_id;dN;dS;dNdS
AT1G03090.2.1;Bradi4g02380.1;0.2513;2.71;0.09274
AT1G03100.1.1;Bradi3g27027.6;0.3892;NA;NA
AT1G03110.1.1;Bradi1g08810.1;0.3902;2.035;0.1918
AT1G03130.1.1;Bradi1g04700.1;0.1879;NA;NA
AT1G03140.1.1;Bradi1g24040.2;0.2888;2.359;0.1224
AT1G03150.1.1;Bradi1g11700.1;0.07787;1.867;0.04172
AT1G03160.1.1;Bradi2g26650.1;0.3644;2.243;0.1625
AT1G03180.2.1;Bradi2g13200.4;0.4679;2.672;0.1751
AT1G03180.5.1;Bradi2g13200.3;0.4633;NA;NA
AT1G03190.2.1;Bradi2g36360.1;0.172;NA;NA
AT1G03220.1.1;Bradi2g25850.1;0.4402;NA;NA
AT1G03250.1.1;Bradi4g42940.1;0.3566;2.245;0.1588
AT1G03260.1.1;Bradi1g19340.1;0.1949;1.844;0.1057
AT1G03280.3.1;Bradi3g22380.1;0.3015;NA;NA
AT1G03290.6.1;Bradi2g25520.1;0.5466;2.519;0.217
AT1G03310.2.1;Bradi2g26170.2;0.4495;2.754;0.1632
AT1G03330.1.1;Bradi3g16900.4;0.04109;0.8392;0.04897
AT1G03350.1.1;Bradi1g19540.1;0.5176;NA;NA
AT1G03360.1.1;Bradi1g04570.1;0.1656;5.408;0.03062
AT1G03365.2.1;Bradi2g36647.3;0.7046;NA;NA
AT1G03370.1.1;Bradi1g43230.1;0.2799;2.449;0.1143
AT1G03380.1.1;Bradi2g25677.5;0.4206;2.465;0.1706
AT1G03440.1.1;Bradi2g25620.1;0.3006;2.454;0.1225
AT1G03475.1.1;Bradi5g21310.1;0.1849;NA;NA
AT1G03510.1.1;Bradi1g01280.1;0.4353;NA;NA
AT1G03540.1.1;Bradi1g36120.1;0.4853;NA;NA
AT1G03560.1.1;Bradi5g23200.1;0.4315;NA;NA
AT1G03590.1.1;Bradi1g24400.1;0.3148;NA;NA
AT1G03600.1.1;Bradi1g63300.1;0.3368;NA;NA
AT1G03610.1.1;Bradi3g29840.1;0.4365;NA;NA
AT1G03620.9.1;Bradi5g02447.3;0.2294;2.19;0.1048
AT1G03650.1.1;Bradi3g30047.2;0.3148;NA;NA
AT1G03670.1.1;Bradi1g25900.4;0.6991;NA;NA
AT1G03687.1.1;Bradi1g41640.1;0.4379;NA;NA
AT1G03750.1.1;Bradi1g14910.4;0.2932;NA;NA
AT1G03760.1.1;Bradi2g59520.1;0.5576;NA;NA
AT1G03780.2.1;Bradi1g26680.3;0.4024;NA;NA
AT1G03840.1.1;Bradi2g08460.1;0.4264;NA;NA
AT1G03860.3.1;Bradi1g53070.1;0.1545;NA;NA
AT1G03900.1.1;Bradi3g28700.1;0.206;NA;NA
AT1G03905.1.1;Bradi3g54870.1;0.1452;2.5;0.05809
AT1G03910.1.1;Bradi1g05170.1;0.1913;2.538;0.07536
AT1G03940.1.1;Bradi3g55670.2;0.6855;NA;NA
AT1G03950.1.1;Bradi3g28730.2;0.146;NA;NA
AT1G04000.1.1;Bradi2g25720.1;0.5075;NA;NA
AT1G04010.1.1;Bradi3g58870.2;0.184;1.882;0.09774
AT1G04030.2.1;Bradi5g15470.1;0.5732;NA;NA
AT1G04080.4.1;Bradi1g70450.1;0.3049;2.072;0.1471
AT1G04110.1.1;Bradi1g75550.1;0.3428;NA;NA
AT1G04120.1.1;Bradi1g75590.1;0.2172;2.417;0.08989
AT1G04130.1.1;Bradi1g08510.1;0.3433;1.971;0.1741
AT1G04140.1.1;Bradi3g59200.9;0.3458;2.629;0.1315
AT1G04150.1.1;Bradi3g55250.1;0.3128;3.247;0.09634
AT1G04160.1.1;Bradi3g55350.1;0.1772;2.574;0.06882
AT1G04170.2.1;Bradi4g02587.1;0.05714;1.534;0.03724
AT1G04190.1.1;Bradi4g02430.1;0.222;2.598;0.08545
AT1G04200.1.1;Bradi2g51430.1;0.2683;2.391;0.1122
AT1G04210.1.1;Bradi1g08977.5;0.4791;NA;NA
AT1G04230.2.1;Bradi1g05420.2;0.3256;2.123;0.1534
AT1G04240.2.1;Bradi4g02580.1;0.3122;NA;NA
AT1G04290.1.1;Bradi4g07920.1;0.3458;2.239;0.1545
AT1G04300.1.1;Bradi4g02725.1;0.464;NA;NA
AT1G04390.1.1;Bradi1g32690.2;0.6572;NA;NA
AT1G04400.2.1;Bradi3g49204.4;0.3274;2.254;0.1452
AT1G04420.1.1;Bradi1g14710.1;0.2391;1.691;0.1414
AT1G04430.3.1;Bradi3g28770.8;0.1938;2.124;0.09127
AT1G04500.4.1;Bradi1g75760.1;0.6358;NA;NA
AT1G04510.1.1;Bradi1g75750.1;0.1871;2.261;0.08273
AT1G04520.1.1;Bradi1g75700.2;0.492;NA;NA
AT1G04530.1.1;Bradi5g15396.2;0.6337;NA;NA
AT1G04555.1.1;Bradi3g55330.2;0.338;1.019;0.3316
AT1G04560.1.1;Bradi1g00600.1;0.2915;1.483;0.1966
AT1G04590.1.1;Bradi4g26050.1;0.4847;NA;NA
AT1G04610.1.1;Bradi5g01327.2;0.3006;2.851;0.1054
AT1G04620.1.1;Bradi3g12690.4;0.1442;2.468;0.05844
AT1G04635.1.1;Bradi5g00600.1;0.2858;4.255;0.06716
AT1G04640.2.1;Bradi1g63900.1;0.256;1.752;0.1461
AT1G04650.1.1;Bradi1g75460.1;0.6252;NA;NA
AT1G04690.1.1;Bradi3g55400.2;0.09023;1.45;0.06223
AT1G04700.2.1;Bradi4g02900.4;0.4968;NA;NA
AT1G04730.1.1;Bradi1g67210.1;0.3622;1.961;0.1847
AT1G04760.2.1;Bradi1g54680.1;0.09163;1.373;0.06675
AT1G04770.1.1;Bradi2g20540.1;0.2328;1.51;0.1542
AT1G04780.1.1;Bradi1g28990.1;0.2272;NA;NA
AT1G04790.1.1;Bradi5g15450.4;0.6748;NA;NA
AT1G04850.1.1;Bradi3g43900.1;0.1772;1.869;0.09479
AT1G04860.1.1;Bradi3g43200.9;0.619;NA;NA
AT1G04870.2.1;Bradi1g51130.2;0.2792;2.02;0.1382
AT1G04880.1.1;Bradi3g43310.2;0.4796;NA;NA
AT1G04900.1.1;Bradi2g58410.3;0.2265;1.644;0.1378
AT1G04910.1.1;Bradi4g19197.1;0.2159;2.429;0.08888
AT1G04920.1.1;Bradi2g58860.1;0.2362;NA;NA
AT1G04940.1.1;Bradi1g24250.4;0.5618;NA;NA
AT1G04945.1.1;Bradi2g61550.1;0.4287;NA;NA
AT1G04950.3.1;Bradi4g27220.1;0.2844;2.485;0.1144
AT1G04960.1.1;Bradi4g33460.1;0.4013;2.116;0.1896
AT1G04970.1.1;Bradi1g42780.1;0.4742;2.735;0.1734
AT1G04980.1.1;Bradi4g31830.1;0.1989;2.66;0.07477
AT1G04985.1.1;Bradi5g25547.1;0.4899;NA;NA
AT1G05000.1.1;Bradi1g46220.1;0.3167;2.441;0.1298
AT1G05010.1.1;Bradi3g57620.1;0.2217;3.336;0.06647
AT1G05030.1.1;Bradi4g29650.1;0.2492;1.992;0.1251
AT1G05055.1.1;Bradi5g15270.1;0.1782;2.051;0.08692
AT1G05060.1.1;Bradi1g44640.6;0.3795;2.628;0.1444
AT1G05120.1.1;Bradi1g26440.1;0.2983;1.602;0.1862
AT1G05150.1.1;Bradi1g67270.1;0.2755;NA;NA
AT1G05170.2.1;Bradi1g15590.1;0.1697;NA;NA
AT1G05180.1.1;Bradi1g03800.1;0.2307;2.525;0.09136
AT1G05190.1.1;Bradi1g62170.1;0.2062;2.838;0.07267
AT1G05200.6.1;Bradi1g32800.1;0.3408;NA;NA
AT1G05205.1.1;Bradi1g32821.1;0.07862;1.272;0.06183
AT1G05260.1.1;Bradi1g32870.1;0.3625;1.056;0.3432
AT1G05270.1.1;Bradi2g20810.3;0.3409;NA;NA
AT1G05310.1.1;Bradi3g17880.1;0.3114;NA;NA
AT1G05350.1.1;Bradi3g44000.2;0.1544;2.042;0.07563
AT1G05370.1.1;Bradi1g69690.1;0.2969;1.934;0.1535
AT1G05385.1.1;Bradi1g08718.1;0.4832;NA;NA
AT1G05410.1.1;Bradi1g08780.1;0.5331;NA;NA
AT1G05430.1.1;Bradi3g27110.7;0.6945;NA;NA
AT1G05440.1.1;Bradi1g08790.1;0.6836;NA;NA
AT1G05460.1.1;Bradi1g74450.2;0.3757;NA;NA
AT1G05470.2.1;Bradi1g05920.1;0.2816;NA;NA
AT1G05490.1.1;Bradi2g26500.5;0.6597;NA;NA
AT1G05500.1.1;Bradi5g23880.1;0.2102;NA;NA
AT1G05510.1.1;Bradi5g10450.1;0.2439;NA;NA
AT1G05560.2.1;Bradi1g37050.1;0.4994;3.068;0.1628
AT1G05577.1.1;Bradi2g51680.2;0.5754;NA;NA
AT1G05590.3.1;Bradi1g69660.1;0.3619;NA;NA
AT1G05600.3.1;Bradi2g58500.1;0.6536;NA;NA
AT1G05620.1.1;Bradi1g57470.3;0.1974;NA;NA
AT1G05630.2.1;Bradi4g34270.1;0.3619;NA;NA
AT1G05670.3.1;Bradi1g26330.1;0.5006;NA;NA
AT1G05690.1.1;Bradi2g57476.2;0.3924;NA;NA
AT1G05710.5.1;Bradi5g14260.2;0.345;NA;NA
AT1G05720.1.1;Bradi2g57510.1;0.3183;NA;NA
AT1G05750.2.1;Bradi3g57730.1;0.4215;1.605;0.2626
AT1G05780.1.1;Bradi1g69860.2;0.3297;NA;NA
AT1G05785.5.1;Bradi3g48042.4;0.3124;NA;NA
AT1G05790.3.1;Bradi5g14097.1;0.3803;2.855;0.1332
AT1G05805.1.1;Bradi2g57800.6;0.4946;2.245;0.2203
AT1G05830.4.1;Bradi4g08510.1;0.3269;2.283;0.1432
AT1G05840.1.1;Bradi3g42090.1;0.406;NA;NA
AT1G05850.2.1;Bradi4g34040.1;0.247;3.875;0.06374
AT1G05894.1.1;Bradi4g39876.2;0.7619;NA;NA
AT1G05910.1.1;Bradi4g35150.3;0.2369;2.306;0.1027
AT1G05940.1.1;Bradi3g50560.1;0.2343;1.609;0.1457
AT1G05950.1.1;Bradi2g35660.1;0.8144;NA;NA
AT1G05950.5.1;Bradi2g35940.2;0.7756;NA;NA
AT1G05960.4.1;Bradi2g57664.3;0.4001;2.377;0.1684
AT1G05970.2.1;Bradi5g27270.5;0.5405;NA;NA
AT1G06010.1.1;Bradi5g24910.3;0.4341;NA;NA
AT1G06050.1.1;Bradi3g17060.4;0.2823;2.121;0.1331
AT1G06060.1.1;Bradi2g51550.1;0.2675;2.238;0.1195
AT1G06070.1.1;Bradi4g35240.2;0.3092;1.289;0.2398
AT1G06110.1.1;Bradi4g20610.1;0.4341;2.35;0.1848
AT1G06130.1.1;Bradi4g35270.1;0.2684;2.349;0.1143
AT1G06190.1.1;Bradi3g54807.1;0.4536;2.625;0.1728
AT1G06220.3.1;Bradi1g36340.1;0.1748;NA;NA
AT1G06230.4.1;Bradi3g09460.1;0.4608;NA;NA
AT1G06240.1.1;Bradi2g06920.3;0.3513;1.435;0.2448
AT1G06280.1.1;Bradi2g08480.1;0.732;NA;NA
AT1G06290.1.1;Bradi3g22660.1;0.2413;1.853;0.1302
AT1G06320.1.1;Bradi1g64400.1;0.8298;NA;NA
AT1G06330.1.1;Bradi2g50360.1;0.3762;2.231;0.1687
AT1G06390.2.1;Bradi2g32620.1;0.1133;1.688;0.06715
AT1G06410.3.1;Bradi4g41580.3;0.2321;NA;NA
AT1G06440.1.1;Bradi3g30680.4;0.4232;NA;NA
AT1G06470.4.1;Bradi1g49160.2;0.3003;NA;NA
AT1G06510.1.1;Bradi2g47380.3;0.6211;NA;NA
AT1G06515.2.1;Bradi1g28816.1;0.3403;NA;NA
AT1G06520.1.1;Bradi2g44377.1;0.4385;NA;NA
AT1G06550.1.1;Bradi2g50010.1;0.2637;1.934;0.1364
AT1G06560.1.1;Bradi3g21700.1;0.3227;1.881;0.1716
AT1G06570.1.1;Bradi3g05060.1;0.3242;NA;NA
AT1G06590.1.1;Bradi4g01090.1;0.3668;2.269;0.1616
AT1G06620.1.1;Bradi5g00830.1;0.4094;NA;NA
AT1G06680.1.1;Bradi1g58160.1;0.1981;0.6268;0.3161
AT1G06690.1.1;Bradi1g58220.3;0.1937;1.606;0.1206
AT1G06710.9.1;Bradi5g14060.1;0.375;3.238;0.1158
AT1G06720.2.1;Bradi1g63330.1;0.3;NA;NA
AT1G06730.1.1;Bradi1g74150.1;0.3825;NA;NA
AT1G06750.2.1;Bradi2g20400.1;0.2574;1.822;0.1413
AT1G06780.1.1;Bradi4g14910.4;0.4471;NA;NA
AT1G06790.1.1;Bradi5g25960.1;0.3782;2.381;0.1588
AT1G06800.1.1;Bradi2g26660.1;0.3018;NA;NA
AT1G06820.1.1;Bradi4g16010.1;0.1562;3.29;0.04747
AT1G06840.1.1;Bradi2g62790.1;0.2706;3.262;0.08297
AT1G06870.1.1;Bradi4g31930.1;0.4788;NA;NA
AT1G06890.2.1;Bradi2g04130.2;0.1109;1.921;0.0577
AT1G06900.1.1;Bradi1g63160.1;0.2815;2.603;0.1082
AT1G06920.1.1;Bradi2g53610.1;0.6567;NA;NA
AT1G06950.1.1;Bradi3g29750.3;0.3159;3.027;0.1044
AT1G07010.1.1;Bradi3g25370.2;0.3197;2.405;0.1329
AT1G07020.1.1;Bradi2g41350.1;0.6586;NA;NA
AT1G07030.1.1;Bradi1g65170.2;0.2616;1.191;0.2196
AT1G07040.1.1;Bradi3g28120.1;0.3226;2.827;0.1141
AT1G07060.2.1;Bradi4g44844.2;0.5675;2.052;0.2766
AT1G07080.1.1;Bradi1g65246.2;0.4474;NA;NA
AT1G07090.1.1;Bradi2g29110.2;0.2321;NA;NA
AT1G07110.1.1;Bradi2g34580.1;0.2018;NA;NA
AT1G07120.1.1;Bradi1g65430.2;0.4394;NA;NA
AT1G07130.1.1;Bradi1g61610.9;0.495;NA;NA
AT1G07180.1.1;Bradi2g53970.1;0.1916;2.028;0.09449
AT1G07210.1.1;Bradi3g30060.3;0.5573;1.529;0.3645
AT1G07220.1.1;Bradi2g35840.1;0.4212;NA;NA
AT1G07230.1.1;Bradi1g03250.2;0.2326;NA;NA
AT1G07310.1.1;Bradi2g55240.1;0.428;3.051;0.1403
AT1G07320.2.1;Bradi1g67170.1;0.2747;1.34;0.205
AT1G07350.1.1;Bradi1g67145.1;0.402;NA;NA
AT1G07360.1.1;Bradi1g48140.1;0.205;2.647;0.07746
AT1G07410.1.1;Bradi1g03490.3;0.07477;2.421;0.03089
AT1G07430.1.1;Bradi1g66920.1;0.3749;NA;NA
AT1G07480.2.1;Bradi2g31100.1;0.3949;NA;NA
AT1G07500.1.1;Bradi2g54731.2;0.527;NA;NA
AT1G07510.1.1;Bradi2g23357.1;0.1746;2.443;0.07146
AT1G07530.1.1;Bradi4g43680.3;0.484;NA;NA
AT1G07540.1.1;Bradi1g66677.3;0.5037;2.778;0.1813
AT1G07570.5.1;Bradi2g38970.1;0.2292;1.315;0.1743
AT1G07590.1.1;Bradi3g16227.1;0.3467;NA;NA
AT1G07615.1.1;Bradi4g09260.1;0.398;NA;NA
AT1G07630.1.1;Bradi1g03690.1;0.3457;NA;NA
AT1G07645.1.1;Bradi1g66460.1;0.2391;0.9835;0.2431
AT1G07650.1.1;Bradi4g28367.1;0.3434;NA;NA
AT1G07670.2.1;Bradi1g66150.1;0.1725;NA;NA
AT1G07700.4.1;Bradi3g46420.1;0.4079;NA;NA
AT1G07710.2.1;Bradi1g66210.1;0.2614;NA;NA
AT1G07740.1.1;Bradi2g17702.1;0.5578;NA;NA
AT1G07745.2.1;Bradi1g27880.7;0.4599;3.22;0.1429
AT1G07780.9.1;Bradi4g03860.1;0.3599;2.402;0.1498
AT1G07795.1.1;Bradi4g04020.1;0.5418;NA;NA
AT1G07830.1.1;Bradi1g49670.1;0.18;NA;NA
AT1G07840.2.1;Bradi2g59260.1;0.4014;NA;NA
AT1G07890.8.1;Bradi1g65820.2;0.1479;1.503;0.09844
AT1G07900.1.1;Bradi1g65760.1;0.3671;NA;NA
AT1G07910.1.1;Bradi1g54807.1;0.2663;1.967;0.1353
AT1G07960.4.1;Bradi1g65710.1;0.2294;1.317;0.1742
AT1G07970.1.1;Bradi1g65650.1;0.3431;1.992;0.1723
AT1G07980.1.1;Bradi1g01300.1;0.5598;2.156;0.2596
AT1G07985.1.1;Bradi4g00340.2;0.7033;NA;NA
AT1G08030.2.1;Bradi1g48757.2;0.3622;2.561;0.1414
AT1G08060.3.1;Bradi4g07717.2;0.7419;NA;NA
AT1G08070.1.1;Bradi5g13537.1;0.5329;NA;NA
AT1G08090.1.1;Bradi3g01270.1;0.2185;NA;NA
AT1G08110.4.1;Bradi5g03830.1;0.2598;NA;NA
AT1G08125.1.1;Bradi3g55460.1;0.2183;2.323;0.09396
AT1G08130.1.1;Bradi3g29530.6;0.2526;NA;NA
AT1G08160.1.1;Bradi3g32720.1;0.7991;NA;NA
AT1G08170.1.1;Bradi4g38800.1;0.4765;2.981;0.1598
AT1G08190.1.1;Bradi5g25930.1;0.2323;NA;NA
AT1G08200.1.1;Bradi2g61940.1;0.1028;1.3;0.07902
AT1G08220.1.1;Bradi2g34159.2;0.3807;1.351;0.2818
AT1G08230.2.1;Bradi2g55430.1;0.2916;1.049;0.2781
AT1G08250.1.1;Bradi5g09030.1;0.2067;NA;NA
AT1G08260.1.1;Bradi3g44197.1;0.2136;2.068;0.1033
AT1G08280.1.1;Bradi2g55530.4;0.5231;NA;NA
AT1G08315.1.1;Bradi2g61220.1;0.4467;4.086;0.1093
AT1G08320.4.1;Bradi2g55567.6;0.353;1.817;0.1943
AT1G08370.1.1;Bradi4g42132.2;0.3107;1.606;0.1935
AT1G08380.1.1;Bradi5g09530.1;0.1789;2.686;0.0666
AT1G08390.1.1;Bradi1g12312.1;0.4658;2.182;0.2134
AT1G08400.1.1;Bradi1g17280.1;0.5245;2.912;0.1801
AT1G08410.1.1;Bradi4g01390.1;0.2996;NA;NA
AT1G08420.1.1;Bradi4g01410.1;0.075;2.471;0.03036
AT1G08440.1.1;Bradi5g09690.1;0.3654;4.292;0.08513
AT1G08450.1.1;Bradi2g20510.1;0.1598;2.29;0.06979
AT1G08460.1.1;Bradi2g24020.1;0.2347;NA;NA
AT1G08470.1.1;Bradi1g08480.1;0.2816;1.816;0.1551
AT1G08480.1.1;Bradi3g13580.1;0.4484;1.352;0.3316
AT1G08490.1.1;Bradi4g25680.1;0.2111;2.321;0.09097
AT1G08500.1.1;Bradi2g10960.1;0.5555;1.011;0.5494
AT1G08510.1.1;Bradi1g51170.1;0.3087;NA;NA
AT1G08520.1.1;Bradi1g04300.1;0.1264;1.814;0.0697
AT1G08530.1.1;Bradi4g07980.3;0.5149;1.93;0.2667
AT1G08540.1.1;Bradi4g19540.1;0.4608;NA;NA
AT1G08550.3.1;Bradi5g07390.1;0.195;3.854;0.0506
AT1G08560.1.1;Bradi1g09440.1;0.3367;NA;NA
AT1G08570.1.1;Bradi1g63640.1;0.2721;1.01;0.2693
AT1G08580.1.1;Bradi3g48110.1;0.4167;NA;NA
AT1G08600.4.1;Bradi3g27970.4;0.3736;NA;NA
AT1G08610.1.1;Bradi3g28747.2;0.5226;2.894;0.1805
AT1G08620.3.1;Bradi2g14600.2;0.414;2.33;0.1777
AT1G08630.6.1;Bradi5g15710.3;0.2568;NA;NA
AT1G08640.1.1;Bradi3g14181.1;0.3723;2.17;0.1715
AT1G08650.1.1;Bradi5g15790.1;0.4524;1.965;0.2302
AT1G08660.1.1;Bradi1g67467.1;0.1896;1.77;0.1071
AT1G08680.4.1;Bradi2g53100.7;0.4765;2.219;0.2148
AT1G08700.1.1;Bradi2g10480.1;0.3778;2.359;0.1601
AT1G08710.1.1;Bradi2g53160.7;0.4525;2.24;0.202
AT1G08720.1.1;Bradi1g74480.1;0.3897;3.266;0.1193
AT1G08750.3.1;Bradi3g08190.1;0.2055;1.671;0.123
AT1G08760.1.1;Bradi4g35280.1;0.4425;1.604;0.2759
AT1G08770.1.1;Bradi1g05371.1;0.5277;NA;NA
AT1G08780.1.1;Bradi1g14290.2;0.1869;1.091;0.1712
AT1G08800.4.1;Bradi2g51510.4;0.6301;NA;NA
AT1G08810.1.1;Bradi4g26180.1;0.4549;NA;NA
AT1G08820.5.1;Bradi2g60150.2;0.5791;NA;NA
AT1G08830.2.1;Bradi1g18340.2;0.1318;0.8162;0.1615
AT1G08840.4.1;Bradi5g19741.1;0.3349;3.687;0.09083
AT1G08845.2.1;Bradi3g33287.2;0.1983;1.812;0.1094
AT1G08860.1.1;Bradi2g27267.1;0.2942;1.95;0.1509
AT1G08960.1.1;Bradi4g42875.1;0.3197;1.475;0.2167
AT1G08980.1.1;Bradi5g27490.1;0.3318;1.404;0.2363
AT1G09000.1.1;Bradi4g29500.1;0.3728;NA;NA
AT1G09010.1.1;Bradi2g26600.1;0.2058;2.681;0.07674
AT1G09020.1.1;Bradi1g00990.1;0.2044;2.127;0.09611
AT1G09060.2.1;Bradi1g62640.1;0.4717;NA;NA
